station_id,station_name,crs,operator,route,county,latitude,longitude,major_interchange,terminus,branch_junction,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,route_count,service_count,service_density,route_diversity_band,time_from_london,time_band,accessibility_score,difficulty_score
SCR240,Leuchars,LEU,,,,56.375427,-2.893734,,,,,,,,,,,,,,,,,,,,,,,
SCR241,Leven,LEV,,,,56.1923,-3.002,,,,,,,,,,,,,,,,,,,,,,,
SCR242,Linlithgow,LIN,,,,55.975689,-3.596,,,,,,,,,,,,,,,,,,,,,,,
SCR243,Livingston North,LSN,,,,55.901736,-3.543357,,,,,,,,,,,,,,,,,,,,,,,
SCR244,Livingston South,LVG,,,,55.871712,-3.503823,,,,,,,,,,,,,,,,,,,,,,,
SCR245,Loch Awe,LHA,,,,56.402481,-5.040117,,,,,,,,,,,,,,,,,,,,,,,
SCR246,Loch Eil Outward Bound,LHE,,,,56.855343,-5.191638,,,,,,,,,,,,,,,,,,,,,,,
SCR247,Lochailort,LCL,,,,56.881035,-5.663456,,,,,,,,,,,,,,,,,,,,,,,
SCR248,Locheilside,LCS,,,,56.855473,-5.290086,,,,,,,,,,,,,,,,,,,,,,,
SCR249,Lochgelly,LCG,,,,56.13538,-3.312958,,,,,,,,,,,,,,,,,,,,,,,
SCR250,Lochluichart,LCC,,,,57.621277,-4.809628,,,,,,,,,,,,,,,,,,,,,,,
SCR251,Lochwinnoch,LHW,,,,55.786549,-4.617038,,,,,,,,,,,,,,,,,,,,,,,
SCR252,Lockerbie,LOC,,,,55.123085,-3.353242,,,,,,,,,,,,,,,,,,,,,,,
SCR253,Longniddry,LND,,,,55.976524,-2.889308,,,,,,,,,,,,,,,,,,,,,,,
SCR254,Mallaig,MLG,,,,57.005497,-5.8306,,,,,,,,,,,,,,,,,,,,,,,
SCR255,Markinch,MNC,,,,56.200069,-3.131414,,,,,,,,,,,,,,,,,,,,,,,
SCR256,Maryhill,MYH,,,,55.898026,-4.301396,,,,,,,,,,,,,,,,,,,,,,,
SCR257,Maxwell Park,MAX,,,,55.837124,-4.289813,,,,,,,,,,,,,,,,,,,,,,,
SCR258,Maybole,MAY,,,,55.354485,-4.686269,,,,,,,,,,,,,,,,,,,,,,,
SCR259,Merryton,MEY,,,,55.749013,-3.978667,,,,,,,,,,,,,,,,,,,,,,,
SCR260,Milliken Park,MIN,,,,55.825157,-4.533405,,,,,,,,,,,,,,,,,,,,,,,
SCR261,Milngavie,MLN,,,,55.94091,-4.315152,,,,,,,,,,,,,,,,,,,,,,,
SCR262,Monifieth,MON,,,,56.480167,-2.818249,,,,,,,,,,,,,,,,,,,,,,,
SCR263,Montrose,MTS,,,,56.71286,-2.47207,,,,,,,,,,,,,,,,,,,,,,,
SCR264,Morar,MRR,,,,56.969788,-5.821991,,,,,,,,,,,,,,,,,,,,,,,
SCR265,Mosspark,MPK,,,,55.838947,-4.336232,,,,,,,,,,,,,,,,,,,,,,,
SCR266,Motherwell,MTH,,,,55.791927,-3.995234,,,,,,,,,,,,,,,,,,,,,,,
SCR267,Mount Florida,MFL,,,,55.826859,-4.262067,,,,,,,,,,,,,,,,,,,,,,,
SCR268,Mount Vernon,MTV,,,,55.839882,-4.136638,,,,,,,,,,,,,,,,,,,,,,,
SCR269,Muir of Ord,MOO,,,,57.518017,-4.460981,,,,,,,,,,,,,,,,,,,,,,,
SCR270,Muirend,MUI,,,,55.810459,-4.273888,,,,,,,,,,,,,,,,,,,,,,,
SCR271,Musselburgh,MUB,,,,55.930225,-3.062719,,,,,,,,,,,,,,,,,,,,,,,
SCR272,Nairn,NRN,,,,57.580227,-3.873024,,,,,,,,,,,,,,,,,,,,,,,
SCR273,Neilston,NEI,,,,55.782364,-4.426945,,,,,,,,,,,,,,,,,,,,,,,
SCR274,New Cumnock,NCK,,,,55.402271,-4.182457,,,,,,,,,,,,,,,,,,,,,,,
SCR275,Newcraighall,NEW,,,,55.932619,-3.091582,,,,,,,,,,,,,,,,,,,,,,,
SCR276,Newton,NTN,,,,55.819256,-4.133907,,,,,,,,,,,,,,,,,,,,,,,
SCR277,Newton-On-Ayr,NOA,,,,55.473541,-4.62632,,,,,,,,,,,,,,,,,,,,,,,
SCR278,Newtongrange,NEG,,,,55.865652,-3.066151,,,,,,,,,,,,,,,,,,,,,,,
SCR279,Newtonmore,NWR,,,,57.059673,-4.118831,,,,,,,,,,,,,,,,,,,,,,,
SCR280,Nitshill,NIT,,,,55.811531,-4.360126,,,,,,,,,,,,,,,,,,,,,,,
SCR281,North Berwick,NBW,,,,56.057545,-2.728989,,,,,,,,,,,,,,,,,,,,,,,
SCR282,North Queensferry,NQU,,,,56.013168,-3.395426,,,,,,,,,,,,,,,,,,,,,,,
SCR283,Oban,OBN,,,,56.411758,-5.473841,,,,,,,,,,,,,,,,,,,,,,,
SCR284,Paisley Canal,PCN,,,,55.840878,-4.422606,,,,,,,,,,,,,,,,,,,,,,,
SCR285,Paisley Gilmour Street,PYG,,,,55.848026,-4.424646,,,,,,,,,,,,,,,,,,,,,,,
SCR286,Paisley St James,PYJ,,,,55.852165,-4.442486,,,,,,,,,,,,,,,,,,,,,,,
SCR287,Partick,PTK,,,,55.869987,-4.310921,,,,,,,,,,,,,,,,,,,,,,,
SCR288,Patterton,PTT,,,,55.790443,-4.334935,,,,,,,,,,,,,,,,,,,,,,,
SCR289,Perth,PTH,,,,56.39275,-3.440068,,,,,,,,,,,,,,,,,,,,,,,
SCR290,Pitlochry,PIT,,,,56.70256,-3.736085,,,,,,,,,,,,,,,,,,,,,,,
SCR291,Plockton,PLK,,,,57.333172,-5.666848,,,,,,,,,,,,,,,,,,,,,,,
SCR292,Pollokshaws East,PWE,,,,55.824589,-4.287476,,,,,,,,,,,,,,,,,,,,,,,
SCR293,Pollokshaws West,PWW,,,,55.824318,-4.301826,,,,,,,,,,,,,,,,,,,,,,,
SCR294,Pollokshields East,PLE,,,,55.841103,-4.269287,,,,,,,,,,,,,,,,,,,,,,,
SCR295,Pollokshields West,PLW,,,,55.83736,-4.277043,,,,,,,,,,,,,,,,,,,,,,,
SCR296,Polmont,PMT,,,,55.984856,-3.716614,,,,,,,,,,,,,,,,,,,,,,,
SCR297,Port Glasgow,PTG,,,,55.9342,-4.689432,,,,,,,,,,,,,,,,,,,,,,,
SCR298,Portlethen,PLN,,,,57.060455,-2.128577,,,,,,,,,,,,,,,,,,,,,,,
SCR299,Possilpark & Parkhouse,PPK,,,,55.890717,-4.259381,,,,,,,,,,,,,,,,,,,,,,,
SCR300,Prestonpans,PST,,,,55.953426,-2.973665,,,,,,,,,,,,,,,,,,,,,,,
SCR301,Prestwick International Airport,PRA,,,,55.511513,-4.616166,,,,,,,,,,,,,,,,,,,,,,,
SCR302,Prestwick Town,PTW,,,,55.501675,-4.613935,,,,,,,,,,,,,,,,,,,,,,,
SCR303,Priesthill & Darnley,PTL,,,,55.812737,-4.344246,,,,,,,,,,,,,,,,,,,,,,,
SCR304,Queens Park (Glasgow),QPK,,,,55.835747,-4.267368,,,,,,,,,,,,,,,,,,,,,,,
SCR305,Rannoch,RAN,,,,56.685318,-4.576208,,,,,,,,,,,,,,,,,,,,,,,
SCR306,Renton,RTN,,,,55.970566,-4.586181,,,,,,,,,,,,,,,,,,,,,,,
SCR307,Reston,RSN,,,,55.8506,-2.1972,,,,,,,,,,,,,,,,,,,,,,,
SCR308,Robroyston,RRN,,,,55.887581,-4.172291,,,,,,,,,,,,,,,,,,,,,,,
SCR309,Rogart,ROG,,,,57.988979,-4.158224,,,,,,,,,,,,,,,,,,,,,,,
SCR310,Rosyth,ROS,,,,56.046055,-3.427114,,,,,,,,,,,,,,,,,,,,,,,
SCR311,Roy Bridge,RYB,,,,56.888184,-4.83645,,,,,,,,,,,,,,,,,,,,,,,
SCR312,Rutherglen,RUT,,,,55.830448,-4.212766,,,,,,,,,,,,,,,,,,,,,,,
SCR313,Saltcoats,SLT,,,,55.633648,-4.784804,,,,,,,,,,,,,,,,,,,,,,,
SCR314,Sanquhar,SQH,,,,55.370633,-3.923437,,,,,,,,,,,,,,,,,,,,,,,
SCR315,Scotscalder,SCT,,,,58.482891,-3.553764,,,,,,,,,,,,,,,,,,,,,,,
SCR316,Scotstounhill,SCH,,,,55.884491,-4.351765,,,,,,,,,,,,,,,,,,,,,,,
SCR317,Shawfair,SFI,,,,55.91993,-3.07872,,,,,,,,,,,,,,,,,,,,,,,
SCR318,Shawlands,SHL,,,,55.828987,-4.292521,,,,,,,,,,,,,,,,,,,,,,,
SCR319,Shettleston,SLS,,,,55.852959,-4.159731,,,,,,,,,,,,,,,,,,,,,,,
SCR320,Shieldmuir,SDM,,,,55.775532,-3.952944,,,,,,,,,,,,,,,,,,,,,,,
SCR321,Shotts,SHS,,,,55.818302,-3.80024,,,,,,,,,,,,,,,,,,,,,,,
SCR322,Singer,SIN,,,,55.907711,-4.405983,,,,,,,,,,,,,,,,,,,,,,,
SCR323,Slateford,SLA,,,,55.926731,-3.243476,,,,,,,,,,,,,,,,,,,,,,,
SCR324,South Gyle,SGL,,,,55.936951,-3.298234,,,,,,,,,,,,,,,,,,,,,,,
SCR325,Spean Bridge,SBR,,,,56.889839,-4.920321,,,,,,,,,,,,,,,,,,,,,,,
SCR326,Springburn,SPR,,,,55.881363,-4.230064,,,,,,,,,,,,,,,,,,,,,,,
SCR327,Springfield,SPF,,,,56.295116,-3.051808,,,,,,,,,,,,,,,,,,,,,,,
SCR328,Stepps,SPS,,,,55.890026,-4.147389,,,,,,,,,,,,,,,,,,,,,,,
SCR329,Stevenston,STV,,,,55.633533,-4.749829,,,,,,,,,,,,,,,,,,,,,,,
SCR330,Stewarton,STT,,,,55.681633,-4.519346,,,,,,,,,,,,,,,,,,,,,,,
SCR331,Stirling,STG,,,,56.119114,-3.934915,,,,,,,,,,,,,,,,,,,,,,,
SCR332,Stonehaven,STN,,,,56.966888,-2.225286,,,,,,,,,,,,,,,,,,,,,,,
SCR333,Stow,SOI,,,,55.691398,-2.857782,,,,,,,,,,,,,,,,,,,,,,,
SCR334,Stranraer,STR,,,,54.909626,-5.024806,,,,,,,,,,,,,,,,,,,,,,,
SCR335,Strathcarron,STC,,,,57.422585,-5.429166,,,,,,,,,,,,,,,,,,,,,,,
SCR336,Stromeferry,STF,,,,57.352688,-5.550702,,,,,,,,,,,,,,,,,,,,,,,
SCR337,Summerston,SUM,,,,55.89835,-4.283814,,,,,,,,,,,,,,,,,,,,,,,
SCR338,Tain,TAI,,,,57.814651,-4.051826,,,,,,,,,,,,,,,,,,,,,,,
SCR339,Taynuilt,TAY,,,,56.430714,-5.23868,,,,,,,,,,,,,,,,,,,,,,,
SCR340,Thornliebank,THB,,,,55.810642,-4.312201,,,,,,,,,,,,,,,,,,,,,,,
SCR341,Thorntonhall,THT,,,,55.767746,-4.250674,,,,,,,,,,,,,,,,,,,,,,,
SCR342,Thurso,THS,,,,58.590092,-3.527548,,,,,,,,,,,,,,,,,,,,,,,
SCR343,Troon,TRN,,,,55.543045,-4.654731,,,,,,,,,,,,,,,,,,,,,,,
SCR344,Tulloch,TUL,,,,56.883984,-4.701509,,,,,,,,,,,,,,,,,,,,,,,
SCR345,Tweedbank,TWB,,,,55.604394,-2.764936,,,,,,,,,,,,,,,,,,,,,,,
SCR346,Tyndrum Lower,TYL,,,,56.433407,-4.714873,,,,,,,,,,,,,,,,,,,,,,,
SCR347,Uddingston,UDD,,,,55.823669,-4.086266,,,,,,,,,,,,,,,,,,,,,,,
SCR348,Uphall,UHA,,,,55.919395,-3.499279,,,,,,,,,,,,,,,,,,,,,,,
SCR349,Upper Tyndrum,UTY,,,,56.434551,-4.7036,,,,,,,,,,,,,,,,,,,,,,,
SCR350,Wallyford,WAF,,,,55.942322,-3.013417,,,,,,,,,,,,,,,,,,,,,,,
SCR351,Wemyss Bay,WMS,,,,55.876656,-4.888525,,,,,,,,,,,,,,,,,,,,,,,
SCR352,West Calder,WCL,,,,55.853848,-3.567045,,,,,,,,,,,,,,,,,,,,,,,
SCR353,West Kilbride,WKB,,,,55.696842,-4.851365,,,,,,,,,,,,,,,,,,,,,,,
SCR354,Wester Hailes,WTA,,,,55.913727,-3.284654,,,,,,,,,,,,,,,,,,,,,,,
SCR355,Westerton,WES,,,,55.905479,-4.335444,,,,,,,,,,,,,,,,,,,,,,,
SCR356,Whifflet,WFF,,,,55.852596,-4.022313,,,,,,,,,,,,,,,,,,,,,,,
SCR357,Whinhill,WNL,,,,55.938396,-4.746744,,,,,,,,,,,,,,,,,,,,,,,
SCR358,Whitecraigs,WCR,,,,55.790001,-4.310977,,,,,,,,,,,,,,,,,,,,,,,
SCR359,Wick,WCK,,,,58.441788,-3.097965,,,,,,,,,,,,,,,,,,,,,,,
SCR360,Williamwood,WLM,,,,55.79398,-4.290462,,,,,,,,,,,,,,,,,,,,,,,
SCR361,Wishaw,WSH,,,,55.772346,-3.927267,,,,,,,,,,,,,,,,,,,,,,,
SCR362,Woodhall,WDL,,,,55.931339,-4.655614,,,,,,,,,,,,,,,,,,,,,,,
SCR363,Yoker,YOK,,,,55.892792,-4.387464,,,,,,,,,,,,,,,,,,,,,,,
