station_id,route_id,station_name,crs,operator,route,county,region,latitude,longitude,is_interchange,major_interchange,is_terminus1,branch_junction,is_junction,canonical_time_to_...,time_band,distance_from_..._km,distance_band,route_count,service_count,service_density,route_diversity_band,is_mainline,is_coastal,is_high_speed,distance_band,accessibility_score,difficulty_score,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,word_count_band
SO_0117,SO_R0117,Riddlesdown,RDD,Southern,,,,51.33266611,-0.099446924,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0118,SO_R0118,Rye (Sussex),RYE,Southern,,,,50.95236602,0.730706155,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0119,SO_R0119,Salfords (Surrey),SAF,Southern,['Brighton Main Line'],Surrey,,51.20174387,-0.162487674,,FALSE,FALSE,FALSE,FALSE,18,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0120,SO_R0120,Sanderstead,SNR,Southern,,,,51.34828313,-0.093673971,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0121,SO_R0121,Seaford Sussex,SEF,Southern,,,,50.77283582,0.100140227,,,TRUE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0122,SO_R0122,Selhurst,SRS,Southern,['Sutton & Metro'],England,,51.39169797,-0.087945474,,FALSE,TRUE,FALSE,FALSE,9,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0123,SO_R0123,Shoreham-by-Sea,SSE,Southern,['West Coastway'],West Sussex,,50.83442192,-0.271709718,,FALSE,FALSE,FALSE,FALSE,31.5,30-60,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0124,SO_R0124,South Bermondsey,SBM,Southern,,,,51.48813928,-0.054671432,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0125,SO_R0125,South Croydon,SCY,Southern,"['East Grinstead Branch', 'Uckfield Branch']",England,,51.36296514,-0.093452155,,FALSE,FALSE,FALSE,FALSE,9,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0126,SO_R0126,Southbourne,SOB,Southern,['West Coastway'],West Sussex,,50.84826453,-0.90811384,,FALSE,FALSE,FALSE,FALSE,40.5,30-60,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0127,SO_R0127,Southease,SEE,Southern,,,,50.83134913,0.030650137,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0128,SO_R0128,Southwick,SWK,Southern,['West Coastway'],West Sussex,,50.83248265,-0.237073077,,FALSE,FALSE,FALSE,FALSE,31.5,30-60,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0129,SO_R0129,Streatham (Greater London),STE,Southern,['Sutton & Metro'],England,,51.42581015,-0.131546583,,FALSE,FALSE,FALSE,FALSE,27,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0130,SO_R0130,Streatham Common,SRC,Southern,['Sutton & Metro'],Greater London,,51.41868917,-0.136151833,,FALSE,FALSE,FALSE,FALSE,13.5,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0131,SO_R0131,Streatham Hill,SRH,Southern,['Sutton & Metro'],Greater London,,51.4383461,-0.128157209,,FALSE,TRUE,FALSE,FALSE,13.5,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0132,SO_R0132,Sutton (London),SUO,Southern,['Sutton & Metro'],,,51.35953356,-0.191213151,,TRUE,TRUE,FALSE,FALSE,49.5,30-60,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0133,SO_R0133,Tadworth,TAD,Southern,,,,51.29163611,-0.23596467,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0134,SO_R0134,Tattenham Corner,TAT,Southern,,,,51.30918237,-0.242609371,,,TRUE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0135,SO_R0135,Thornton Heath,TTH,Southern,['Sutton & Metro'],,,51.3992396,-0.101001212,,FALSE,FALSE,FALSE,FALSE,13.5,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0136,SO_R0136,Three Bridges,TBD,Southern,['Brighton Main Line'],Greater London,,51.11691722,-0.161183058,,FALSE,TRUE,FALSE,FALSE,13.5,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0137,SO_R0137,Three Oaks,TOK,Southern,,,,50.90088723,0.61337309,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0138,SO_R0138,Tulse Hill,TUH,Southern,['Sutton & Metro'],,,51.43977376,-0.105075902,,FALSE,FALSE,FALSE,FALSE,22.5,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0139,SO_R0139,Uckfield,UCK,Southern,['Uckfield Branch'],,,50.96867258,0.096456894,,,TRUE,FALSE,FALSE,85,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0140,SO_R0140,Upper Warlingham,UWL,Southern,['Sutton & Metro'],,,51.30851045,-0.077947217,,,FALSE,FALSE,FALSE,40,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0141,SO_R0141,Waddon,WDO,Southern,,,,51.36739826,-0.117332121,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0142,SO_R0142,Wallington,WLT,Southern,['Sutton & Metro'],,,51.3603868,-0.150830146,,,FALSE,FALSE,FALSE,25,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0143,SO_R0143,Wandsworth Common,WSW,Southern,['Sutton & Metro'],England,,51.4461876,-0.163383008,,FALSE,TRUE,FALSE,FALSE,9,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0144,SO_R0144,Warblington,WBL,Southern,,,,50.8534334,-0.967150888,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0145,SO_R0145,Warnham,WNH,Southern,['Arun Valley'],,,51.09289508,-0.329453706,,,FALSE,FALSE,FALSE,60,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0146,SO_R0146,West Norwood,WNW,Southern,['Sutton & Metro'],England,,51.43180353,-0.103808815,,FALSE,FALSE,FALSE,FALSE,18,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0147,SO_R0147,West Worthing,WWO,Southern,['West Coastway'],West Sussex,,50.81834832,-0.392977891,,FALSE,TRUE,FALSE,FALSE,27,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0148,SO_R0148,Whyteleafe,WHY,Southern,['Sutton & Metro'],,,51.30995682,-0.081143929,,,FALSE,FALSE,FALSE,35,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0149,SO_R0149,Whyteleafe South,WHS,Southern,,,,51.3035526,-0.076691014,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,multiple
SO_0150,SO_R0150,Winchelsea,WSE,Southern,,,,50.93376133,0.702271814,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0151,SO_R0151,Wivelsfield,WVF,Southern,['Brighton Main Line'],West Sussex,,50.96378293,-0.120837577,,FALSE,FALSE,FALSE,FALSE,18,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0152,SO_R0152,Woldingham,WOH,Southern,['Sutton & Metro'],,,51.29015597,-0.051864564,,,FALSE,FALSE,FALSE,45,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0153,SO_R0153,Woodmansterne,WME,Southern,,,,51.3190192,-0.154259672,,,FALSE,,FALSE,,,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0154,SO_R0154,Worthing,WRH,Southern,['West Coastway'],West Sussex,,50.8184932,-0.376163686,,FALSE,TRUE,FALSE,FALSE,22.5,0-30,,,1,1,low,single,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,single
SO_0155,SO_R0155,Ashurst,ASH,Southern,['Uckfield Branch'],,,,,,,FALSE,FALSE,TRUE,55,,,,,,,,FALSE,FALSE,FALSE,commuter,,,,,,,,,,,,,,,single
SO_0156,SO_R0156,Basingstoke,BSK,Southern,['Portsmouth Direct'],Hampshire,,51.26804,-1.086896,,FALSE,TRUE,FALSE,FALSE,44,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0157,SO_R0157,Bat & Ball,BBL,Southern,['Southern Thameslink Branches'],Kent,,51.289703,0.194258,,FALSE,FALSE,FALSE,FALSE,27,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,outer,2,8,,,,,,,,,,,,,multiple
SO_0158,SO_R0158,Battle,BAT,Southern,['East Coastway'],East Sussex,,50.91312,0.495169,,FALSE,FALSE,FALSE,FALSE,81,60-120,,,1,1,low,few,TRUE,TRUE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0159,SO_R0159,Blackfriars,BFR,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,,,TRUE,FALSE,FALSE,0,,,,,,,,TRUE,FALSE,FALSE,inner,,,,,,,,,,,,,,,single
SO_0160,SO_R0160,City Thameslink,CTK,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,,,FALSE,FALSE,FALSE,0,,,,,,,,TRUE,FALSE,FALSE,inner,,,,,,,,,,,,,,,multiple
SO_0161,SO_R0161,Clapham Junction,CLJ,Southern,"['Brighton Main Line', 'Portsmouth Direct']",England,,51.464134,-0.170281,,TRUE,FALSE,TRUE,FALSE,4.5,0-30,,,4,4,high,many,TRUE,FALSE,FALSE,inner,8,2,,,,,,,,,,,,,multiple
SO_0162,SO_R0162,Cosham,CSA,Southern,['Portsmouth Direct'],England,,50.841644,-1.068259,,FALSE,FALSE,FALSE,FALSE,54,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0163,SO_R0163,Dorking West,DKT,Southern,['Arun Valley'],,,,,,,FALSE,FALSE,FALSE,60,,,,,,,,TRUE,FALSE,FALSE,commuter,,,,,,,,,,,,,,,multiple
SO_0164,SO_R0164,Dunton Green,DNG,Southern,['Southern Thameslink Branches'],Kent,,51.296425,0.171616,,FALSE,FALSE,FALSE,FALSE,31.5,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,outer,2,8,,,,,,,,,,,,,multiple
SO_0165,SO_R0165,Etchingham,ETC,Southern,['East Coastway'],,,51.010479,0.441935,,FALSE,FALSE,FALSE,FALSE,72,60-120,,,1,1,low,few,TRUE,TRUE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0166,SO_R0166,Eynsford,EYN,Southern,['Southern Thameslink Branches'],West Sussex,,51.362377,0.203465,,FALSE,FALSE,FALSE,FALSE,13.5,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,single
SO_0167,SO_R0167,Fareham,FRM,Southern,['Portsmouth Direct'],Hampshire,,50.853352,-1.19162,,FALSE,TRUE,FALSE,FALSE,63,60-120,,,1,1,low,few,TRUE,FALSE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0168,SO_R0168,Farningham Road,FNR,Southern,['Southern Thameslink Branches'],,,51.401337,0.235533,,FALSE,FALSE,FALSE,FALSE,9,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0169,SO_R0169,Farringdon,ZFD,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,,,FALSE,FALSE,FALSE,0,,,,,,,,TRUE,FALSE,FALSE,inner,,,,,,,,,,,,,,,single
SO_0170,SO_R0170,Frant,FRT,Southern,['Uckfield Branch'],,,51.104321,0.294034,,FALSE,FALSE,FALSE,TRUE,58.5,30-60,,,1,1,low,few,FALSE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0171,SO_R0171,Fratton,FTN,Southern,"['West Coastway', 'Portsmouth Direct']",Hampshire,,50.795818,-1.073422,,FALSE,TRUE,FALSE,FALSE,45,30-60,,,1,1,low,few,TRUE,TRUE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0172,SO_R0172,Gatwick Airport,GTW,Southern,['Brighton Main Line'],,,51.156425,-0.161022,,FALSE,TRUE,FALSE,FALSE,9,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0173,SO_R0173,Hastings,HGS,Southern,['East Coastway'],East Sussex,,50.858288,0.57608,,TRUE,TRUE,FALSE,FALSE,85.5,60-120,,,2,2,medium,some,TRUE,TRUE,FALSE,regional,4,6,,,,,,,,,,,,,single
SO_0174,SO_R0174,Havant,HAV,Southern,"['West Coastway', 'Portsmouth Direct']",Hampshire,,50.854416,-0.982763,,TRUE,TRUE,FALSE,FALSE,31.5,30-60,,,1,1,low,few,TRUE,TRUE,FALSE,outer,2,8,,,,,,,,,,,,,single
SO_0175,SO_R0175,Hedge End,HDE,Southern,['Portsmouth Direct'],Hampshire,,50.927773,-1.297056,,FALSE,FALSE,FALSE,FALSE,62,60-120,,,1,1,low,few,TRUE,FALSE,FALSE,regional,2,8,,,,,,,,,,,,,multiple
SO_0176,SO_R0176,High Brooms,HIB,Southern,['Uckfield Branch'],Kent,,51.149609,0.277686,,FALSE,FALSE,FALSE,TRUE,49.5,30-60,,,1,1,low,few,FALSE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
SO_0177,SO_R0177,Hildenborough,HLB,Southern,['Southern Thameslink Branches'],Kent,,51.214451,0.226465,,FALSE,FALSE,FALSE,FALSE,40.5,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0178,SO_R0178,Hilsea,HLS,Southern,['Portsmouth Direct'],England,,50.828075,-1.058592,,FALSE,FALSE,FALSE,FALSE,49.5,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0179,SO_R0179,Hurst Green,HGD,Southern,"['East Grinstead Branch', 'Uckfield Branch']",,,,,,,FALSE,FALSE,TRUE,45,,,,,,,,FALSE,FALSE,FALSE,commuter,,,,,,,,,,,,,,,multiple
SO_0180,SO_R0180,Kensington Olympia,KPA,Southern,['Southern Thameslink Branches'],England,,51.497753,-0.210189,,FALSE,FALSE,FALSE,FALSE,13.5,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0181,SO_R0181,London Bridge,LBG,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",England,,51.505035,-0.085058,,TRUE,FALSE,FALSE,FALSE,0,,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0182,SO_R0182,London Victoria,VIC,Southern,"['Brighton Main Line', 'Portsmouth Direct']",England,,51.4966,-0.1448,,TRUE,FALSE,FALSE,FALSE,0,,,,2,2,medium,some,TRUE,FALSE,FALSE,inner,4,6,,,,,,,,,,,,,multiple
SO_0183,SO_R0183,London Waterloo,WAT,Southern,['Southern Thameslink Branches'],Greater London,,51.501865,-0.111126,,TRUE,FALSE,FALSE,FALSE,0,,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0184,SO_R0184,Ockley,OCK,Southern,['Arun Valley'],,,,,,,FALSE,FALSE,FALSE,65,,,,,,,,TRUE,FALSE,FALSE,regional,,,,,,,,,,,,,,,single
SO_0185,SO_R0185,Otford,OTF,Southern,['Southern Thameslink Branches'],West Sussex,,51.312141,0.196757,,FALSE,FALSE,FALSE,FALSE,22.5,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,outer,2,8,,,,,,,,,,,,,single
SO_0186,SO_R0186,Portchester,PTC,Southern,['Portsmouth Direct'],Hampshire,,50.848389,-1.126361,,FALSE,FALSE,FALSE,FALSE,58.5,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0187,SO_R0187,Portsmouth & Southsea,PMS,Southern,"['West Coastway', 'Portsmouth Direct']",England,,50.797756,-1.090417,,FALSE,TRUE,FALSE,FALSE,40.5,30-60,,,1,1,low,few,TRUE,TRUE,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
SO_0188,SO_R0188,Portsmouth Harbour,PMH,Southern,"['West Coastway', 'Portsmouth Direct']",England,,50.796097,-1.108895,,TRUE,TRUE,FALSE,FALSE,36,30-60,,,1,1,low,few,TRUE,TRUE,FALSE,outer,2,8,,,,,,,,,,,,,multiple
SO_0189,SO_R0189,Robertsbridge,RBR,Southern,['East Coastway'],East Sussex,,50.984726,0.469092,,FALSE,FALSE,FALSE,FALSE,76.5,60-120,,,1,1,low,few,TRUE,TRUE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0190,SO_R0190,Sevenoaks,SEV,Southern,['Southern Thameslink Branches'],Kent,,51.27734,0.182193,,FALSE,TRUE,FALSE,FALSE,36,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,outer,2,8,,,,,,,,,,,,,single
SO_0191,SO_R0191,Shepherds Bush,SPB,Southern,['Southern Thameslink Branches'],England,,51.506,-0.218,,TRUE,TRUE,FALSE,FALSE,18,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0192,SO_R0192,Shoreham (Kent),SEH,Southern,['Southern Thameslink Branches'],Kent,,51.332092,0.187665,,FALSE,FALSE,FALSE,FALSE,18,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0193,SO_R0193,Southampton Central,SOU,Southern,['Portsmouth Direct'],England,,50.907742,-1.413983,,TRUE,TRUE,FALSE,FALSE,53,30-60,,,2,2,medium,some,TRUE,FALSE,FALSE,commuter,4,6,,,,,,,,,,,,,multiple
SO_0194,SO_R0194,St Denys,SDN,Southern,['Portsmouth Direct'],England,,50.921997,-1.3882,,FALSE,FALSE,FALSE,FALSE,57.5,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
SO_0195,SO_R0195,St Leonards Warrior Square,SLQ,Southern,['East Coastway'],East Sussex,,50.855942,0.560326,,FALSE,FALSE,FALSE,FALSE,85.5,60-120,,,1,1,low,few,TRUE,TRUE,FALSE,regional,2,8,,,,,,,,,,,,,multiple
SO_0196,SO_R0196,St Pancras International,STP,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,,,TRUE,FALSE,FALSE,0,,,,,,,,TRUE,FALSE,FALSE,inner,,,,,,,,,,,,,,,multiple
SO_0197,SO_R0197,Stonegate,SOG,Southern,['East Coastway'],East Sussex,,51.020184,0.364016,,FALSE,FALSE,FALSE,FALSE,67.5,60-120,,,1,1,low,few,TRUE,TRUE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0198,SO_R0198,Swanley,SAY,Southern,['Southern Thameslink Branches'],,,51.392727,0.16755,,FALSE,TRUE,FALSE,FALSE,4.5,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,single
SO_0199,SO_R0199,Swanwick,SNW,Southern,['Portsmouth Direct'],,,50.875427,-1.265151,,FALSE,FALSE,FALSE,FALSE,66.5,60-120,,,1,1,low,few,TRUE,FALSE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0200,SO_R0200,Tonbridge,TON,Southern,['Southern Thameslink Branches'],Greater London,,51.191132,0.269715,,FALSE,TRUE,FALSE,FALSE,45,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
SO_0201,SO_R0201,Tunbridge Wells,TBW,Southern,['Uckfield Branch'],Greater London,,51.130119,0.262435,,FALSE,TRUE,FALSE,TRUE,54,30-60,,,1,1,low,few,FALSE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
SO_0202,SO_R0202,Wadhurst,WAD,Southern,['Uckfield Branch'],East Sussex,,51.07338,0.312483,,FALSE,FALSE,FALSE,TRUE,63,60-120,,,1,1,low,few,FALSE,FALSE,FALSE,regional,2,8,,,,,,,,,,,,,single
SO_0203,SO_R0203,West Brompton,WBP,Southern,['Southern Thameslink Branches'],England,,51.487289,-0.195265,,FALSE,TRUE,FALSE,FALSE,9,0-30,,,1,1,low,few,TRUE,FALSE,FALSE,inner,2,8,,,,,,,,,,,,,multiple
SO_0204,SO_R0204,West St Leonards,WLD,Southern,['East Coastway'],East Sussex,,50.85368,0.540303,,FALSE,FALSE,FALSE,FALSE,81,60-120,,,1,1,low,few,TRUE,TRUE,FALSE,regional,2,8,,,,,,,,,,,,,multiple
SO_0205,SO_R0205,West Sutton,WSU,Southern,['Sutton & Metro'],,,,,,,FALSE,FALSE,FALSE,30,,,,,,,,TRUE,FALSE,FALSE,outer,,,,,,,,,,,,,,,multiple
SO_0206,SO_R0206,Winchester,WIN,Southern,['Portsmouth Direct'],Hampshire,,51.067303,-1.320628,,FALSE,TRUE,FALSE,FALSE,48.5,30-60,,,1,1,low,few,TRUE,FALSE,FALSE,commuter,2,8,,,,,,,,,,,,,single
