station_name,crs,operator,route,county,latitude,longitude,major_interchange,terminus,branch_junction,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,station_id
Entwistle,ENT,Northern,,,53.65599298,-2.414548972,,,,,,,,,,,,,,,,NO_000158
Euxton Balshaw Lane,EBA,Northern,,,53.67007956,-2.6750181,,,,,,,,,,,,,,,,NO_000159
Fairfield,FRF,Northern,,,53.47146764,-2.144582995,,,,,,,,,,,,,,,,NO_000160
Farnworth,FNW,Northern,,,53.55001733,-2.387853772,,,,,,,,,,,,,,,,NO_000161
Featherstone,FEA,Northern,,,53.67872705,-1.359437598,,,,,,,,,,,,,,,,NO_000162
Ferriby,FRY,Northern,,,53.71716886,-0.507824927,,,,,,,,,,,,,,,,NO_000163
Filey,FIL,Northern,,,54.20986844,-0.293850452,,,,,,,,,,,,,,,,NO_000164
Fitzwilliam,FZW,Northern,,,53.63251073,-1.373597322,,,,,,,,,,,,,,,,NO_000165
Flimby,FLM,Northern,,,54.68968694,-3.521048022,,,,,,,,,,,,,,,,NO_000166
Flixton,FLI,Northern,,,53.4439722,-2.383876093,,,,,,,,,,,,,,,,NO_000167
Flowery Field,FLF,Northern,,,53.46164017,-2.080837509,,,,,,,,,,,,,,,,NO_000168
Foxfield,FOX,Northern,,,54.25876643,-3.216071991,,,,,,,,,,,,,,,,NO_000169
Frizinghall,FZH,Northern,,,53.81952623,-1.768625862,,,,,,,,,,,,,,,,NO_000170
Furness Vale,FNV,Northern,,,53.3487676,-1.98883855,,,,,,,,,,,,,,,,NO_000171
Gainsborough Central,GNB,Northern,,,53.3996081,-0.769697538,,,,,,,,,,,,,,,,NO_000172
Garforth,GRF,Northern,,,53.79622636,-1.382091266,,,,,,,,,,,,,,,,NO_000173
Gargrave,GGV,Northern,,,53.97842348,-2.105163634,,,,,,,,,,,,,,,,NO_000174
Garsdale,GSD,Northern,,,54.32134985,-2.325888923,,,,,,,,,,,,,,,,NO_000175
Garswood,GSW,Northern,,,53.48853256,-2.672132133,,,,,,,,,,,,,,,,NO_000176
Gathurst,GST,Northern,,,53.55941698,-2.694390961,,,,,,,,,,,,,,,,NO_000177
Gatley,GTY,Northern,,,53.39332787,-2.230635305,,,,,,,,,,,,,,,,NO_000178
Giggleswick,GIG,Northern,,,54.06167264,-2.303990955,,,,,,,,,,,,,,,,NO_000179
Gilberdyke,GBD,Northern,,,53.74797918,-0.732244137,,,,,,,,,,,,,,,,NO_000180
Glaisdale,GLS,Northern,,,54.43943633,-0.793939477,,,,,,,,,,,,,,,,NO_000181
Glasshoughton,GLH,Northern,,,53.70919278,-1.34185485,,,,,,,,,,,,,,,,NO_000182
Glazebrook,GLZ,Northern,,,53.42842041,-2.460492629,,,,,,,,,,,,,,,,NO_000183
Glossop,GLO,Northern,,,53.44448819,-1.949080993,,,,,,,,,,,,,,,,NO_000184
Godley,GDL,Northern,,,53.45172242,-2.054767562,,,,,,,,,,,,,,,,NO_000185
Goldthorpe,GOE,Northern,,,53.53340407,-1.313503115,,,,,,,,,,,,,,,,NO_000186
Goole,GOO,Northern,,,53.70492908,-0.874218535,,,,,,,,,,,,,,,,NO_000187
Goostrey,GTR,Northern,,,53.22257407,-2.326474795,,,,,,,,,,,,,,,,NO_000188
Gorton,GTO,Northern,,,53.46874156,-2.167170456,,,,,,,,,,,,,,,,NO_000189
Grange-over-Sands,GOS,Northern,,,54.1952789,-2.902736771,,,,,,,,,,,,,,,,NO_000190
Great Ayton,GTA,Northern,,,54.48931943,-1.116362099,,,,,,,,,,,,,,,,NO_000191
Green Road,GNR,Northern,,,54.24453345,-3.245579599,,,,,,,,,,,,,,,,NO_000192
Greenbank,GBK,Northern,,,53.2515743,-2.533067977,,,,,,,,,,,,,,,,NO_000193
Greenfield,GNF,Northern,,,53.53913992,-2.014440599,,,,,,,,,,,,,,,,NO_000194
Grindleford,GRN,Northern,,,53.30558428,-1.626295445,,,,,,,,,,,,,,,,NO_000195
Grosmont,GMT,Northern,,,54.43612153,-0.724962522,,,,,,,,,,,,,,,,NO_000196
Guide Bridge,GUI,Northern,,,53.47464705,-2.113707335,,,,,,,,,,,,,,,,NO_000197
Guiseley,GSY,Northern,,,53.87594659,-1.715077862,,,,,,,,,,,,,,,,NO_000198
Gypsy Lane,GYP,Northern,,,54.53289438,-1.179386125,,,,,,,,,,,,,,,,NO_000199
Hadfield,HDF,Northern,,,53.46076361,-1.965328098,,,,,,,,,,,,,,,,NO_000200
Hag Fold,HGF,Northern,,,53.53386541,-2.494828846,,,,,,,,,,,,,,,,NO_000201
Hale (Manchester),HAL,Northern,,,53.37873505,-2.347360839,,,,,,,,,,,,,,,,NO_000202
Halewood,HED,Northern,,,53.36533326,-2.824983416,,,,,,,,,,,,,,,,NO_000203
Halifax,HFX,Northern,,,53.72043967,-1.854488705,,,,,,,,,,,,,,,,NO_000204
Hall-i'-th'-Wood,HID,Northern,,,53.59756945,-2.413976805,,,,,,,,,,,,,,,,NO_000205
Haltwhistle,HWH,Northern,,,54.96784942,-2.463561774,,,,,,,,,,,,,,,,NO_000206
Hammerton,HMM,Northern,,,53.99611366,-1.283031759,,,,,,,,,,,,,,,,NO_000207
Handforth,HTH,Northern,,,53.34642025,-2.213257748,,,,,,,,,,,,,,,,NO_000208
Hapton,HPN,Northern,,,53.78176047,-2.316685364,,,,,,,,,,,,,,,,NO_000209
Harrington,HRR,Northern,,,54.61334851,-3.565741262,,,,,,,,,,,,,,,,NO_000210
Harrogate,HGT,Northern,,,53.99319216,-1.537615121,,,,,,,,,,,,,,,,NO_000211
Hartlepool,HPL,Northern,,,54.68676301,-1.207310059,,,,,,,,,,,,,,,,NO_000212
Hatfield & Stainforth,HFS,Northern,,,53.58892124,-1.024047613,,,,,,,,,,,,,,,,NO_000213
Hathersage,HSG,Northern,,,53.32578602,-1.651192584,,,,,,,,,,,,,,,,NO_000214
Hattersley,HTY,Northern,,,53.44530123,-2.040305376,,,,,,,,,,,,,,,,NO_000215
Haydon Bridge,HDB,Northern,,,54.97486058,-2.247904442,,,,,,,,,,,,,,,,NO_000216
Hazel Grove,HAZ,Northern,,,53.37756004,-2.122016963,,,,,,,,,,,,,,,,NO_000217
Headingley,HDY,Northern,,,53.81816231,-1.593649517,,,,,,,,,,,,,,,,NO_000218
Heald Green,HDG,Northern,,,53.36974577,-2.237421508,,,,,,,,,,,,,,,,NO_000219
Heaton Chapel,HTC,Northern,,,53.42557835,-2.17904046,,,,,,,,,,,,,,,,NO_000220
Hebden Bridge,HBD,Northern,,,53.73759649,-2.00906594,,,,,,,,,,,,,,,,NO_000221
Heighington,HEI,Northern,,,54.59696718,-1.582079768,,,,,,,,,,,,,,,,NO_000222
Hellifield,HLD,Northern,,,54.01087074,-2.227841167,,,,,,,,,,,,,,,,NO_000223
Hensall,HEL,Northern,,,53.69855978,-1.114515549,,,,,,,,,,,,,,,,NO_000224
Hessle,HES,Northern,,,53.71759184,-0.442189469,,,,,,,,,,,,,,,,NO_000225
Heworth,HEW,Northern,,,54.95156601,-1.555768445,,,,,,,,,,,,,,,,NO_000226
Hexham,HEX,Northern,,,54.97338958126607,-2.094740867614746,,,,,,,,,,,,,,,,NO_000227
Heysham Port,HHB,Northern,,,54.03315438,-2.91311509,,,,,,,,,,,,,,,,NO_000228
Hindley,HIN,Northern,,,53.54225044,-2.575496114,,,,,,,,,,,,,,,,NO_000229
Holmes Chapel,HCH,Northern,,,53.19895238,-2.351145128,,,,,,,,,,,,,,,,NO_000230
Honley,HOY,Northern,,,53.60824208,-1.780966774,,,,,,,,,,,,,,,,NO_000231
Hope Derbyshire,HOP,Northern,,,53.3459425,-1.728537541,,,,,,,,,,,,,,,,NO_000232
Horden,HRE,Northern,,,54.7608,-1.3035,,,,,,,,,,,,,,,,NO_000233
Hornbeam Park,HBP,Northern,,,53.97988387,-1.526829388,,,,,,,,,,,,,,,,NO_000234
Horsforth,HRS,Northern,,,53.84758338,-1.63060526,,,,,,,,,,,,,,,,NO_000235
Horton-in-Ribblesdale,HIR,Northern,,,54.14939839,-2.302030471,,,,,,,,,,,,,,,,NO_000236
Hoscar,HSC,Northern,,,53.59738358,-2.803809539,,,,,,,,,,,,,,,,NO_000237
Hough Green,HGN,Northern,,,53.37240964,-2.775067325,,,,,,,,,,,,,,,,NO_000238
Howden,HOW,Northern,,,53.76455009,-0.860699734,,,,,,,,,,,,,,,,NO_000239
Humphrey Park,HUP,Northern,,,53.45224781,-2.32754077,,,,,,,,,,,,,,,,NO_000240
Huncoat,HCT,Northern,,,53.77215217,-2.345896854,,,,,,,,,,,,,,,,NO_000241
Hunmanby,HUB,Northern,,,54.17429747,-0.314773782,,,,,,,,,,,,,,,,NO_000242
Hutton Cranswick,HUT,Northern,,,53.95568032,-0.433326239,,,,,,,,,,,,,,,,NO_000243
Huyton,HUY,Northern,,,53.40969455,-2.842991769,,,,,,,,,,,,,,,,NO_000244
Hyde Central,HYC,Northern,,,53.45174912,-2.085788017,,,,,,,,,,,,,,,,NO_000245
Hyde North,HYT,Northern,,,53.46433332,-2.085813385,,,,,,,,,,,,,,,,NO_000246
Ilkley,ILK,Northern,,,53.92495813,-1.822103587,,,,,,,,,,,,,,,,NO_000247
Ince (Manchester),INC,Northern,,,53.53918986,-2.61257527,,,,,,,,,,,,,,,,NO_000248
Ince & Elton (Cheshire),INE,Northern,,,53.27676,-2.816228123,,,,,,,,,,,,,,,,NO_000249
Irlam,IRL,Northern,,,53.43481373,-2.433467061,,,,,,,,,,,,,,,,NO_000250
James Cook University Hospital,JCH,Northern,,,54.5515,-1.2076,,,,,,,,,,,,,,,,NO_000251
Kearsley (Manchester),KSL,Northern,,,53.54466284,-2.375731616,,,,,,,,,,,,,,,,NO_000252
Keighley,KEI,Northern,,,53.86788507,-1.901120783,,,,,,,,,,,,,,,,NO_000253
Kendal,KEN,Northern,,,54.33210561,-2.73964031,,,,,,,,,,,,,,,,NO_000254
Kents Bank,KBK,Northern,,,54.1729079,-2.925229232,,,,,,,,,,,,,,,,NO_000255
Kildale,KLD,Northern,,,54.47727129,-1.067852562,,,,,,,,,,,,,,,,NO_000256
Kirk Sandall,KKS,Northern,,,53.56343733,-1.074913037,,,,,,,,,,,,,,,,NO_000257
Kirkby Stephen,KSW,Northern,,,54.45512998,-2.368596626,,,,,,,,,,,,,,,,NO_000258
Kirkby-in-Furness,KBF,Northern,,,54.23234259,-3.188906344,,,,,,,,,,,,,,,,NO_000259
Kirkham & Wesham,KKM,Northern,,,53.78738537,-2.881813597,,,,,,,,,,,,,,,,NO_000260
Kirkstall Forge,KLF,Northern,,,53.82402819,-1.618512273,,,,,,,,,,,,,,,,NO_000261
Kirton Lindsey,KTL,Northern,,,53.48485675,-0.593911552,,,,,,,,,,,,,,,,NO_000262
