station_id,station_name,crs,operator,latitude,longitude,major_interchange,terminus,branch_junction,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,route_count,service_count,service_density,route_diversity_band,time_from_london,time_band,accessibility_score,difficulty_score,route_groups,region,is_branch_line,is_mainline,is_coastal,word_count_band,is_interchange,is_terminus,route_station_id,canonical_time_to_london,time_group,is_high_speed,distance_band,route,county
SO_000089,Mitcham Eastfields,MTC,Southern,51.407725,-0.154764,False,BAK|BAL|BDM|DKG|EPS|HRH|SAC|SUO|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,31.5,30-60,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR059,31.5,30-60,False,outer,,Greater London
SO_000090,Mitcham Junction,MIJ,Southern,51.392887,-0.157308,False,BAK|BAL|BDM|DKG|EPS|HRH|SAC|SUO|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,36.0,30-60,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR060,36.0,30-60,False,outer,,Greater London
SO_000091,Moulsecoomb,MCB,Southern,50.844616,-0.12076,False,BTN|EBN|HGS|LWS|NVH|ORE|SEF,False,,,,,,,,,,,,,1.0,1.0,low,few,22.5,0-30,2.0,8.0,['East Coastway'],East Coastway,False,True,True,single,False,False,SR061,22.5,0-30,False,outer,,
SO_000094,Norbury,NRB,Southern,51.411236,-0.123492,False,BAK|BAL|BTN|ECR|EGR|EPD|GTW|ORE|PMH|REI|SRS|SUO|TBD|WFJ|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,18.0,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,single,False,False,SR062,18.0,0-30,False,inner,,
SO_000095,Normans Bay,NSB,Southern,50.825382,0.389669,False,AFK|BAL|BTN|HGS|HHE|ORE,False,,,,,,,,,,,,,1.0,1.0,low,few,63.0,60-120,2.0,8.0,['East Coastway'],East Coastway,False,True,True,multiple,False,False,SR063,63.0,60-120,False,regional,,
,Ockley,OCK,Southern,,,,BKG|FST|GRY|PSE|SFO|SOC|SRY,False,,,,,,,,,,,,,,,,,65.0,,,,['Arun Valley'],Arun Valley,False,True,False,single,False,False,SR084,65.0,,False,regional,,
,Otford,OTF,Southern,51.312141,0.196757,False,AFK|BFR|CHX|FPK|MDE|RAM|SEV|WGC|XVJ,False,,,,,,,,,,,,,1.0,1.0,low,few,22.5,0-30,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,single,False,False,SR064,22.5,0-30,False,outer,,West Sussex
,Oxted,OXT,Southern,,,,BAK|BAL|BDM|COH|EGR|OXT|UCK|WHP|WSW|XSU,False,,,,,,,,,,,,,,,,,40.0,,,,"['East Grinstead Branch', 'Uckfield Branch']",East Grinstead Branch,True,False,False,single,False,False,SR086,40.0,,False,outer,,
SO_000104,Pevensey & Westham,PEV,Southern,50.815899,0.325291,False,AFK|BAK|BAL|BTN|EBN|HGS|HHE|ORE|PLG,False,,,,,,,,,,,,,1.0,1.0,low,few,58.5,30-60,2.0,8.0,['East Coastway'],East Coastway,False,True,True,multiple,False,False,SR065,58.5,30-60,False,commuter,,East Sussex
SO_000107,Polegate,PLG,Southern,50.820934,0.251705,False,BAK|BAL|BTN|EBN|HGS|HHE|LWS|ORE|PLG|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,45.0,30-60,2.0,8.0,['East Coastway'],East Coastway,False,True,True,single,False,False,SR066,45.0,30-60,False,commuter,,East Sussex
,Portchester,PTC,Southern,50.848389,-1.126361,False,BRI|BTN|ESL|FRM|HRH|NEM|PMH|PMS|SOU|WIN,False,,,,,,,,,,,,,1.0,1.0,low,few,58.5,30-60,2.0,8.0,['Portsmouth Direct'],Portsmouth Direct,False,True,False,single,False,False,SR067,58.5,30-60,False,commuter,,Hampshire
SO_000108,Portslade,PLD,Southern,50.836044,-0.204898,False,BAL|BOG|BTN|CCH|HAV|HHE|LIT|PMH|PMS|SOU|WRH|WSW|WWO|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,27.0,0-30,2.0,8.0,['West Coastway'],West Coastway,False,True,True,single,False,False,SR068,27.0,0-30,False,outer,,
,Portsmouth & Southsea,PMS,Southern,50.797756,-1.090417,False,BOG|BRI|BTN|CDF|ESL|GLD|GTW|HRH|LIT|NEM|PMH|PMS|SOU|WIN|WSB,False,,,,,,,,,,,,,1.0,1.0,low,few,40.5,30-60,2.0,8.0,"['West Coastway', 'Portsmouth Direct']",West Coastway,False,True,True,multiple,False,False,SR069,40.5,30-60,False,commuter,,England
,Portsmouth Harbour,PMH,Southern,50.796097,-1.108895,True,BOG|BRI|BTN|CDF|ESL|GLD|GTW|HRH|LIT|NEM|PMH|RYP|WIN|WSB,False,,,,,,,,,,,,,1.0,1.0,low,few,36.0,30-60,2.0,8.0,"['West Coastway', 'Portsmouth Direct']",West Coastway,False,True,True,multiple,True,False,SR070,36.0,30-60,False,outer,,England
SO_000109,Preston Park,PRP,Southern,50.846054,-0.154787,False,BAK|BAL|BDM|BOG|BTN|CBG|HHE|LIT|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,27.0,0-30,2.0,8.0,['Brighton Main Line'],Brighton Main Line,False,True,False,multiple,False,False,SR071,27.0,0-30,False,outer,,Brighton and Hove
SO_000111,Purley,PUR,Southern,51.337334,-0.113592,False,BAK|BAL|BDM|BOG|BTN|CAT|CBG|CCH|EBN|GTW|HGS|HRH|LIT|LUT|ORE|PBO|PMH|PMS|PUR|REI|TAT|TBD|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,13.5,0-30,2.0,8.0,['Brighton Main Line'],Brighton Main Line,False,True,False,single,False,False,SR072,13.5,0-30,False,inner,,England
SO_000114,Redhill,RDH,Southern,51.240124,-0.164851,False,BAK|BAL|BDM|BTN|GTW|HRH|LUT|ORE|PBO|RDG|RDH|RDZ|REI|TBD|TON|WRH|WSW,False,,,,,,,,,,,,,1.0,1.0,low,few,27.0,0-30,2.0,8.0,['Brighton Main Line'],Brighton Main Line,False,True,False,single,False,False,SR073,27.0,0-30,False,outer,,Surrey
,Robertsbridge,RBR,Southern,50.984726,0.469092,False,CHX|CST|HGS|TON,False,,,,,,,,,,,,,1.0,1.0,low,few,76.5,60-120,2.0,8.0,['East Coastway'],East Coastway,False,True,True,single,False,False,SR074,76.5,60-120,False,regional,,East Sussex
SO_000119,Salfords,SAF,Southern,51.201412,-0.162096,False,BAK|BAL|BDM|BOG|BTN|CBG|GTW|HRH|LUT|ORE|PBO|PMH|RDG|RDH|RDZ|TBD|WRH|WSW,False,,,,,,,,,,,,,1.0,1.0,low,few,18.0,0-30,2.0,8.0,['Brighton Main Line'],Brighton Main Line,False,True,False,single,False,False,SR075,18.0,0-30,False,inner,,Surrey
SO_000122,Selhurst,SRS,Southern,51.392704,-0.089759,False,BAK|BAL|BDM|BOG|BTN|CCH|EBN|ECR|EGR|EPD|GTW|HGS|HRH|LIT|ORE|OXT|PBO|PMH|PMS|REI|SRS|SUO|TBD|WFJ|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,9.0,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,single,False,False,SR076,9.0,0-30,False,inner,,England
,Sevenoaks,SEV,Southern,51.27734,0.182193,False,AFK|BFR|CBW|CHX|CST|DVP|FPK|HGS|RAM|SEV|TBW|TON|WGC|XVJ,False,,,,,,,,,,,,,1.0,1.0,low,few,36.0,30-60,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,single,False,False,SR077,36.0,30-60,False,outer,,Kent
,Shepherds Bush,SPB,Southern,51.506,-0.218,True,CHY|ECR|IMW|SFR|SPB|SRA|WFJ|WJH,False,,,,,,,,,,,,,1.0,1.0,low,few,18.0,0-30,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,multiple,True,False,SR078,18.0,0-30,False,inner,,England
,Shoreham (Kent),SEH,Southern,51.332092,0.187665,False,BFR|CHX|FPK|SEV|WGC|XVJ,False,,,,,,,,,,,,,1.0,1.0,low,few,18.0,0-30,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,multiple,False,False,SR079,18.0,0-30,False,inner,,Kent
SO_000123,Shoreham-by-Sea,SSE,Southern,50.834358,-0.271709,False,BAL|BOG|BTN|CCH|HAV|HHE|HOV|LIT|PMH|PMS|SOU|WRH|WSW|WWO|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,31.5,30-60,2.0,8.0,['West Coastway'],West Coastway,False,True,True,single,False,False,SR080,31.5,30-60,False,outer,,West Sussex
SO_000125,South Croydon,SCY,Southern,51.362194,-0.093903,False,BAK|BAL|BDM|BTN|CAT|CBG|EGR|GTW|HRH|LUT|ORE|OXT|PBO|PMH|REI|TBD|UCK|WHP|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,9.0,0-30,2.0,8.0,"['East Grinstead Branch', 'Uckfield Branch']",East Grinstead Branch,True,False,False,multiple,False,False,SR081,9.0,0-30,False,inner,,England
,Southampton Central,SOU,Southern,50.907742,-1.413983,True,BHM|BMH|BRI|BSK|BTN|CDF|HRH|LIT|MAN|NCL|NEM|PMH|PMS|POO|ROM|SAL|SOU|WEY|WIN|WOK|WSB,False,,,,,,,,,,,,,2.0,2.0,medium,some,53.0,30-60,4.0,6.0,['Portsmouth Direct'],Portsmouth Direct,False,True,False,multiple,True,False,SR082,53.0,30-60,False,commuter,,England
SO_000126,Southbourne,SOB,Southern,50.848343,-0.907601,False,BOG|BTN|GTW|HAV|HRH|LIT|PMH|PMS|SOU|WSW,False,,,,,,,,,,,,,1.0,1.0,low,few,40.5,30-60,2.0,8.0,['West Coastway'],West Coastway,False,True,True,single,False,False,SR083,40.5,30-60,False,commuter,,West Sussex
SO_000128,Southwick,SWK,Southern,50.832928,-0.236254,False,BOG|BTN|CCH|HAV|LIT|PMH|PMS|SOU|WRH|WSW|WWO,False,,,,,,,,,,,,,1.0,1.0,low,few,31.5,30-60,2.0,8.0,['West Coastway'],West Coastway,False,True,True,single,False,False,SR084,31.5,30-60,False,outer,,West Sussex
,St Denys,SDN,Southern,50.921997,-1.3882,False,BHM|BMH|BRI|BSK|BTN|CDF|HRH|LIT|MAN|NCL|NEM|PMH|PMS|POO|ROM|SAL|SOU|WEY|WIN|WOK|WSB,False,,,,,,,,,,,,,1.0,1.0,low,few,57.5,30-60,2.0,8.0,['Portsmouth Direct'],Portsmouth Direct,False,True,False,multiple,False,False,SR085,57.5,30-60,False,commuter,,England
,St Leonards Warrior Square,SLQ,Southern,50.855942,0.560326,False,AFK|BAK|BAL|BTN|CHX|CST|EBN|HGS|HHE|ORE|PLG|TON,False,,,,,,,,,,,,,1.0,1.0,low,few,85.5,60-120,2.0,8.0,['East Coastway'],East Coastway,False,True,True,multiple,False,False,SR086,85.5,60-120,False,regional,,East Sussex
,St Pancras International,STP,Southern,,,,COR|DBY|NOT|SHF|STP,False,,,,,,,,,,,,,,,,,0.0,,,,"['Thameslink Core', 'Southern Thameslink Branches']",Thameslink Core,False,True,False,multiple,False,False,SR109,0.0,,False,inner,,
,Stonegate,SOG,Southern,51.020184,0.364016,False,CHX|CST|HGS|TON,False,,,,,,,,,,,,,1.0,1.0,low,few,67.5,60-120,2.0,8.0,['East Coastway'],East Coastway,False,True,True,single,False,False,SR087,67.5,60-120,False,regional,,East Sussex
SO_000129,Streatham,STE,Southern,51.425755,-0.131535,False,BDM|BTH|BTN|ECR|HOV|PBO|SAC|SRS|SUO|TBD|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,27.0,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,single,False,False,SR088,27.0,0-30,False,outer,,England
SO_000130,Streatham Common,SRC,Southern,51.418629,-0.136136,False,BAK|BAL|BDM|BTN|ECR|EGR|EPD|EPS|GTW|HRH|ORE|OXT|PBO|REI|SRS|SUO|TBD|WFJ|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,13.5,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR089,13.5,0-30,False,inner,,Greater London
SO_000131,Streatham Hill,SRH,Southern,51.43829,-0.128136,False,BAK|SRH|WCY|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,13.5,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR090,13.5,0-30,False,inner,,Greater London
SO_000132,Sutton,SUO,Southern,51.360126,-0.190223,True,BAK|BAL|BDM|DKG|EPD|EPS|HRH|SAC|SRS|SUO|WCY|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,49.5,30-60,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,single,True,False,SR091,49.5,30-60,False,commuter,,
,Swanley,SAY,Southern,51.392727,0.16755,False,AFK|BFR|BKL|CBW|CHX|CST|DVP|FAV|FKW|FPK|GLM|MDE|RAM|RTR|SEV|WGC|XVJ,False,,,,,,,,,,,,,1.0,1.0,low,few,4.5,0-30,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,single,False,False,SR092,4.5,0-30,False,inner,,
,Swanwick,SNW,Southern,50.875427,-1.265151,False,BRI|BTN|CDF|HRH|NEM|PMH|PMS|SOU|WOK,False,,,,,,,,,,,,,1.0,1.0,low,few,66.5,60-120,2.0,8.0,['Portsmouth Direct'],Portsmouth Direct,False,True,False,single,False,False,SR093,66.5,60-120,False,regional,,
SO_000135,Thornton Heath,TTH,Southern,51.399181,-0.100981,False,BAK|BAL|BTN|ECR|EGR|EPD|GTW|ORE|PMH|REI|SRS|SUO|TBD|WFJ|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,13.5,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR094,13.5,0-30,False,inner,,
SO_000136,Three Bridges,TBD,Southern,51.116863,-0.161162,False,BAK|BAL|BDM|BOG|BTN|CBG|CCH|EBN|GTW|HGS|HRH|LIT|LUT|ORE|PBO|PMH|PMS|RDH|TBD|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,13.5,0-30,2.0,8.0,['Brighton Main Line'],Brighton Main Line,False,True,False,multiple,False,False,SR095,13.5,0-30,False,inner,,Greater London
,Tonbridge,TON,Southern,51.191132,0.269715,False,AFK|BAL|CBW|CHX|CST|DVP|GLM|HGS|RAM|RDH|SOO|TBW|TON|XVJ,False,,,,,,,,,,,,,1.0,1.0,low,few,45.0,30-60,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,single,False,False,SR096,45.0,30-60,False,commuter,,Greater London
SO_000138,Tulse Hill,TUH,Southern,51.439713,-0.10506,False,BDM|BIK|BTH|BTN|ECR|HOV|NWD|PBO|SAC|SRS|SUO|TBD|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,22.5,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR097,22.5,0-30,False,outer,,
,Tunbridge Wells,TBW,Southern,51.130119,0.262435,False,CHX|CST|HGS|TBW|TON,False,,,,,,,,,,,,,1.0,1.0,low,few,54.0,30-60,2.0,8.0,['Uckfield Branch'],Uckfield Branch,True,False,False,multiple,False,False,SR098,54.0,30-60,False,commuter,,Greater London
,Uckfield,UCK,Southern,,,,UCK|XSU,False,,,,,,,,,,,,,,,,,85.0,,,,['Uckfield Branch'],Uckfield Branch,True,False,False,single,False,False,SR122,85.0,,False,regional,,
,Upper Warlingham,UWL,Southern,,,,BAK|BAL|BDM|EGR|OXT|UCK|WSW|XSU,False,,,,,,,,,,,,,,,,,40.0,,,,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR123,40.0,,False,outer,,
,Wadhurst,WAD,Southern,51.07338,0.312483,False,CHX|CST|HGS|TON,False,,,,,,,,,,,,,1.0,1.0,low,few,63.0,60-120,2.0,8.0,['Uckfield Branch'],Uckfield Branch,True,False,False,single,False,False,SR099,63.0,60-120,False,regional,,East Sussex
,Wallington,WLT,Southern,,,,BAK|BAL|EPD|EPS|HRH|SRS|SUO|WCY|XSU,False,,,,,,,,,,,,,,,,,25.0,,,,['Sutton & Metro'],Sutton & Metro,False,True,False,single,False,False,SR125,25.0,,False,outer,,
SO_000143,Wandsworth Common,WSW,Southern,51.446072,-0.165239,False,BAK|ECR|EGR|EPD|EPS|GTW|ORE|PMH|REI|SRH|SRS|SUO|TBD|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,9.0,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR100,9.0,0-30,False,inner,,England
,Warnham,WNH,Southern,,,,BAK|HRH,False,,,,,,,,,,,,,,,,,60.0,,,,['Arun Valley'],Arun Valley,False,True,False,single,False,False,SR127,60.0,,False,commuter,,
,West Brompton,WBP,Southern,51.487289,-0.195265,False,CHY|ECR|IMW|SFR|SPB|SRA|WFJ|WJH,False,,,,,,,,,,,,,1.0,1.0,low,few,9.0,0-30,2.0,8.0,['Southern Thameslink Branches'],Southern Thameslink Branches,False,True,False,multiple,False,False,SR101,9.0,0-30,False,inner,,England
SO_000146,West Norwood,WNW,Southern,51.431583,-0.102517,False,BAK|BIK|NWD|SRH|WCY|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,18.0,0-30,2.0,8.0,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR102,18.0,0-30,False,inner,,England
,West St Leonards,WLD,Southern,50.85368,0.540303,False,CHX|CST|HGS|TON,False,,,,,,,,,,,,,1.0,1.0,low,few,81.0,60-120,2.0,8.0,['East Coastway'],East Coastway,False,True,True,multiple,False,False,SR103,81.0,60-120,False,regional,,East Sussex
,West Sutton,WSU,Southern,,,,BDM|SAC|SUO,False,,,,,,,,,,,,,,,,,30.0,,,,['Sutton & Metro'],Sutton & Metro,False,True,False,multiple,False,False,SR131,30.0,,False,outer,,
SO_000147,West Worthing,WWO,Southern,50.818111,-0.392983,False,BAL|BOG|BTN|CCH|HAV|HHE|HOV|LIT|PMH|PMS|SOU|WSW|WWO|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,27.0,0-30,2.0,8.0,['West Coastway'],West Coastway,False,True,True,multiple,False,False,SR104,27.0,0-30,False,outer,,West Sussex
,Whyteleafe,WHY,Southern,,,,CAT|XSU,False,,,,,,,,,,,,,,,,,35.0,,,,['Sutton & Metro'],Sutton & Metro,False,True,False,single,False,False,SR133,35.0,,False,outer,,
,Winchester,WIN,Southern,51.067303,-1.320628,False,BHM|BMH|BSK|HOV|MAN|NCL|NEM|PMH|POO|SOU|STA|WEY|WIN|WOK|XFB,False,,,,,,,,,,,,,1.0,1.0,low,few,48.5,30-60,2.0,8.0,['Portsmouth Direct'],Portsmouth Direct,False,True,False,single,False,False,SR105,48.5,30-60,False,commuter,,Hampshire
SO_000151,Wivelsfield,WVF,Southern,50.964249,-0.121633,False,BAK|BAL|BDM|BTN|CBG|EBN|HGS|HHE|LIT|LWS|ORE|WRH|WSW|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,18.0,0-30,2.0,8.0,['Brighton Main Line'],Brighton Main Line,False,True,False,single,False,False,SR106,18.0,0-30,False,inner,,West Sussex
,Woldingham,WOH,Southern,,,,BAK|BAL|BDM|EGR|OXT|UCK|WSW|XSU,False,,,,,,,,,,,,,,,,,45.0,,,,['Sutton & Metro'],Sutton & Metro,False,True,False,single,False,False,SR136,45.0,,False,commuter,,
SO_000154,Worthing,WRH,Southern,50.818768,-0.375924,False,BAL|BOG|BTN|CCH|HAV|HHE|HOV|LIT|PMH|PMS|SOU|WRH|WSW|WWO|XSU,False,,,,,,,,,,,,,1.0,1.0,low,few,22.5,0-30,2.0,8.0,['West Coastway'],West Coastway,False,True,True,single,False,False,SR107,22.5,0-30,False,outer,,West Sussex
