station_name,crs,operator,route_groups,county,latitude,longitude,is_interchange,is_terminus,major_interchange,branch_junction,canonical_time_to_london,time_band,station_id,route_count,service_count,service_density,route_diversity_band,,is_branch_line,is_mainline,is_coastal,route_station_id,is_high_speed,distance_band,accessibility_score,difficulty_score,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,word_count_band
Seaford Sussex,SEF,Southern,,,50.77283582,0.100140227,,TRUE,,,,,SO_000121,1,1,low,single,,FALSE,TRUE,FALSE,SO_000121,FALSE,,,,,,,,,,,,,,,,multiple
Selhurst,SRS,Southern,['Sutton & Metro'],England,51.39169797,-0.087945474,,TRUE,False,False,9,0-30,SO_000122,1,1,low,single,,FALSE,TRUE,FALSE,SO_000122,FALSE,,,,,,,,,,,,,,,,single
Shoreham-by-Sea,SSE,Southern,['West Coastway'],West Sussex,50.83442192,-0.271709718,,FALSE,False,False,31.5,30-60,SO_000123,1,1,low,single,,FALSE,TRUE,FALSE,SO_000123,FALSE,,,,,,,,,,,,,,,,single
South Bermondsey,SBM,Southern,,,51.48813928,-0.054671432,,FALSE,,,,,SO_000124,1,1,low,single,,FALSE,TRUE,FALSE,SO_000124,FALSE,,,,,,,,,,,,,,,,multiple
South Croydon,SCY,Southern,"['East Grinstead Branch', 'Uckfield Branch']",England,51.36296514,-0.093452155,,FALSE,False,False,9,0-30,SO_000125,1,1,low,single,,FALSE,TRUE,FALSE,SO_000125,FALSE,,,,,,,,,,,,,,,,multiple
Southbourne,SOB,Southern,['West Coastway'],West Sussex,50.84826453,-0.90811384,,FALSE,False,False,40.5,30-60,SO_000126,1,1,low,single,,FALSE,TRUE,FALSE,SO_000126,FALSE,,,,,,,,,,,,,,,,single
Southease,SEE,Southern,,,50.83134913,0.030650137,,FALSE,,,,,SO_000127,1,1,low,single,,FALSE,TRUE,FALSE,SO_000127,FALSE,,,,,,,,,,,,,,,,single
Southwick,SWK,Southern,['West Coastway'],West Sussex,50.83248265,-0.237073077,,FALSE,False,False,31.5,30-60,SO_000128,1,1,low,single,,FALSE,TRUE,FALSE,SO_000128,FALSE,,,,,,,,,,,,,,,,single
Streatham (Greater London),STE,Southern,['Sutton & Metro'],England,51.42581015,-0.131546583,,FALSE,False,False,27,0-30,SO_000129,1,1,low,single,,FALSE,TRUE,FALSE,SO_000129,FALSE,,,,,,,,,,,,,,,,multiple
Streatham Common,SRC,Southern,['Sutton & Metro'],Greater London,51.41868917,-0.136151833,,FALSE,False,False,13.5,0-30,SO_000130,1,1,low,single,,FALSE,TRUE,FALSE,SO_000130,FALSE,,,,,,,,,,,,,,,,multiple
Streatham Hill,SRH,Southern,['Sutton & Metro'],Greater London,51.4383461,-0.128157209,,TRUE,False,False,13.5,0-30,SO_000131,1,1,low,single,,FALSE,TRUE,FALSE,SO_000131,FALSE,,,,,,,,,,,,,,,,multiple
Sutton (London),SUO,Southern,['Sutton & Metro'],,51.35953356,-0.191213151,,TRUE,True,False,49.5,30-60,SO_000132,1,1,low,single,,FALSE,TRUE,FALSE,SO_000132,FALSE,,,,,,,,,,,,,,,,multiple
Tadworth,TAD,Southern,,,51.29163611,-0.23596467,,FALSE,,,,,SO_000133,1,1,low,single,,FALSE,TRUE,FALSE,SO_000133,FALSE,,,,,,,,,,,,,,,,single
Tattenham Corner,TAT,Southern,,,51.30918237,-0.242609371,,TRUE,,,,,SO_000134,1,1,low,single,,FALSE,TRUE,FALSE,SO_000134,FALSE,,,,,,,,,,,,,,,,multiple
Thornton Heath,TTH,Southern,['Sutton & Metro'],,51.3992396,-0.101001212,,FALSE,False,False,13.5,0-30,SO_000135,1,1,low,single,,FALSE,TRUE,FALSE,SO_000135,FALSE,,,,,,,,,,,,,,,,multiple
Three Bridges,TBD,Southern,['Brighton Main Line'],Greater London,51.11691722,-0.161183058,,TRUE,False,False,13.5,0-30,SO_000136,1,1,low,single,,FALSE,TRUE,FALSE,SO_000136,FALSE,,,,,,,,,,,,,,,,multiple
Three Oaks,TOK,Southern,,,50.90088723,0.61337309,,FALSE,,,,,SO_000137,1,1,low,single,,FALSE,TRUE,FALSE,SO_000137,FALSE,,,,,,,,,,,,,,,,multiple
Tulse Hill,TUH,Southern,['Sutton & Metro'],,51.43977376,-0.105075902,,FALSE,False,False,22.5,0-30,SO_000138,1,1,low,single,,FALSE,TRUE,FALSE,SO_000138,FALSE,,,,,,,,,,,,,,,,multiple
Uckfield,UCK,Southern,['Uckfield Branch'],,50.96867258,0.096456894,,TRUE,,False,85,,SO_000139,1,1,low,single,,FALSE,TRUE,FALSE,SO_000139,FALSE,,,,,,,,,,,,,,,,single
Upper Warlingham,UWL,Southern,['Sutton & Metro'],,51.30851045,-0.077947217,,FALSE,,False,40,,SO_000140,1,1,low,single,,FALSE,TRUE,FALSE,SO_000140,FALSE,,,,,,,,,,,,,,,,multiple
Waddon,WDO,Southern,,,51.36739826,-0.117332121,,FALSE,,,,,SO_000141,1,1,low,single,,FALSE,TRUE,FALSE,SO_000141,FALSE,,,,,,,,,,,,,,,,single
Wallington,WLT,Southern,['Sutton & Metro'],,51.3603868,-0.150830146,,FALSE,,False,25,,SO_000142,1,1,low,single,,FALSE,TRUE,FALSE,SO_000142,FALSE,,,,,,,,,,,,,,,,single
Wandsworth Common,WSW,Southern,['Sutton & Metro'],England,51.4461876,-0.163383008,,TRUE,False,False,9,0-30,SO_000143,1,1,low,single,,FALSE,TRUE,FALSE,SO_000143,FALSE,,,,,,,,,,,,,,,,multiple
Warblington,WBL,Southern,,,50.8534334,-0.967150888,,FALSE,,,,,SO_000144,1,1,low,single,,FALSE,TRUE,FALSE,SO_000144,FALSE,,,,,,,,,,,,,,,,single
Warnham,WNH,Southern,['Arun Valley'],,51.09289508,-0.329453706,,FALSE,,False,60,,SO_000145,1,1,low,single,,FALSE,TRUE,FALSE,SO_000145,FALSE,,,,,,,,,,,,,,,,single
West Norwood,WNW,Southern,['Sutton & Metro'],England,51.43180353,-0.103808815,,FALSE,False,False,18,0-30,SO_000146,1,1,low,single,,FALSE,TRUE,FALSE,SO_000146,FALSE,,,,,,,,,,,,,,,,multiple
West Worthing,WWO,Southern,['West Coastway'],West Sussex,50.81834832,-0.392977891,,TRUE,False,False,27,0-30,SO_000147,1,1,low,single,,FALSE,TRUE,FALSE,SO_000147,FALSE,,,,,,,,,,,,,,,,multiple
Whyteleafe,WHY,Southern,['Sutton & Metro'],,51.30995682,-0.081143929,,FALSE,,False,35,,SO_000148,1,1,low,single,,FALSE,TRUE,FALSE,SO_000148,FALSE,,,,,,,,,,,,,,,,single
Whyteleafe South,WHS,Southern,,,51.3035526,-0.076691014,,FALSE,,,,,SO_000149,1,1,low,single,,FALSE,TRUE,FALSE,SO_000149,FALSE,,,,,,,,,,,,,,,,multiple
Winchelsea,WSE,Southern,,,50.93376133,0.702271814,,FALSE,,,,,SO_000150,1,1,low,single,,FALSE,TRUE,FALSE,SO_000150,FALSE,,,,,,,,,,,,,,,,single
Wivelsfield,WVF,Southern,['Brighton Main Line'],West Sussex,50.96378293,-0.120837577,,FALSE,False,False,18,0-30,SO_000151,1,1,low,single,,FALSE,TRUE,FALSE,SO_000151,FALSE,,,,,,,,,,,,,,,,single
Woldingham,WOH,Southern,['Sutton & Metro'],,51.29015597,-0.051864564,,FALSE,,False,45,,SO_000152,1,1,low,single,,FALSE,TRUE,FALSE,SO_000152,FALSE,,,,,,,,,,,,,,,,single
Woodmansterne,WME,Southern,,,51.3190192,-0.154259672,,FALSE,,,,,SO_000153,1,1,low,single,,FALSE,TRUE,FALSE,SO_000153,FALSE,,,,,,,,,,,,,,,,single
Worthing,WRH,Southern,['West Coastway'],West Sussex,50.8184932,-0.376163686,,TRUE,False,False,22.5,0-30,SO_000154,1,1,low,single,,FALSE,TRUE,FALSE,SO_000154,FALSE,,,,,,,,,,,,,,,,single
Ashurst,ASH,Southern,['Uckfield Branch'],,,,,FALSE,,False,55,,,,,,,,TRUE,FALSE,FALSE,SR002,FALSE,commuter,,,,,,,,,,,,,,,single
Basingstoke,BSK,Southern,['Portsmouth Direct'],Hampshire,51.26804,-1.086896,,TRUE,False,False,44,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR005,FALSE,commuter,2,8,,,,,,,,,,,,,single
Bat & Ball,BBL,Southern,['Southern Thameslink Branches'],Kent,51.289703,0.194258,,FALSE,False,False,27,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR006,FALSE,outer,2,8,,,,,,,,,,,,,multiple
Battle,BAT,Southern,['East Coastway'],East Sussex,50.91312,0.495169,,FALSE,False,False,81,60-120,,1,1,low,few,,FALSE,TRUE,TRUE,SR007,FALSE,regional,2,8,,,,,,,,,,,,,single
Blackfriars,BFR,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,TRUE,,False,0,,,,,,,,FALSE,TRUE,FALSE,SR011,FALSE,inner,,,,,,,,,,,,,,,single
City Thameslink,CTK,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,FALSE,,False,0,,,,,,,,FALSE,TRUE,FALSE,SR019,FALSE,inner,,,,,,,,,,,,,,,multiple
Clapham Junction,CLJ,Southern,"['Brighton Main Line', 'Portsmouth Direct']",England,51.464134,-0.170281,,FALSE,True,True,4.5,0-30,,4,4,high,many,,FALSE,TRUE,FALSE,SR015,FALSE,inner,8,2,,,,,,,,,,,,,multiple
Cosham,CSA,Southern,['Portsmouth Direct'],England,50.841644,-1.068259,,FALSE,False,False,54,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR018,FALSE,commuter,2,8,,,,,,,,,,,,,single
Dorking West,DKT,Southern,['Arun Valley'],,,,,FALSE,,False,60,,,,,,,,FALSE,TRUE,FALSE,SR028,FALSE,commuter,,,,,,,,,,,,,,,multiple
Dunton Green,DNG,Southern,['Southern Thameslink Branches'],Kent,51.296425,0.171616,,FALSE,False,False,31.5,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR020,FALSE,outer,2,8,,,,,,,,,,,,,multiple
Etchingham,ETC,Southern,['East Coastway'],,51.010479,0.441935,,FALSE,False,False,72,60-120,,1,1,low,few,,FALSE,TRUE,TRUE,SR026,FALSE,regional,2,8,,,,,,,,,,,,,single
Eynsford,EYN,Southern,['Southern Thameslink Branches'],West Sussex,51.362377,0.203465,,FALSE,False,False,13.5,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR027,FALSE,inner,2,8,,,,,,,,,,,,,single
Fareham,FRM,Southern,['Portsmouth Direct'],Hampshire,50.853352,-1.19162,,TRUE,False,False,63,60-120,,1,1,low,few,,FALSE,TRUE,FALSE,SR029,FALSE,regional,2,8,,,,,,,,,,,,,single
Farningham Road,FNR,Southern,['Southern Thameslink Branches'],,51.401337,0.235533,,FALSE,False,False,9,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR030,FALSE,inner,2,8,,,,,,,,,,,,,multiple
Farringdon,ZFD,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,FALSE,,False,0,,,,,,,,FALSE,TRUE,FALSE,SR045,FALSE,inner,,,,,,,,,,,,,,,single
Frant,FRT,Southern,['Uckfield Branch'],,51.104321,0.294034,,FALSE,False,False,58.5,30-60,,1,1,low,few,,TRUE,FALSE,FALSE,SR033,FALSE,commuter,2,8,,,,,,,,,,,,,single
Fratton,FTN,Southern,"['West Coastway', 'Portsmouth Direct']",Hampshire,50.795818,-1.073422,,TRUE,False,False,45,30-60,,1,1,low,few,,FALSE,TRUE,TRUE,SR034,FALSE,commuter,2,8,,,,,,,,,,,,,single
Gatwick Airport,GTW,Southern,['Brighton Main Line'],,51.156425,-0.161022,,TRUE,False,False,9,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR035,FALSE,inner,2,8,,,,,,,,,,,,,multiple
Hastings,HGS,Southern,['East Coastway'],East Sussex,50.858288,0.57608,,TRUE,True,False,85.5,60-120,,2,2,medium,some,,FALSE,TRUE,TRUE,SR041,FALSE,regional,4,6,,,,,,,,,,,,,single
Havant,HAV,Southern,"['West Coastway', 'Portsmouth Direct']",Hampshire,50.854416,-0.982763,,TRUE,True,False,31.5,30-60,,1,1,low,few,,FALSE,TRUE,TRUE,SR042,FALSE,outer,2,8,,,,,,,,,,,,,single
Hedge End,HDE,Southern,['Portsmouth Direct'],Hampshire,50.927773,-1.297056,,FALSE,False,False,62,60-120,,1,1,low,few,,FALSE,TRUE,FALSE,SR044,FALSE,regional,2,8,,,,,,,,,,,,,multiple
High Brooms,HIB,Southern,['Uckfield Branch'],Kent,51.149609,0.277686,,FALSE,False,False,49.5,30-60,,1,1,low,few,,TRUE,FALSE,FALSE,SR045,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
Hildenborough,HLB,Southern,['Southern Thameslink Branches'],Kent,51.214451,0.226465,,FALSE,False,False,40.5,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR046,FALSE,commuter,2,8,,,,,,,,,,,,,single
Hilsea,HLS,Southern,['Portsmouth Direct'],England,50.828075,-1.058592,,FALSE,False,False,49.5,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR047,FALSE,commuter,2,8,,,,,,,,,,,,,single
Hurst Green,HGD,Southern,"['East Grinstead Branch', 'Uckfield Branch']",,,,,FALSE,,False,45,,,,,,,,TRUE,FALSE,FALSE,SR068,FALSE,commuter,,,,,,,,,,,,,,,multiple
Kensington Olympia,KPA,Southern,['Southern Thameslink Branches'],England,51.497753,-0.210189,,FALSE,False,False,13.5,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR050,FALSE,inner,2,8,,,,,,,,,,,,,multiple
London Bridge,LBG,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",England,51.505035,-0.085058,,FALSE,True,False,0,,,1,1,low,few,,FALSE,TRUE,FALSE,SR054,FALSE,inner,2,8,,,,,,,,,,,,,multiple
London Victoria,VIC,Southern,"['Brighton Main Line', 'Portsmouth Direct']",England,51.4966,-0.1448,,FALSE,True,False,0,,,2,2,medium,some,,FALSE,TRUE,FALSE,SR056,FALSE,inner,4,6,,,,,,,,,,,,,multiple
London Waterloo,WAT,Southern,['Southern Thameslink Branches'],Greater London,51.501865,-0.111126,,FALSE,True,False,0,,,1,1,low,few,,FALSE,TRUE,FALSE,SR057,FALSE,inner,2,8,,,,,,,,,,,,,multiple
Ockley,OCK,Southern,['Arun Valley'],,,,,FALSE,,False,65,,,,,,,,FALSE,TRUE,FALSE,SR084,FALSE,regional,,,,,,,,,,,,,,,single
Otford,OTF,Southern,['Southern Thameslink Branches'],West Sussex,51.312141,0.196757,,FALSE,False,False,22.5,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR064,FALSE,outer,2,8,,,,,,,,,,,,,single
Portchester,PTC,Southern,['Portsmouth Direct'],Hampshire,50.848389,-1.126361,,FALSE,False,False,58.5,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR067,FALSE,commuter,2,8,,,,,,,,,,,,,single
Portsmouth & Southsea,PMS,Southern,"['West Coastway', 'Portsmouth Direct']",England,50.797756,-1.090417,,TRUE,False,False,40.5,30-60,,1,1,low,few,,FALSE,TRUE,TRUE,SR069,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
Portsmouth Harbour,PMH,Southern,"['West Coastway', 'Portsmouth Direct']",England,50.796097,-1.108895,,TRUE,True,False,36,30-60,,1,1,low,few,,FALSE,TRUE,TRUE,SR070,FALSE,outer,2,8,,,,,,,,,,,,,multiple
Robertsbridge,RBR,Southern,['East Coastway'],East Sussex,50.984726,0.469092,,FALSE,False,False,76.5,60-120,,1,1,low,few,,FALSE,TRUE,TRUE,SR074,FALSE,regional,2,8,,,,,,,,,,,,,single
Sevenoaks,SEV,Southern,['Southern Thameslink Branches'],Kent,51.27734,0.182193,,TRUE,False,False,36,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR077,FALSE,outer,2,8,,,,,,,,,,,,,single
Shepherds Bush,SPB,Southern,['Southern Thameslink Branches'],England,51.506,-0.218,,TRUE,True,False,18,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR078,FALSE,inner,2,8,,,,,,,,,,,,,multiple
Shoreham (Kent),SEH,Southern,['Southern Thameslink Branches'],Kent,51.332092,0.187665,,FALSE,False,False,18,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR079,FALSE,inner,2,8,,,,,,,,,,,,,multiple
Southampton Central,SOU,Southern,['Portsmouth Direct'],England,50.907742,-1.413983,,TRUE,True,False,53,30-60,,2,2,medium,some,,FALSE,TRUE,FALSE,SR082,FALSE,commuter,4,6,,,,,,,,,,,,,multiple
St Denys,SDN,Southern,['Portsmouth Direct'],England,50.921997,-1.3882,,FALSE,False,False,57.5,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR085,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
St Leonards Warrior Square,SLQ,Southern,['East Coastway'],East Sussex,50.855942,0.560326,,FALSE,False,False,85.5,60-120,,1,1,low,few,,FALSE,TRUE,TRUE,SR086,FALSE,regional,2,8,,,,,,,,,,,,,multiple
St Pancras International,STP,Southern,"['Thameslink Core', 'Southern Thameslink Branches']",,,,,TRUE,,False,0,,,,,,,,FALSE,TRUE,FALSE,SR109,FALSE,inner,,,,,,,,,,,,,,,multiple
Stonegate,SOG,Southern,['East Coastway'],East Sussex,51.020184,0.364016,,FALSE,False,False,67.5,60-120,,1,1,low,few,,FALSE,TRUE,TRUE,SR087,FALSE,regional,2,8,,,,,,,,,,,,,single
Swanley,SAY,Southern,['Southern Thameslink Branches'],,51.392727,0.16755,,TRUE,False,False,4.5,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR092,FALSE,inner,2,8,,,,,,,,,,,,,single
Swanwick,SNW,Southern,['Portsmouth Direct'],,50.875427,-1.265151,,FALSE,False,False,66.5,60-120,,1,1,low,few,,FALSE,TRUE,FALSE,SR093,FALSE,regional,2,8,,,,,,,,,,,,,single
Tonbridge,TON,Southern,['Southern Thameslink Branches'],Greater London,51.191132,0.269715,,TRUE,False,False,45,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR096,FALSE,commuter,2,8,,,,,,,,,,,,,single
Tunbridge Wells,TBW,Southern,['Uckfield Branch'],Greater London,51.130119,0.262435,,TRUE,False,False,54,30-60,,1,1,low,few,,TRUE,FALSE,FALSE,SR098,FALSE,commuter,2,8,,,,,,,,,,,,,multiple
Wadhurst,WAD,Southern,['Uckfield Branch'],East Sussex,51.07338,0.312483,,FALSE,False,False,63,60-120,,1,1,low,few,,TRUE,FALSE,FALSE,SR099,FALSE,regional,2,8,,,,,,,,,,,,,single
West Brompton,WBP,Southern,['Southern Thameslink Branches'],England,51.487289,-0.195265,,TRUE,False,False,9,0-30,,1,1,low,few,,FALSE,TRUE,FALSE,SR101,FALSE,inner,2,8,,,,,,,,,,,,,multiple
West St Leonards,WLD,Southern,['East Coastway'],East Sussex,50.85368,0.540303,,FALSE,False,False,81,60-120,,1,1,low,few,,FALSE,TRUE,TRUE,SR103,FALSE,regional,2,8,,,,,,,,,,,,,multiple
West Sutton,WSU,Southern,['Sutton & Metro'],,,,,FALSE,,False,30,,,,,,,,FALSE,TRUE,FALSE,SR131,FALSE,outer,,,,,,,,,,,,,,,multiple
Winchester,WIN,Southern,['Portsmouth Direct'],Hampshire,51.067303,-1.320628,,TRUE,False,False,48.5,30-60,,1,1,low,few,,FALSE,TRUE,FALSE,SR105,FALSE,commuter,2,8,,,,,,,,,,,,,single
