station_name,crs,operator,route,county,latitude,longitude,major_interchange,terminus,branch_junction,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,station_id,route_groups,route_count,service_count,service_density,route_diversity_band,region,is_interchange,is_terminus,word_count_band,is_branch_line,is_mainline,is_coastal,route_station_id,time_from_london,canonical_time_to_london,time_band,time_group,is_high_speed,distance_band
Halling,HAI,Southeastern,,,51.35234,0.444666,,,,,,,,,,,,,,,,SO_000066,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000066,,,,,False,
Harrietsham,HRM,Southeastern,,,51.24482814,0.672410147,,,,,,,,,,,,,,,,SO_000067,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000067,,,,,False,
Hastings,HGS,Southeastern,,,50.85759003,0.576461455,,,,,,,,,,,,,,,,SO_000068,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000068,,,,,False,
Hayes (Kent),HYS,Southeastern,,,51.37580244,0.010109755,,,,,,,,,,,,,,,,SO_000069,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000069,,,,,False,
Headcorn,HCN,Southeastern,,,51.16571639,0.627491294,,,,,,,,,,,,,,,,SO_000070,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000070,,,,,False,
Herne Bay,HNB,Southeastern,,,51.36459088,1.117735579,,,,,,,,,,,,,,,,SO_000071,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000071,,,,,False,
Herne Hill,HNH,Southeastern,,,51.45320752,-0.101640876,,,,,,,,,,,,,,,,SO_000072,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000072,,,,,False,
High Brooms,HIB,Southeastern,,,51.14939826,0.277345661,,,,,,,,,,,,,,,,SO_000073,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000073,,,,,False,
Higham,HGM,Southeastern,,,51.42656006,0.466283903,,,,,,,,,,,,,,,,SO_000074,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000074,,,,,False,
Hildenborough,HLB,Southeastern,,,51.21448142,0.227602385,,,,,,,,,,,,,,,,SO_000075,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000075,,,,,False,
Hither Green,HGR,Southeastern,,,51.45243221,-0.000918992,,,,,,,,,,,,,,,,SO_000076,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000076,,,,,False,
Hollingbourne,HBN,Southeastern,,,51.26517489,0.627857882,,,,,,,,,,,,,,,,SO_000077,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000077,,,,,False,
Kearsney (Kent),KSN,Southeastern,,,51.14937599,1.272074581,,,,,,,,,,,,,,,,SO_000078,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000078,,,,,False,
Kemsing,KMS,Southeastern,,,51.29718469,0.247441908,,,,,,,,,,,,,,,,SO_000079,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000079,,,,,False,
Kemsley,KML,Southeastern,,,51.3624387,0.735371031,,,,,,,,,,,,,,,,SO_000080,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000080,,,,,False,
Kent House,KTH,Southeastern,,,51.4127206,-0.0457951,,,,,,,,,,,,,,,,SO_000081,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000081,,,,,False,
Kidbrooke,KDB,Southeastern,,,51.46272143,0.028324303,,,,,,,,,,,,,,,,SO_000082,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000082,,,,,False,
Knockholt,KCK,Southeastern,,,51.34578876,0.130857676,,,,,,,,,,,,,,,,SO_000083,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000083,,,,,False,
Ladywell,LAD,Southeastern,,,51.45624704,-0.019033585,,,,,,,,,,,,,,,,SO_000084,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000084,,,,,False,
Lee (London),LEE,Southeastern,,,51.44949014,0.013345094,,,,,,,,,,,,,,,,SO_000085,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000085,,,,,False,
Lenham,LEN,Southeastern,,,51.234481,0.70777074,,,,,,,,,,,,,,,,SO_000086,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000086,,,,,False,
Lewisham,LEW,Southeastern,,,51.46569471,-0.014017114,,,,,,,,,,,,,,,,SO_000087,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000087,,,,,False,
London Waterloo East,WAE,Southeastern,,,51.50408038,-0.108893287,,,,,,,,,,,,,,,,SO_000088,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000088,,,,,False,
Longfield,LGF,Southeastern,,,51.39615545,0.300379852,,,,,,,,,,,,,,,,SO_000089,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000089,,,,,False,
Lower Sydenham,LSY,Southeastern,,,51.42483262,-0.033338978,,,,,,,,,,,,,,,,SO_000090,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000090,,,,,False,
Maidstone Barracks,MDB,Southeastern,,,51.27716608,0.513966736,,,,,,,,,,,,,,,,SO_000091,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000091,,,,,False,
Maidstone East,MDE,Southeastern,,,51.27782671,0.521301857,,,,,,,,,,,,,,,,SO_000092,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000092,,,,,False,
Maidstone West,MDW,Southeastern,,,51.2704626,0.515780027,,,,,,,,,,,,,,,,SO_000093,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000093,,,,,False,
Marden (Kent),MRN,Southeastern,,,51.17516959,0.493174606,,,,,,,,,,,,,,,,SO_000094,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000094,,,,,False,
Margate,MAR,Southeastern,,,51.38543564,1.372020955,,,,,,,,,,,,,,,,SO_000095,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000095,,,,,False,
Martin Mill,MTM,Southeastern,,,51.17067872,1.348232601,,,,,,,,,,,,,,,,SO_000096,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000096,,,,,False,
Maze Hill,MZH,Southeastern,,,51.48293643,0.003295611,,,,,,,,,,,,,,,,SO_000097,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000097,,,,,False,
Meopham,MEP,Southeastern,,,51.3864239,0.356954369,,,,,,,,,,,,,,,,SO_000098,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000098,,,,,False,
Minster,MSR,Southeastern,,,51.32917959,1.31723234,,,,,,,,,,,,,,,,SO_000099,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000099,,,,,False,
Mottingham,MTG,Southeastern,,,51.4398558,0.050334368,,,,,,,,,,,,,,,,SO_000100,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000100,,,,,False,
New Beckenham,NBC,Southeastern,,,51.41677126,-0.035267105,,,,,,,,,,,,,,,,SO_000101,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000101,,,,,False,
New Cross,NWX,Southeastern,,,51.47635659,-0.032995347,,,,,,,,,,,,,,,,SO_000102,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000102,,,,,False,
New Eltham,NEH,Southeastern,,,51.43770471,0.070382648,,,,,,,,,,,,,,,,SO_000103,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000103,,,,,False,
New Hythe,NHE,Southeastern,,,51.3130007,0.454934662,,,,,,,,,,,,,,,,SO_000104,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000104,,,,,False,
Newington,NGT,Southeastern,,,51.35334004,0.668581912,,,,,,,,,,,,,,,,SO_000105,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000105,,,,,False,
Northfleet,NFL,Southeastern,,,51.44584818,0.3243358,,,,,,,,,,,,,,,,SO_000106,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000106,,,,,False,
Orpington,ORP,Southeastern,,,51.37352201,0.089038526,,,,,,,,,,,,,,,,SO_000107,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000107,,,,,False,
Otford,OTF,Southeastern,,,51.31315635,0.196790978,,,,,,,,,,,,,,,,SO_000108,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000108,,,,,False,
Paddock Wood,PDW,Southeastern,,,51.182248409002085,0.3891563415527344,,,,,,,,,,,,,,,,SO_000109,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000109,,,,,False,
Penge East,PNE,Southeastern,,,51.41933448,-0.054142784,,,,,,,,,,,,,,,,SO_000110,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000110,,,,,False,
Petts Wood,PET,Southeastern,,,51.38861936,0.074490155,,,,,,,,,,,,,,,,SO_000111,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000111,,,,,False,
Pluckley,PLC,Southeastern,,,51.15647459,0.747408729,,,,,,,,,,,,,,,,SO_000112,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000112,,,,,False,
Plumstead,PLU,Southeastern,,,51.48979844,0.084266668,,,,,,,,,,,,,,,,SO_000113,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000113,,,,,False,
Queenborough,QBR,Southeastern,,,51.41563685,0.749680178,,,,,,,,,,,,,,,,SO_000114,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000114,,,,,False,
Rainham (Kent),RAI,Southeastern,,,51.36630481,0.611346972,,,,,,,,,,,,,,,,SO_000115,[nan],1,1,low,single,,False,False,multiple,False,True,False,SO_000115,,,,,False,
Ramsgate,RAM,Southeastern,,,51.34102927,1.406056398,,,,,,,,,,,,,,,,SO_000116,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000116,,,,,False,
Robertsbridge,RBR,Southeastern,,,50.98493079,0.468786411,,,,,,,,,,,,,,,,SO_000117,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000117,,,,,False,
Rochester,RTR,Southeastern,,,51.38554918,0.510288532,,,,,,,,,,,,,,,,SO_000118,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000118,,,,,False,
Sandling,SDG,Southeastern,,,51.0903696,1.066064128,,,,,,,,,,,,,,,,SO_000119,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000119,,,,,False,
Sandwich,SDW,Southeastern,,,51.26990727,1.342584118,,,,,,,,,,,,,,,,SO_000120,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000120,,,,,False,
Selling,SEG,Southeastern,,,51.27735954,0.94088939,,,,,,,,,,,,,,,,SO_000121,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000121,,,,,False,
Sevenoaks,SEV,Southeastern,,,51.27686256,0.18168053,,,,,,,,,,,,,,,,SO_000122,[nan],1,1,low,single,,False,False,single,False,True,False,SO_000122,,,,,False,
