route_id,trunk_pattern,branch_pattern,shared_prefix,split_after,destination,service_count
R00526,SP001808,SP003430,8,RDG,PAD,2
R00526,SP001808,SP004571,6,THE,PAD,1
R00527,SP004056,SP001810,11,WAC,MAN,2
R00527,SP004056,SP001962,6,HNX,MCO,2
R00527,SP004056,SP002918,6,HNX,MCO,12
R00527,SP004056,SP002923,6,HNX,MCO,2
R00527,SP004056,SP002926,6,HNX,MCO,10
R00527,SP004056,SP002927,6,HNX,MCO,2
R00527,SP004056,SP004471,9,WID,WAC,2
R00527,SP004056,SP004472,9,WID,WAC,2
R00528,SP001815,SP003099,9,NLW,WGN,2
R00528,SP001815,SP003233,5,RNH,MIA,2
R00528,SP001815,SP004077,10,ECC,NCL,1
R00529,SP003197,SP001818,6,SHR,BHI,1
R00529,SP003197,SP002238,6,SHR,BHI,1
R00529,SP003197,SP002847,6,SHR,SHR,2
R00530,SP001856,SP001837,5,HAV,NEM,2
R00530,SP001856,SP002129,5,HAV,LIT,2
R00531,SP001848,SP002360,19,KET,DBY,1
R00531,SP001848,SP002461,24,XTG,NOT,1
R00531,SP001848,SP004144,19,KET,COR,1
R00532,SP001851,SP002273,12,XOU,MIA,1
R00532,SP001851,SP004000,12,XOU,EUS,1
R00532,SP001851,SP004365,12,XOU,EUS,1
R00533,SP001886,SP002301,15,XXX,BXS,10
R00533,SP001886,SP002311,15,XXX,AMS,10
R00534,SP004357,SP001888,10,AFK,AFK,2
R00534,SP004357,SP004351,16,XXI,SPX,4
R00535,SP001897,SP003881,6,PSE,FST,4
R00535,SP001897,SP003975,10,GRY,FST,6
R00536,SP001900,SP003874,10,WEH,FST,2
R00536,SP001900,SP003940,5,GRY,FST,4
R00537,SP001901,SP004649,11,WOK,HOV,1
R00538,SP001902,SP002786,10,SKI,LAN,2
R00539,SP002791,SP001910,6,BHI,EUS,1
R00539,SP002791,SP003271,6,BHI,COV,2
R00540,SP001915,SP001916,5,PRU,CAR,4
R00540,SP001915,SP001917,5,PRU,CAR,4
R00540,SP001915,SP002820,5,PRU,CAR,2
R00540,SP001915,SP002863,5,PRU,HEX,2
R00541,SP001921,SP001920,7,ZTU,ZHS,6
R00541,SP001921,SP001970,7,ZTU,ZHA,6
R00541,SP001921,SP002368,7,ZTU,ZTH,18
R00541,SP001921,SP002383,7,ZTU,ZKB,6
R00541,SP001921,SP002424,7,ZTU,ZDE,6
R00542,SP001948,SP001922,6,PRU,PRU,2
R00542,SP001948,SP001928,7,SKS,CAR,2
R00542,SP001948,SP001945,6,PRU,CAR,2
R00542,SP001948,SP002924,10,HEX,CAR,2
R00543,SP002509,SP001925,13,NCL,NCL,4
R00543,SP002509,SP002545,17,HPL,MBR,2
R00543,SP002509,SP002548,16,SEA,MBR,2
R00543,SP002509,SP002813,8,HEX,MBR,2
R00543,SP002509,SP002816,8,HEX,NCL,8
R00543,SP002509,SP002821,8,HEX,NCL,6
R00543,SP002509,SP002929,8,HEX,HPL,2
R00544,SP001929,SP001969,12,TOK,AFK,6
R00545,SP001949,SP001930,10,NCL,MPT,2
R00545,SP001949,SP001947,8,MCE,NCL,6
R00545,SP001949,SP002957,10,NCL,NNT,2
R00546,SP001966,SP001933,7,ZTU,ZHS,6
R00547,SP001942,SP002190,8,LPR,MCM,8
R00547,SP001942,SP002213,11,RHD,RHD,2
R00547,SP001942,SP002877,8,LPR,LAN,2
R00547,SP001942,SP002890,7,HLD,CAR,2
R00548,SP001951,SP003639,8,MTH,GLC,2
R00549,SP002138,SP001956,7,DBL,INV,2
R00549,SP002138,SP002771,12,DLW,INV,2
R00549,SP002138,SP003644,7,DBL,INV,2
R00549,SP002138,SP004624,8,PTH,ABD,1
R00550,SP001968,SP004242,15,HYN,DMR,2
R00551,SP001971,SP004243,16,HYN,DMR,6
R00552,SP001972,SP002303,14,LHA,OBN,4
R00553,SP001973,SP001974,8,CNR,CNR,4
R00554,SP001977,SP002382,5,ABD,INR,8
R00555,SP001980,SP001983,5,MTH,GLC,12
R00555,SP001980,SP002428,5,MTH,MTH,2
R00556,SP003732,SP001986,11,PYG,GLC,2
R00557,SP001987,SP002106,9,MAI,PAD,2
R00558,SP001988,SP003749,5,INK,EDB,12
R00559,SP003898,SP001994,9,SLS,HLC,2
R00560,SP001996,SP002000,23,DIN,INV,2
R00560,SP001996,SP003797,11,BRA,INV,2
R00561,SP003805,SP001997,5,DIN,WCK,4
R00561,SP003805,SP002001,5,DIN,WCK,2
R00561,SP003805,SP003799,5,DIN,DIN,2
R00561,SP003805,SP003801,5,DIN,IGD,2
R00561,SP003805,SP003802,5,DIN,ARD,2
R00561,SP003805,SP003804,5,DIN,TAI,3
R00562,SP002346,SP001998,19,FOK,FOK,2
R00562,SP002346,SP002718,10,BHM,BHM,2
R00562,SP002346,SP004031,23,LIC,LIC,2
R00563,SP002011,SP002005,10,WGW,WGW,6
R00563,SP002011,SP002012,6,ATN,HBL,2
R00563,SP002011,SP002018,6,ATN,WGN,2
R00563,SP002011,SP003433,6,ATN,HBL,2
R00564,SP002993,SP002021,6,COB,HHE,1
R00564,SP002993,SP002455,18,CBR,HHE,1
R00564,SP002993,SP003135,6,COB,BTN,1
R00564,SP002993,SP003138,6,COB,BTN,2
R00564,SP002993,SP003142,6,COB,BTN,2
R00564,SP002993,SP003144,6,COB,BTN,2
R00564,SP002993,SP003530,17,LWS,BTN,1
R00565,SP002551,SP002024,7,BGH,HBD,2
R00565,SP002551,SP002056,6,MIR,HUD,5
R00565,SP002551,SP003943,5,DEW,HUD,1
R00565,SP002551,SP004130,5,DEW,DEW,2
R00566,SP002026,SP002720,6,GTW,BAL,2
R00566,SP002026,SP003391,7,HOR,PBO,1
R00566,SP002026,SP003993,7,HOR,PBO,1
R00566,SP002026,SP004190,10,RDH,PBO,2
R00566,SP002026,SP004192,10,RDH,PBO,1
R00566,SP002026,SP004345,10,RDH,PBO,2
R00566,SP002026,SP004482,14,PUR,PBO,1
R00567,SP003655,SP002031,9,DMR,SPR,8
R00567,SP003655,SP003661,26,CBS,ADR,2
R00567,SP003655,SP004302,9,DMR,DMR,4
R00568,SP002032,SP002035,5,BRR,GLC,12
R00569,SP002037,SP002333,7,BRR,BRR,26
R00570,SP002053,SP002042,6,RDH,PBO,2
R00570,SP002053,SP002057,25,HPD,BDM,4
R00570,SP002053,SP002062,8,PUR,BDM,1
R00570,SP002053,SP002208,27,LUT,LUT,8
R00570,SP002053,SP002471,8,PUR,BDM,1
R00570,SP002053,SP003037,8,PUR,BDM,2
R00570,SP002053,SP003133,6,RDH,RDH,4
R00570,SP002053,SP003629,10,ECR,BDM,1
R00570,SP002053,SP004196,8,PUR,BDM,1
R00571,SP002046,SP003322,14,WHX,ABX,6
R00572,SP004119,SP002050,5,RDH,BDM,2
R00572,SP004119,SP002315,5,RDH,RDZ,1
R00572,SP004119,SP003593,5,RDH,BAL,1
R00572,SP004119,SP003603,5,RDH,WSW,1
R00573,SP002071,SP002400,5,MTH,GLC,2
R00574,SP002083,SP002079,7,ACB,BHM,4
R00574,SP002083,SP002113,9,CRE,CRE,2
R00575,SP002085,SP002478,6,CRS,EDB,2
R00576,SP002088,SP002107,8,BXB,CBG,15
R00576,SP002088,SP003684,9,HWN,SSD,1
R00576,SP002088,SP003795,8,BXB,BIS,1
R00576,SP002088,SP003927,6,BMD,ELY,6
R00576,SP002088,SP003930,6,BMD,CMB,4
R00576,SP002088,SP003937,9,HWN,CBG,4
R00576,SP002088,SP004065,8,BXB,ELY,2
R00576,SP002088,SP004066,9,HWN,CMB,24
R00576,SP002088,SP004073,8,BXB,CMB,4
R00576,SP002088,SP004074,9,HWN,CMB,4
R00576,SP002088,SP004076,9,HWN,CBG,4
R00576,SP002088,SP004082,5,TOM,HFE,10
R00576,SP002088,SP004087,5,TOM,HFE,61
R00576,SP002088,SP004091,5,TOM,HFE,2
R00576,SP002088,SP004170,8,BXB,CMB,4
R00576,SP002088,SP004173,11,SST,CMB,12
R00576,SP002088,SP004193,9,HWN,CBG,2
R00576,SP002088,SP004567,5,TOM,ELY,1
R00576,SP002088,SP004569,8,BXB,ELY,1
R00576,SP002088,SP004627,9,HWN,SSD,1
R00577,SP002172,SP002089,7,KWN,ADS,2
R00577,SP002172,SP002201,8,IRV,AYR,2
R00578,SP002320,SP002090,9,LHW,GLC,2
R00579,SP002591,SP002092,15,NOT,NOT,6
R00579,SP002591,SP002585,18,LOW,LCN,2
R00579,SP002591,SP002587,8,TUT,LCN,2
R00579,SP002591,SP002589,21,FSK,LCN,2
R00579,SP002591,SP002593,18,LOW,LCN,6
R00579,SP002591,SP002598,8,TUT,LCN,2
R00579,SP002591,SP002599,8,TUT,LCN,2
R00579,SP002591,SP003047,8,TUT,LCN,2
R00580,SP004068,SP002098,15,HWN,LST,2
R00580,SP004068,SP004067,12,BIS,LST,2
R00580,SP004068,SP004079,15,HWN,LST,4
R00580,SP004068,SP004178,13,SAW,LST,2
R00581,SP002101,SP002163,9,DLY,GLC,2
R00581,SP002101,SP002772,10,LHW,GLC,2
R00581,SP002101,SP003834,9,DLY,GLC,2
R00582,SP003577,SP002103,5,DMF,GLC,14
R00583,SP002110,SP002710,9,BRI,CDF,2
R00584,SP002117,SP002116,9,LOB,BHM,1
R00584,SP002117,SP002125,11,SLY,BHM,2
R00585,SP003437,SP002119,5,WOS,BHM,2
R00585,SP003437,SP002712,15,OXF,PAD,4
R00585,SP003437,SP003242,5,WOS,BRI,2
R00586,SP002124,SP003899,7,BKO,AON,1
R00587,SP004043,SP002126,10,FOK,LIF,1
R00587,SP004043,SP004030,10,FOK,FOK,2
R00588,SP002143,SP002147,18,CLC,PAD,2
R00589,SP002218,SP002154,5,LUT,EGR,1
R00589,SP002218,SP002470,17,SPL,TBD,3
R00589,SP002218,SP002766,8,SAC,BTN,2
R00589,SP002218,SP002831,21,XMK,BTN,1
R00589,SP002218,SP002850,17,SPL,BTN,1
R00589,SP002218,SP003040,21,XMK,TBD,1
R00589,SP002218,SP003132,17,SPL,TBD,3
R00589,SP002218,SP003389,8,SAC,BTN,1
R00589,SP002218,SP003401,8,SAC,BTN,1
R00589,SP002218,SP003491,8,SAC,BTN,1
R00589,SP002218,SP003627,17,SPL,TBD,2
R00589,SP002218,SP003758,8,SAC,BTN,2
R00589,SP002218,SP003861,17,SPL,BTN,1
R00589,SP002218,SP003865,21,XMK,BTN,1
R00589,SP002218,SP004203,17,SPL,BTN,1
R00589,SP002218,SP004204,8,SAC,BTN,1
R00589,SP002218,SP004596,20,BFR,TBD,1
R00589,SP002218,SP004598,8,SAC,BTN,1
R00590,SP002161,SP002156,16,BIF,LAN,2
R00590,SP002161,SP002162,6,SSC,BIF,2
R00590,SP002161,SP002167,16,BIF,PRE,2
R00591,SP003394,SP002178,7,INK,ABD,1
R00591,SP003394,SP003358,14,GLT,GLT,10
R00591,SP003394,SP003761,11,COW,COW,2
R00591,SP003394,SP003833,7,INK,GLT,2
R00591,SP003394,SP003878,14,GLT,PTH,2
R00592,SP002231,SP002181,6,FIT,BRI,4
R00592,SP002231,SP002227,7,BRI,PMH,2
R00592,SP002231,SP002328,7,BRI,TAU,6
R00592,SP002231,SP002379,7,BRI,BRI,6
R00592,SP002231,SP002392,7,BRI,EXD,12
R00592,SP002231,SP002394,7,BRI,PLY,2
R00592,SP002231,SP002395,7,BRI,EXD,2
R00592,SP002231,SP003379,7,BRI,PNZ,2
R00592,SP002231,SP003382,6,FIT,TAU,2
R00592,SP002231,SP003414,11,WSB,PMH,6
R00592,SP002231,SP003427,7,BRI,FRO,2
R00592,SP002231,SP003469,5,PWY,PAD,18
R00592,SP002231,SP004249,7,BRI,PMH,2
R00593,SP002182,SP002215,11,WSF,LIV,2
R00594,SP002193,SP002804,7,ALE,LIV,1
R00595,SP002198,SP002200,7,DLY,GLC,2
R00596,SP002205,SP002747,7,NXG,EGR,1
R00597,SP002210,SP003956,10,WVH,SHR,1
R00597,SP002210,SP004022,10,WVH,LIV,1
R00598,SP002211,SP002214,8,BTS,EDB,2
R00599,SP002219,SP002225,26,GTW,TBD,3
R00599,SP002219,SP004219,23,ELD,GTW,2
R00600,SP002222,SP002249,22,XJS,TBD,2
R00600,SP002222,SP002255,20,SCY,EGR,2
R00600,SP002222,SP002664,20,SCY,EGR,1
R00601,SP003715,SP002224,8,CRV,MAN,2
R00602,SP003370,SP002226,9,WTL,PMD,2
R00602,SP003370,SP003444,6,FYS,CMN,1
R00602,SP003370,SP003780,8,CMN,CMN,3
R00602,SP003370,SP003784,11,CLR,FGH,2
R00603,SP002410,SP002232,15,NRW,LWT,2
R00603,SP002410,SP002446,6,CBG,CBG,2
R00604,SP002310,SP002236,5,WCL,GLC,2
R00604,SP002310,SP002308,7,SHS,GLC,2
R00604,SP002310,SP002324,8,BLH,GLC,2
R00604,SP002310,SP004456,5,WCL,GLC,2
R00605,SP002240,SP002244,7,RDH,BDM,2
R00606,SP002252,SP002251,11,SET,LDS,2
R00606,SP002252,SP003499,15,SKI,LDS,2
R00606,SP002252,SP004115,7,GSD,LDS,2
R00607,SP002266,SP002793,7,BHI,BHI,4
R00607,SP002266,SP004631,12,COV,NMP,1
R00608,SP002267,SP003093,6,WFF,EUS,2
R00609,SP002271,SP002285,24,BFR,WGC,9
R00609,SP002271,SP002288,24,BFR,WGC,12
R00609,SP002271,SP002292,24,BFR,WGC,1
R00609,SP002271,SP002836,13,SRT,XVJ,1
R00609,SP002271,SP003459,24,BFR,FPK,2
R00610,SP003259,SP002280,5,HAC,SSD,4
R00610,SP003259,SP002473,14,XSG,CHN,76
R00610,SP003259,SP002514,5,HAC,SSD,1
R00610,SP003259,SP002542,5,HAC,ELY,1
R00610,SP003259,SP002554,5,HAC,HFE,1
R00610,SP003259,SP004059,5,HAC,CHI,1
R00610,SP003259,SP004165,5,HAC,ELY,1
R00611,SP002283,SP002282,12,DPD,GTW,8
R00612,SP002284,SP002714,9,LWT,BCC,2
R00612,SP002284,SP002988,5,REE,GYM,2
R00613,SP004327,SP002300,11,HLU,GLQ,1
R00613,SP004327,SP002946,11,HLU,GLQ,1
R00613,SP004327,SP004444,5,DAL,DAL,2
R00614,SP004331,SP002305,11,FTW,FTW,2
R00614,SP004331,SP002418,25,DBC,GLQ,2
R00615,SP002313,SP003438,8,KGM,PAD,2
R00615,SP002313,SP003845,8,KGM,PAD,2
R00616,SP004412,SP002326,18,MBR,NCL,2
R00617,SP003120,SP002332,13,CTR,CDF,2
R00617,SP003120,SP002859,13,CTR,CDF,1
R00617,SP003120,SP003173,13,CTR,CTR,2
R00617,SP003120,SP003340,16,XCO,EUS,1
R00617,SP003120,SP003359,13,CTR,CDF,1
R00617,SP003120,SP004015,15,STA,BHM,2
R00618,SP002364,SP002361,11,WSB,FRO,4
R00618,SP002364,SP003235,11,WSB,WEY,6
R00618,SP002364,SP003238,8,BTH,WEY,2
R00618,SP002364,SP003501,8,BTH,WEY,4
R00618,SP002364,SP004094,5,BRI,PLY,2
R00618,SP002364,SP004403,5,BRI,BRI,4
R00619,SP002365,SP002955,8,KKM,PRE,7
R00620,SP002367,SP002596,6,DSL,MAN,12
R00620,SP002367,SP002830,6,DSL,MAN,2
R00621,SP002374,SP003813,9,LSK,LSK,2
R00622,SP002396,SP002386,11,TAU,TAU,2
R00623,SP002668,SP002389,6,BRI,EXD,2
R00624,SP002401,SP003004,5,XWH,XFD,1
R00625,SP002566,SP002409,13,GLM,RAI,4
R00626,SP002433,SP003931,5,AUD,LST,4
R00626,SP002433,SP003936,5,AUD,LST,2
R00626,SP002433,SP004164,5,AUD,LST,1
R00626,SP002433,SP004225,5,AUD,SRA,2
R00626,SP002433,SP004568,5,AUD,LST,1
R00627,SP002441,SP002442,12,SOC,SOC,4
R00627,SP002441,SP002459,5,LAI,SRY,4
R00627,SP002441,SP002484,5,LAI,LAI,6
R00627,SP002441,SP003831,7,PSE,LES,2
R00628,SP002447,SP002448,11,IPS,COL,6
R00629,SP002456,SP002452,10,AVN,SVB,18
R00630,SP002479,SP002458,11,PEV,ORE,1
R00630,SP002479,SP002739,8,EBN,EBN,1
R00630,SP002479,SP002932,15,HGS,HGS,2
R00630,SP002479,SP003140,11,PEV,HGS,2
R00631,SP002460,SP003582,11,RDR,CDF,1
R00631,SP002460,SP004075,16,CDF,CDF,8
R00632,SP002614,SP002464,9,SHB,WRK,4
R00632,SP002614,SP002615,9,SHB,WRK,14
R00632,SP002614,SP002634,8,MSW,MSW,2
R00633,SP002467,SP004594,15,TBD,PMH,1
R00634,SP002485,SP003431,8,RDG,PAD,2
R00635,SP002954,SP002486,6,HAY,OXF,1
R00635,SP002954,SP002966,7,HXX,HAF,1
R00636,SP002752,SP002489,10,BRI,BRI,2
R00637,SP003275,SP002500,7,HAY,RDG,5
R00637,SP003275,SP002982,8,HXX,HAF,5
R00637,SP003275,SP003412,7,HAY,PNZ,1
R00638,SP002518,SP003125,5,LDS,MAN,1
R00638,SP002518,SP003268,7,WKK,MIA,2
R00638,SP002518,SP003606,5,LDS,MAN,1
R00638,SP002518,SP003607,5,LDS,LDS,1
R00639,SP002532,SP002947,7,DON,SHF,2
R00640,SP002534,SP003951,5,HOW,YRK,1
R00641,SP002549,SP002707,5,UPM,SFO,2
R00641,SP002549,SP004584,5,UPM,SOC,2
R00642,SP002553,SP002559,7,FSK,LCN,2
R00642,SP002553,SP002560,7,FSK,GMB,2
R00643,SP002555,SP003569,8,BEV,BDT,2
R00643,SP002555,SP004593,6,HUL,HUL,1
R00644,SP004083,SP002556,6,CHN,LST,2
R00644,SP004083,SP004092,9,BMD,SRA,8
R00644,SP004083,SP004344,10,PON,LST,1
R00644,SP004083,SP004374,6,CHN,LST,2
R00644,SP004083,SP004429,9,BMD,SRA,2
R00644,SP004083,SP004610,10,PON,LST,1
R00645,SP002608,SP002557,5,SLL,CLE,1
R00645,SP002608,SP003223,6,GMB,CLE,1
R00646,SP002565,SP003084,7,BDT,SCA,2
R00647,SP003309,SP002583,11,STL,PAD,4
R00647,SP003309,SP003338,7,LNY,ABX,36
R00647,SP003309,SP003363,11,STL,ABX,1
R00647,SP003309,SP003596,7,LNY,PAD,1
R00647,SP003309,SP004040,13,EAL,PAD,1
R00647,SP003309,SP004520,6,SLO,PAD,1
R00648,SP002943,SP002588,5,XXA,XSU,1
R00649,SP002631,SP002600,8,LOW,CRE,2
R00649,SP002631,SP002605,7,FSK,CRE,2
R00649,SP002631,SP002672,6,NCT,MAT,2
R00649,SP002631,SP003045,8,LOW,NOT,2
R00649,SP002631,SP004038,9,NOT,STP,2
R00650,SP002609,SP002659,11,GMB,CLE,4
R00651,SP002613,SP003493,13,LVC,LVC,2
R00652,SP002616,SP003304,6,WHX,WHX,2
R00652,SP002616,SP003324,6,WHX,ABX,36
R00653,SP002620,SP002621,6,HKN,NOT,2
R00654,SP002632,SP002676,10,HKM,MAT,2
R00654,SP002632,SP002678,10,HKM,MAT,2
R00654,SP002632,SP003051,16,NOT,NOT,2
R00655,SP002635,SP003481,10,EXD,EXD,2
R00655,SP002635,SP004284,5,WSM,WSM,2
R00656,SP002637,SP004400,12,SAL,SOU,2
R00657,SP002639,SP002638,9,ASH,RDH,2
R00658,SP002643,SP002675,5,DBY,DBY,2
R00659,SP004129,SP002656,5,XTR,STP,1
R00659,SP004129,SP003212,7,DBY,STP,1
R00660,SP002665,SP003216,5,WGN,GLC,1
R00661,SP002687,SP003450,10,BRI,CDF,2
R00662,SP002691,SP004449,5,HLY,EDB,2
R00663,SP002696,SP002695,6,WSM,CDF,4
R00663,SP002696,SP002705,6,WSM,CDF,2
R00663,SP002696,SP003497,6,WSM,BRI,2
R00664,SP002717,SP002719,11,NCM,RDZ,2
R00664,SP002717,SP004522,9,GLD,RDZ,2
R00665,SP003258,SP002722,14,BOA,GCR,2
R00665,SP003258,SP002744,14,BOA,BRI,4
R00665,SP003258,SP003516,9,CLC,GCR,2
R00665,SP003258,SP004564,12,WSB,WSB,1
R00666,SP004292,SP002727,6,GBD,DON,5
R00666,SP004292,SP002734,6,GBD,SHF,1
R00666,SP004292,SP003078,6,GBD,LDS,1
R00666,SP004292,SP003564,6,GBD,YRK,1
R00667,SP002736,SP002740,8,BDT,SCA,1
R00668,SP002749,SP003870,7,AAP,AAP,2
R00669,SP002755,SP002761,10,LET,LET,1
R00669,SP002755,SP002960,9,HIT,LDS,1
R00669,SP002755,SP003176,13,RYS,RYS,1
R00669,SP002755,SP003254,9,HIT,PBO,2
R00669,SP002755,SP003658,13,RYS,ELY,1
R00669,SP002755,SP003667,9,HIT,YRK,1
R00670,SP002763,SP004141,11,WSL,WSL,2
R00671,SP003959,SP002764,5,BSC,RGL,2
R00672,SP003343,SP002788,7,PEV,HGS,1
R00673,SP002802,SP003124,8,LLJ,HHD,2
R00673,SP002802,SP003592,8,LLJ,HHD,2
R00674,SP002848,SP003352,12,DAR,BIA,28
R00674,SP002848,SP003702,12,DAR,NCL,2
R00675,SP002852,SP002851,7,CUM,DID,4
R00675,SP002852,SP002853,5,OXF,OXF,2
R00676,SP002861,SP003201,27,PCD,CDF,3
R00676,SP002861,SP003621,27,PCD,CDF,1
R00676,SP002861,SP003625,16,LLE,CDF,1
R00676,SP002861,SP003750,16,LLE,CDF,4
R00676,SP002861,SP003783,11,CMN,CMN,2
R00677,SP002871,SP002870,13,WRX,WRX,10
R00678,SP002885,SP002892,11,SKI,SKI,2
R00678,SP002885,SP003110,11,SKI,LDS,2
R00679,SP002887,SP003737,5,NUN,NOT,1
R00680,SP003108,SP002888,11,CDF,FGH,1
R00681,SP002909,SP002891,14,DFD,DFD,5
R00682,SP002894,SP004058,7,HAC,LST,4
R00683,SP002898,SP002896,5,FLI,MCO,4
R00684,SP002912,SP002901,5,URM,LIV,2
R00684,SP002912,SP002906,5,URM,LIV,2
R00684,SP002912,SP002916,5,URM,LIV,2
R00684,SP002912,SP004007,5,URM,LIV,2
R00684,SP002912,SP004452,5,URM,WAC,2
R00684,SP002912,SP004457,5,URM,WAC,2
R00685,SP002905,SP002908,5,IRL,LIV,2
R00685,SP002905,SP004450,5,IRL,WAC,2
R00686,SP002911,SP004005,11,WAW,LIV,2
R00686,SP002911,SP004453,10,WAC,WAC,4
R00687,SP003090,SP002917,9,EBF,MAR,32
R00687,SP003090,SP003153,9,EBF,AFK,2
R00687,SP003090,SP004271,20,FAV,RAM,26
R00687,SP003090,SP004291,20,FAV,MAR,2
R00687,SP003090,SP004348,9,EBF,MAR,2
R00687,SP003090,SP004380,8,XXJ,MAR,4
R00687,SP003090,SP004392,9,EBF,DVP,10
R00687,SP003090,SP004396,9,EBF,RAM,26
R00687,SP003090,SP004435,12,SOO,MDW,4
R00688,SP002925,SP002939,6,RYR,RYR,2
R00689,SP002937,SP003465,7,RVB,XVJ,1
R00690,SP002962,SP002999,16,HAY,HAY,2
R00690,SP002962,SP003103,10,PDX,MAI,40
R00690,SP002962,SP003106,10,PDX,MAI,15
R00690,SP002962,SP003119,10,PDX,MAI,1
R00690,SP002962,SP003182,10,PDX,RDG,10
R00690,SP002962,SP003185,10,PDX,RDG,38
R00690,SP002962,SP003186,10,PDX,RDG,42
R00690,SP002962,SP003204,16,HAY,RDG,1
R00690,SP002962,SP003273,17,HXX,HWV,4
R00690,SP002962,SP003280,13,WEA,HWV,1
R00690,SP002962,SP003602,10,PDX,MAI,1
R00690,SP002962,SP003716,10,PDX,PDX,40
R00690,SP002962,SP003730,10,PDX,HWV,1
R00691,SP002985,SP003159,7,AFK,CST,1
R00691,SP002985,SP003615,7,AFK,CST,1
R00691,SP002985,SP004388,7,AFK,SPX,1
R00692,SP003894,SP003009,8,SLS,BHG,1
R00692,SP003894,SP003473,15,BHG,BHG,1
R00692,SP003894,SP004289,6,BLG,SPR,2
R00693,SP003597,SP003017,10,SRA,HAF,2
R00693,SP003597,SP003816,10,SRA,PDX,2
R00694,SP003018,SP003357,5,GDH,KGX,1
R00694,SP003018,SP003503,5,GDH,KGX,1
R00695,SP003028,SP003519,10,WGN,GLC,1
R00696,SP003080,SP004221,7,LDS,BPN,2
R00697,SP003100,SP003504,10,XOU,MIA,1
R00698,SP004256,SP003101,6,BIF,MIA,2
R00699,SP003113,SP003820,8,PSE,FST,1
R00699,SP003113,SP003829,8,PSE,FST,2
R00699,SP003113,SP003852,8,PSE,FST,2
R00699,SP003113,SP003997,12,GRY,FST,2
R00699,SP003113,SP004132,8,PSE,FST,1
R00700,SP003139,SP003679,6,WOK,SOU,1
R00701,SP003150,SP003143,5,XRH,HGS,2
R00701,SP003150,SP004123,12,PEV,ORE,2
R00701,SP003150,SP004124,12,PEV,ORE,4
R00702,SP003245,SP003162,9,SEV,CHX,1
R00702,SP003245,SP003618,7,TON,CHX,1
R00703,SP003164,SP003163,16,TON,CHX,1
R00703,SP003164,SP003168,16,TON,TON,4
R00703,SP003164,SP003170,10,AFK,AFK,4
R00703,SP003164,SP004347,10,AFK,SPX,2
R00704,SP003187,SP003166,8,AFK,CHX,8
R00704,SP003187,SP003232,8,AFK,AFK,2
R00704,SP003187,SP003255,8,AFK,CST,2
R00704,SP003187,SP004401,5,XSI,SPX,10
R00705,SP003177,SP003364,15,CDF,CDF,6
R00706,SP003214,SP003180,5,WDT,RDG,2
R00707,SP003209,SP003181,5,AFK,AFK,2
R00708,SP003199,SP003714,5,HAY,HWV,1
R00709,SP003297,SP003202,5,IFD,COL,2
R00709,SP003297,SP004622,5,IFD,SOV,1
R00710,SP003215,SP004629,5,LNY,PAD,1
R00711,SP003221,SP003237,16,AFK,CHX,1
R00711,SP003221,SP003241,16,AFK,CHX,2
R00711,SP003221,SP004393,13,XSI,SPX,2
R00712,SP003244,SP004052,8,NBY,BDW,1
R00713,SP003260,SP003261,9,XPY,CHX,2
R00714,SP004498,SP003265,9,XPY,BFR,2
R00714,SP004498,SP004509,5,NEH,CHX,4
R00715,SP003274,SP003668,12,PBL,SOP,2
R00716,SP003282,SP004528,13,SAY,MDE,2
R00717,SP003310,SP003765,10,STA,EUS,1
R00718,SP003312,SP003710,14,WHX,SNF,4
R00719,SP003318,SP003614,10,EAL,PAD,2
R00720,SP003326,SP004089,8,CDQ,CDF,4
R00721,SP004360,SP003327,8,BKG,BKG,1
R00722,SP003380,SP003332,9,STL,ABX,3
R00722,SP003380,SP003611,9,STL,PAD,1
R00723,SP003353,SP003354,5,WSB,PAD,1
R00723,SP003353,SP003793,5,WSB,PAD,1
R00724,SP003375,SP003461,13,WSB,PMS,2
R00725,SP003393,SP003446,9,EAL,ABX,4
R00726,SP003411,SP003856,14,FLT,STP,1
R00727,SP003416,SP004491,6,CNM,CNM,2
R00728,SP003419,SP003862,7,HFS,CLE,1
R00729,SP003421,SP003863,10,HAZ,LIV,1
R00730,SP003524,SP004575,11,XLJ,BDM,1
R00731,SP004461,SP003566,7,LDS,LDS,1
R00732,SP003594,SP003580,6,CMN,CDF,2
R00732,SP003594,SP003712,6,CMN,MAN,2
R00733,SP003610,SP003673,8,XJS,WRH,1
R00733,SP003610,SP004013,16,TBD,HRH,1
R00733,SP003610,SP004142,6,SCY,OXT,1
R00733,SP003610,SP004307,8,XJS,BTN,1
R00734,SP003622,SP003634,5,BGN,MST,1
R00735,SP003656,SP003698,6,LEW,DFD,1
R00735,SP003656,SP003699,8,HGR,ORP,1
R00736,SP004285,SP003671,5,GBD,SHF,2
R00736,SP004285,SP004286,5,GBD,DON,7
R00737,SP003690,SP003704,20,HYN,DMR,6
R00737,SP003690,SP003727,22,WES,MLN,2
R00738,SP004064,SP003739,6,MNG,LST,2
R00738,SP004064,SP004160,6,MNG,COL,4
R00738,SP004064,SP004318,6,MNG,LST,2
R00739,SP003755,SP004630,5,STL,PAD,1
R00740,SP003766,SP003819,7,CUB,CUB,30
R00741,SP004287,SP003807,9,BLG,EDB,1
