route_id,trunk_pattern,branch_pattern,shared_prefix,split_after,destination,service_count
R00336,SP000966,SP003711,9,DGT,BPN,2
R00336,SP000966,SP004118,9,DGT,LIV,1
R00336,SP000966,SP004489,7,MAN,CLE,1
R00336,SP000966,SP004503,9,DGT,BIF,1
R00336,SP000966,SP004572,9,DGT,BPN,1
R00336,SP000966,SP004585,7,MAN,SCA,1
R00337,SP000968,SP004252,7,KNO,GOO,2
R00338,SP000973,SP003523,18,PMS,PMH,2
R00339,SP002612,SP000979,5,PRE,YRK,1
R00339,SP002612,SP004205,5,PRE,CRE,1
R00340,SP000985,SP003316,8,BBN,BPN,1
R00340,SP000985,SP003998,8,BBN,BPN,1
R00341,SP000987,SP001009,10,TOD,RCD,2
R00341,SP000987,SP003208,6,HFX,HFX,1
R00342,SP000996,SP000990,14,SGR,CST,22
R00342,SP000996,SP002900,14,SGR,DFD,12
R00343,SP001139,SP000994,6,HAV,HRH,1
R00343,SP001139,SP001730,6,HAV,HRH,1
R00343,SP001139,SP001858,6,HAV,BTN,2
R00343,SP001139,SP001867,11,HSL,NEM,8
R00343,SP001139,SP003439,11,HSL,GLD,3
R00344,SP000995,SP002967,6,SOB,BOG,2
R00345,SP002754,SP001008,7,RYS,KGX,1
R00345,SP002754,SP001010,7,RYS,KGX,11
R00345,SP002754,SP002171,7,RYS,BTN,2
R00345,SP002754,SP002185,7,RYS,BTN,1
R00345,SP002754,SP002780,7,RYS,KGX,13
R00345,SP002754,SP002782,7,RYS,KGX,1
R00345,SP002754,SP003025,7,RYS,KGX,2
R00345,SP002754,SP003287,19,AAP,KGX,1
R00345,SP002754,SP003515,7,RYS,KGX,1
R00346,SP002607,SP001011,7,DBY,MAT,2
R00346,SP002607,SP001431,7,DBY,BHM,2
R00346,SP002607,SP001463,7,DBY,BHM,2
R00346,SP002607,SP001635,7,DBY,CDF,2
R00346,SP002607,SP002095,7,DBY,CRE,2
R00346,SP002607,SP002243,7,DBY,DBY,2
R00347,SP001040,SP001014,9,YRK,YRK,3
R00347,SP001040,SP001816,13,LDS,LDS,1
R00347,SP001040,SP003128,18,GNF,MAN,4
R00348,SP001021,SP001017,6,FKC,DVP,1
R00349,SP001032,SP001018,6,BSK,RDG,4
R00350,SP001029,SP001022,10,OXT,XSU,1
R00351,SP001033,SP001024,5,CBW,MAR,2
R00352,SP001035,SP003987,5,HAZ,BUX,2
R00353,SP001128,SP001052,14,CDF,CDF,4
R00354,SP001058,SP001060,5,STG,GLQ,2
R00355,SP002373,SP001061,5,MTS,GLQ,1
R00355,SP002373,SP001070,5,MTS,GLQ,6
R00355,SP002373,SP002073,5,MTS,EDB,4
R00355,SP002373,SP002075,5,MTS,EDB,2
R00355,SP002373,SP002294,5,MTS,PTH,2
R00355,SP002373,SP003810,5,MTS,DEE,2
R00355,SP002373,SP004310,5,MTS,GLQ,2
R00355,SP002373,SP004615,5,MTS,GLQ,1
R00356,SP001062,SP002822,7,STG,GLQ,1
R00357,SP001100,SP001065,8,DEE,GLQ,10
R00357,SP001100,SP001076,6,CAN,GLQ,10
R00357,SP001100,SP001086,8,DEE,GLQ,2
R00357,SP001100,SP001578,16,EDB,KGX,6
R00357,SP001100,SP001655,11,LDY,PLY,2
R00357,SP001100,SP002068,14,INK,EDB,2
R00357,SP001100,SP003116,16,EDB,DON,2
R00358,SP001069,SP003889,8,DEE,DEE,2
R00359,SP001073,SP002951,6,RDN,MAN,2
R00360,SP001575,SP001075,9,CYP,NWD,2
R00360,SP001575,SP001572,6,TUH,SRS,10
R00360,SP001575,SP001579,6,TUH,ECR,62
R00360,SP001575,SP001597,6,TUH,SUO,2
R00361,SP001282,SP001082,18,ASN,WYB,6
R00361,SP001282,SP001289,11,HOU,QRB,20
R00361,SP001282,SP001829,11,HOU,TWI,6
R00361,SP001282,SP001831,11,HOU,HOU,5
R00361,SP001282,SP003557,18,ASN,WOK,2
R00362,SP001087,SP003554,13,AAP,MOG,2
R00363,SP001089,SP001090,10,PTH,GLQ,3
R00363,SP001089,SP002715,10,PTH,EDB,2
R00363,SP001089,SP004228,13,STG,EUS,1
R00363,SP001089,SP004317,10,PTH,GLQ,1
R00363,SP001089,SP004382,13,STG,EUS,2
R00364,SP001091,SP001358,13,FPK,KGX,1
R00364,SP001091,SP001889,10,AAP,KGX,1
R00364,SP001091,SP002055,10,AAP,MOG,30
R00365,SP001093,SP002481,5,MTH,MTH,2
R00366,SP001703,SP001094,9,AAP,SVG,64
R00366,SP001703,SP001678,7,HGY,SVG,4
R00366,SP001703,SP001690,9,AAP,HFN,24
R00366,SP001703,SP001695,9,AAP,HFN,1
R00366,SP001703,SP002144,9,AAP,HFN,7
R00366,SP001703,SP002297,7,HGY,WGC,14
R00366,SP001703,SP002299,7,HGY,WGC,8
R00366,SP001703,SP002342,9,AAP,GDH,4
R00366,SP001703,SP002753,6,FPK,FPK,2
R00366,SP001703,SP003174,9,AAP,LET,4
R00366,SP001703,SP003376,6,FPK,WGC,2
R00367,SP001097,SP001126,6,CPH,RHY,2
R00367,SP001097,SP001147,6,CPH,RHY,2
R00367,SP001097,SP001207,6,CPH,RHY,2
R00367,SP001097,SP002956,6,CPH,RHY,2
R00367,SP001097,SP004061,6,CPH,BGD,2
R00368,SP001201,SP001099,10,YVJ,YVJ,2
R00368,SP001201,SP003872,13,GIL,SAL,2
R00368,SP001201,SP004266,15,SAL,SAL,2
R00369,SP001529,SP001103,8,LDY,DEE,4
R00370,SP001106,SP004455,16,DLJ,DLJ,1
R00371,SP001321,SP001107,5,TWI,AHT,4
R00371,SP001321,SP001386,5,TWI,SHP,6
R00371,SP001321,SP001582,5,TWI,STW,2
R00371,SP001321,SP003288,9,SNS,SNS,2
R00372,SP001113,SP002735,5,WSB,GCR,2
R00373,SP001119,SP002625,7,WML,MAN,1
R00373,SP001119,SP004541,7,WML,MAN,1
R00374,SP001122,SP001124,7,HSL,PMH,18
R00374,SP001122,SP003123,6,GOD,PMH,3
R00374,SP001122,SP003939,6,GOD,PTR,1
R00375,SP003131,SP001123,5,NRC,NRC,1
R00375,SP003131,SP001652,6,THA,PAD,1
R00376,SP002030,SP001130,11,RDH,BDM,2
R00376,SP002030,SP001133,15,PUR,BDM,2
R00376,SP002030,SP002025,15,PUR,PBO,2
R00376,SP002030,SP002191,7,GTW,WSW,2
R00376,SP002030,SP002834,15,PUR,PBO,1
R00377,SP001131,SP003386,13,CDF,CDF,2
R00378,SP001132,SP004057,8,MLY,LDS,2
R00379,SP001143,SP001195,14,SOO,GLM,2
R00380,SP001146,SP001153,13,PDW,TON,12
R00380,SP001146,SP001192,8,MDW,MDW,4
R00381,SP001744,SP001157,7,GOD,PMH,4
R00381,SP001744,SP001389,10,HSL,PMH,6
R00381,SP001744,SP001742,10,HSL,PMS,10
R00381,SP001744,SP001849,10,HSL,SOU,4
R00381,SP001744,SP001850,10,HSL,FRM,2
R00382,SP001159,SP004226,9,HAV,SOU,1
R00383,SP003067,SP001163,6,LAC,PMS,24
R00383,SP003067,SP001171,8,WWO,PMH,2
R00383,SP003067,SP002189,8,WWO,PMH,1
R00383,SP003067,SP003069,6,LAC,SOU,4
R00383,SP003067,SP003070,17,CSA,SOU,14
R00383,SP003067,SP003073,21,HME,SOU,2
R00383,SP003067,SP003500,8,WWO,SOU,1
R00383,SP003067,SP004135,19,FRM,SOU,2
R00384,SP001164,SP001169,17,SWK,BTN,2
R00385,SP001170,SP001791,5,SNS,SNS,1
R00385,SP001170,SP004611,15,BNS,QRB,1
R00386,SP001172,SP001181,8,WIN,PMH,12
R00386,SP001172,SP001382,8,WIN,WEY,2
R00386,SP001172,SP003871,6,BSK,SAL,1
R00386,SP001172,SP003917,5,FLE,BMH,2
R00387,SP001173,SP001175,11,XEW,NEM,4
R00387,SP001173,SP001796,11,XEW,WIN,2
R00387,SP001173,SP001798,10,ESL,ESL,2
R00387,SP001173,SP001882,11,XEW,NEM,2
R00387,SP001173,SP003035,11,XEW,NEM,2
R00387,SP001173,SP003511,11,XEW,NEM,2
R00387,SP001173,SP003545,14,BSK,NEM,2
R00388,SP001174,SP002013,12,XXA,LIT,2
R00389,SP001176,SP001605,6,NSG,PBO,1
R00389,SP001176,SP002317,6,NSG,NCL,1
R00389,SP001176,SP002335,5,AAP,LDS,1
R00389,SP001176,SP002940,6,NSG,EDB,1
R00389,SP001176,SP003855,6,NSG,ABD,1
R00389,SP001176,SP003859,6,NSG,LDS,1
R00390,SP001940,SP001178,12,ABD,EDB,1
R00390,SP001940,SP001869,12,ABD,EDB,1
R00390,SP001940,SP002148,5,ELG,ELG,14
R00391,SP001183,SP003478,9,WYB,BMH,1
R00392,SP001184,SP004088,5,WEA,PAD,2
R00393,SP001191,SP003220,5,WML,MAN,2
R00394,SP001193,SP003949,7,AST,RDC,2
R00395,SP002819,SP001199,7,CTR,CTR,7
R00396,SP001611,SP001205,11,BFR,BDM,2
R00396,SP001611,SP001510,11,BFR,BDM,2
R00396,SP001611,SP001782,7,TUH,XSU,2
R00396,SP001611,SP003019,23,SAC,BDM,4
R00396,SP001611,SP004414,5,MTC,BAL,1
R00397,SP001210,SP002539,5,NNG,NOT,2
R00397,SP001210,SP003043,5,NNG,NOT,2
R00398,SP002661,SP001212,8,HAB,NNG,1
R00398,SP002661,SP004490,8,HAB,LIV,1
R00399,SP001216,SP001222,22,WTE,WTE,18
R00399,SP001216,SP001428,13,BSW,BSW,8
R00400,SP002536,SP001218,8,HUL,HUL,4
R00400,SP002536,SP002546,5,HOW,HUL,2
R00400,SP002536,SP003559,10,BEV,BDT,2
R00401,SP001224,SP001248,23,WTE,SAV,4
R00402,SP001458,SP001232,15,BMO,SAV,4
R00402,SP001458,SP001483,15,BMO,SAV,2
R00402,SP001458,SP002610,7,SBJ,SAV,2
R00403,SP001530,SP001237,5,XEW,BSK,2
R00403,SP001530,SP001427,17,LMS,NCL,2
R00403,SP001530,SP001505,18,COV,MAN,1
R00404,SP001240,SP001247,10,BSK,NEM,2
R00404,SP001240,SP003918,10,BSK,NEM,2
R00405,SP001244,SP001242,7,SOU,BMH,2
R00405,SP001244,SP001286,5,SOA,SOU,2
R00405,SP001244,SP001299,5,SOA,BMH,2
R00406,SP003977,SP001254,6,REE,LWT,2
R00407,SP001256,SP001473,5,TYS,SAV,2
R00408,SP001258,SP001874,11,NMC,CLY,2
R00408,SP001258,SP002964,9,MPL,SHF,2
R00409,SP001261,SP001259,10,BMD,SRA,2
R00409,SP001261,SP001279,7,CHN,SRA,8
R00409,SP001261,SP001285,7,CHN,SRA,4
R00410,SP001268,SP003578,14,SWA,CDF,1
R00410,SP001268,SP003620,14,SWA,CDF,1
R00410,SP001268,SP003623,7,CMN,CMN,3
R00410,SP001268,SP003709,20,CDF,MAN,6
R00410,SP001268,SP003713,20,CDF,MAN,2
R00410,SP001268,SP003883,14,SWA,CDF,3
R00410,SP001268,SP003963,16,PTA,CDF,1
R00411,SP001269,SP001356,8,VIR,RDZ,13
R00411,SP001269,SP001367,8,VIR,WKM,2
R00411,SP001269,SP003184,8,VIR,RDZ,2
R00412,SP001270,SP001271,9,SNG,QRB,13
R00412,SP001270,SP001309,9,SNG,QRB,2
R00412,SP001270,SP001370,9,SNG,SNS,1
R00413,SP001493,SP001272,5,EFF,EAD,44
R00413,SP001493,SP003534,12,RAY,RAY,2
R00413,SP001493,SP004601,5,EFF,RAY,1
R00413,SP001493,SP004603,11,NEM,EAD,1
R00414,SP001409,SP001273,5,WAL,NEM,2
R00414,SP001409,SP001512,9,NEM,NEM,12
R00415,SP001478,SP001274,11,RAY,QRB,1
R00415,SP001478,SP003118,10,NEM,EAD,1
R00416,SP001275,SP001560,7,TED,SHP,19
R00416,SP001275,SP001954,9,TWI,TWI,1
R00416,SP001275,SP003262,8,STW,STW,1
R00417,SP001277,SP001278,17,EAD,QRB,1
R00417,SP001277,SP001280,9,TWI,QRB,24
R00417,SP001277,SP001387,10,STW,SHP,4
R00417,SP001277,SP001741,13,KNG,KNG,2
R00417,SP001277,SP001761,9,TWI,HOU,2
R00417,SP001277,SP003306,10,STW,STW,2
R00418,SP001673,SP001281,9,BSK,SOU,2
R00419,SP001288,SP001821,5,SNS,SNS,3
R00420,SP001292,SP001834,10,POO,WEY,2
R00421,SP001296,SP003404,7,LEI,LEI,2
R00421,SP001296,SP004260,13,LUT,STP,2
R00422,SP003098,SP001302,7,FRM,BTN,4
R00422,SP003098,SP001749,7,FRM,WOK,2
R00422,SP003098,SP003293,16,XXA,HRH,2
R00422,SP003098,SP003682,17,ANG,BTN,4
R00422,SP003098,SP004200,10,HAV,BTN,1
R00422,SP003098,SP004202,7,FRM,BTN,14
R00422,SP003098,SP004208,19,WRH,BTN,2
R00423,SP001304,SP002158,12,SEL,CKL,4
R00423,SP001304,SP003015,6,MLM,MLM,4
R00424,SP001306,SP001781,9,BHI,BHM,2
R00425,SP001307,SP002155,14,BIF,LAN,2
R00425,SP001307,SP002164,14,BIF,LAN,2
R00426,SP001312,SP001866,11,HAT,KGX,1
R00427,SP001314,SP001868,5,ATH,CRE,1
R00428,SP003745,SP001322,9,PTA,PTA,1
R00429,SP002327,SP001325,6,WFJ,TRI,12
R00429,SP002327,SP002648,17,MKC,NMP,8
R00429,SP002327,SP004121,12,TRI,NMP,2
R00429,SP002327,SP004127,6,WFJ,NMP,2
R00430,SP001328,SP001873,13,HAZ,LIV,1
R00431,SP001331,SP001965,5,GSY,BDQ,52
R00432,SP001410,SP001332,8,SNF,NRW,66
R00432,SP001410,SP001402,8,SNF,CET,20
R00432,SP001410,SP001404,8,SNF,BTR,30
R00432,SP001410,SP001416,8,SNF,CLT,28
R00432,SP001410,SP001433,8,SNF,IPS,24
R00432,SP001410,SP001450,6,IFD,SOV,44
R00432,SP001410,SP001702,5,MYL,SOV,1
R00432,SP001410,SP002337,5,MYL,SNF,9
R00432,SP001410,SP002388,8,SNF,CET,8
R00432,SP001410,SP002507,5,MYL,COL,1
R00432,SP001410,SP002519,6,IFD,CLT,1
R00432,SP001410,SP002684,5,MYL,SOV,1
R00432,SP001410,SP003126,5,MYL,COL,2
R00432,SP001410,SP003205,6,IFD,CLT,1
R00432,SP001410,SP003598,5,MYL,GDP,12
R00432,SP001410,SP003738,8,SNF,HWC,2
R00432,SP001410,SP003741,8,SNF,HPQ,2
R00432,SP001410,SP003743,8,SNF,HPQ,2
R00432,SP001410,SP003905,8,SNF,WTM,2
R00432,SP001410,SP003908,8,SNF,WTM,6
R00432,SP001410,SP003910,8,SNF,BTR,2
R00432,SP001410,SP003922,8,SNF,COL,2
R00432,SP001410,SP003923,8,SNF,COL,2
R00432,SP001410,SP003926,8,SNF,COL,2
R00432,SP001410,SP003947,10,WIC,SMN,4
R00432,SP001410,SP003948,5,MYL,SOV,1
R00432,SP001410,SP003999,8,SNF,CLT,2
R00432,SP001410,SP004024,8,SNF,CLT,2
R00432,SP001410,SP004028,8,SNF,CLT,4
R00432,SP001410,SP004029,8,SNF,CLT,4
R00432,SP001410,SP004039,8,SNF,CLT,2
R00432,SP001410,SP004049,8,SNF,IPS,2
R00432,SP001410,SP004050,8,SNF,IPS,6
R00432,SP001410,SP004053,8,SNF,IPS,4
R00432,SP001410,SP004153,6,IFD,WTM,2
R00433,SP001333,SP002431,12,IPS,HPQ,2
R00434,SP001338,SP001811,8,BBN,BBN,2
R00435,SP001341,SP001934,5,XHN,EUS,1
R00436,SP001363,SP001344,11,CDF,CDF,6
R00437,SP001345,SP001853,8,TRI,EUS,2
R00437,SP001345,SP002339,8,TRI,EUS,6
R00438,SP001885,SP001351,8,XIM,EUS,2
R00438,SP001885,SP003039,11,RUG,NMP,2
R00438,SP001885,SP003329,11,RUG,RUG,2
R00439,SP002729,SP001355,6,MBR,MBR,2
R00439,SP002729,SP004361,6,MBR,SLB,2
R00440,SP001390,SP001361,13,SRA,LST,4
R00440,SP001390,SP003272,19,PDX,HWV,63
R00440,SP001390,SP003284,19,PDX,HWV,1
R00441,SP001381,SP001372,11,SAY,GLM,2
R00441,SP001381,SP001904,24,DVP,FKW,1
R00441,SP001381,SP001905,14,XRJ,CBW,1
R00441,SP001381,SP002398,11,SAY,FKW,1
R00442,SP001373,SP004600,6,ACT,SNS,1
R00443,SP001378,SP003708,16,HYN,DMR,6
R00444,SP001384,SP002403,5,AFK,XVJ,2
R00445,SP001385,SP002196,20,WSL,RGL,4
R00445,SP001385,SP002230,5,SAD,EUS,2
R00445,SP001385,SP003105,10,BHM,BHM,6
R00445,SP001385,SP003331,11,XOZ,EUS,1
R00446,SP001552,SP001388,5,FLW,QRB,6
R00446,SP001552,SP001584,5,FLW,QRB,2
R00447,SP001675,SP001392,12,BSK,PMH,2
R00447,SP001675,SP003528,12,BSK,SOU,2
R00447,SP001675,SP003544,12,BSK,PMH,2
R00447,SP001675,SP003928,5,BFN,BSK,1
R00448,SP001406,SP002391,5,WTM,LST,2
R00448,SP001406,SP002393,7,CHM,LST,4
R00448,SP001406,SP002399,5,WTM,LST,4
R00449,SP001408,SP003321,5,WTM,WTM,10
R00449,SP001408,SP003880,5,WTM,LST,6
R00449,SP001408,SP003888,5,WTM,LST,2
R00449,SP001408,SP004156,7,CHM,SNF,2
R00450,SP001418,SP003920,15,PMS,PMH,2
R00451,SP001420,SP001424,9,APS,EUS,2
R00451,SP001420,SP001426,8,HML,EUS,2
R00452,SP001422,SP003005,8,COL,COL,2
R00452,SP001422,SP004001,9,MKT,LST,1
R00452,SP001422,SP004366,9,MKT,LST,1
R00453,SP001425,SP004003,6,MKT,LST,6
R00453,SP001425,SP004334,6,MKT,LST,1
R00453,SP001425,SP004336,12,GDP,LST,2
R00453,SP001425,SP004607,6,MKT,LST,1
R00454,SP003978,SP001430,10,BSW,BSW,2
R00454,SP003978,SP003976,7,XOH,KID,2
R00454,SP003978,SP003988,20,SBJ,KID,6
R00455,SP001436,SP001444,8,TAH,BHM,4
R00456,SP001438,SP004046,8,SNF,LST,1
R00456,SP001438,SP004048,5,WTM,LST,2
R00457,SP001441,SP004060,6,WTM,LST,2
R00458,SP001476,SP001448,8,SBJ,BSW,2
R00458,SP001476,SP001461,24,DDG,DDG,2
R00458,SP001476,SP001466,6,BKD,DDG,4
R00458,SP001476,SP001480,25,LPW,SAV,4
R00458,SP001476,SP002759,25,LPW,LMS,2
R00459,SP001452,SP002223,7,NLW,MIA,1
R00459,SP001452,SP002787,7,NLW,MIA,1
R00460,SP002414,SP001453,10,GDP,LST,52
R00460,SP002414,SP002538,9,SNF,LST,1
R00460,SP002414,SP002869,9,SNF,LST,1
R00460,SP002414,SP003954,10,GDP,LST,2
R00460,SP002414,SP003955,10,GDP,LST,1
R00461,SP001457,SP001460,7,SBJ,DDG,2
R00461,SP001457,SP001464,7,SBJ,DDG,2
R00461,SP001457,SP001474,7,SBJ,SAV,2
R00461,SP001457,SP002773,18,BMO,LMS,2
R00462,SP001465,SP001467,8,STA,MAN,2
R00462,SP001465,SP002239,5,WVH,SHR,2
R00462,SP001465,SP003786,8,STA,HHD,1
R00463,SP001475,SP001567,5,BAL,WFJ,2
R00464,SP001715,SP001482,10,TAB,WVH,4
R00464,SP001715,SP001717,14,XOZ,BHI,28
R00464,SP001715,SP002234,13,BHM,BHM,2
R00464,SP001715,SP004051,10,TAB,BHM,2
R00465,SP001490,SP001634,15,XLY,ORP,4
R00466,SP001536,SP001494,8,SHR,CDF,1
R00466,SP001536,SP002856,8,SHR,MFH,1
R00466,SP001536,SP003269,8,SHR,BHI,2
R00466,SP001536,SP003356,6,WEM,MFH,1
R00467,SP003464,SP001495,5,PTA,CDF,1
R00467,SP003464,SP003355,23,SLO,PAD,1
R00467,SP003464,SP003462,6,BGN,PAD,1
R00468,SP001515,SP001517,9,WOK,GLD,2
R00468,SP001515,SP003527,9,WOK,AHT,2
R00469,SP002319,SP001516,14,NCM,RDZ,18
R00469,SP002319,SP001553,20,EAR,RDG,6
R00469,SP002319,SP002330,16,BAW,RDZ,2
R00469,SP002319,SP002353,14,NCM,RDG,3
R00469,SP002319,SP002355,12,GLD,RDG,2
R00469,SP002319,SP003728,12,GLD,RDZ,1
R00470,SP001546,SP001533,12,KNN,MAN,8
R00470,SP001546,SP001559,12,KNN,BHM,2
R00470,SP001546,SP002930,15,BHM,BHM,2
R00470,SP001546,SP003965,15,BHM,EDB,2
R00471,SP002212,SP001539,6,ALE,LIV,2
R00472,SP001551,SP001547,8,HMP,SHP,4
R00472,SP001551,SP003731,6,TED,STW,1
R00473,SP001555,SP001554,12,RAY,EAD,3
R00474,SP001558,SP001569,19,BHM,BHM,2
R00474,SP001558,SP001625,27,DBY,EDB,2
R00474,SP001558,SP003418,23,XKI,NOT,2
R00474,SP001558,SP004107,23,XKI,NOT,2
R00475,SP001564,SP003873,6,MRP,SHF,2
R00476,SP001581,SP001570,5,WSE,EBN,8
R00476,SP001581,SP002682,5,WSE,HGS,2
R00476,SP001581,SP003121,8,HGS,HGS,2
R00477,SP001571,SP002521,7,SRS,SRS,4
R00477,SP001571,SP002535,10,SRC,XSU,2
R00478,SP002531,SP001574,8,CHE,DKG,26
R00478,SP002531,SP002112,10,EPS,EPS,1
R00478,SP002531,SP002582,8,CHE,EPS,4
R00478,SP002531,SP003032,8,CHE,HRH,2
R00478,SP002531,SP003290,12,LHD,DKG,8
R00479,SP002412,SP001576,5,XYE,BHM,2
R00479,SP002412,SP002732,7,TTF,NRW,2
R00479,SP002412,SP002868,5,XYE,KLN,4
R00479,SP002412,SP004311,5,XYE,NRW,2
R00479,SP002412,SP004312,8,ATL,NRW,2
R00480,SP001590,SP001663,5,RAY,RAY,2
R00481,SP002070,SP001599,5,CEL,BMH,1
R00481,SP002070,SP002016,7,CRE,BMH,1
R00482,SP001614,SP001603,10,GTW,BAL,1
R00482,SP001614,SP001606,20,BFR,BDM,4
R00482,SP001614,SP001618,29,HPD,BDM,4
R00482,SP001614,SP001620,34,FLT,BDM,4
R00482,SP001614,SP001819,10,GTW,CBG,2
R00482,SP001614,SP002175,10,GTW,BDM,1
R00482,SP001614,SP002177,5,XKM,CBG,12
R00482,SP001614,SP002221,10,GTW,BDM,1
R00482,SP001614,SP002242,23,SPL,CBG,1
R00482,SP001614,SP002246,28,SAC,BDM,6
R00482,SP001614,SP002474,10,GTW,BDM,2
R00482,SP001614,SP002724,5,XKM,BAL,13
R00482,SP001614,SP002841,10,GTW,BDM,1
R00482,SP001614,SP003141,10,GTW,BDM,1
R00482,SP001614,SP003395,11,ELD,BDM,1
R00482,SP001614,SP003399,11,ELD,BDM,1
R00482,SP001614,SP003546,5,XKM,BAL,1
R00482,SP001614,SP003588,10,GTW,BDM,1
R00482,SP001614,SP003809,10,GTW,WSW,1
R00482,SP001614,SP003989,5,XKM,BAK,1
R00482,SP001614,SP004194,10,GTW,BDM,1
R00482,SP001614,SP004487,11,ELD,BDM,1
R00482,SP001614,SP004582,10,GTW,BDM,1
R00483,SP001604,SP001783,11,WWO,WWO,8
R00483,SP001604,SP001936,18,BAA,BOG,4
R00483,SP001604,SP002015,16,LIT,LIT,2
R00483,SP001604,SP003094,15,XXA,SOU,2
R00483,SP001604,SP003127,15,XXA,PMS,2
R00483,SP001604,SP003307,11,WWO,HAV,2
R00483,SP001604,SP004227,15,XXA,CCH,2
R00483,SP001604,SP004230,11,WWO,CCH,2
R00484,SP002159,SP001607,34,BUG,BTN,12
R00484,SP002159,SP003587,10,SVG,KGX,1
R00484,SP002159,SP004008,16,XKB,KGX,1
R00484,SP002159,SP004481,29,ELD,BTN,1
R00485,SP001610,SP001630,7,LGJ,SUO,2
R00485,SP001610,SP002743,5,BFR,GLM,6
R00485,SP001610,SP002746,5,BFR,RAI,6
R00486,SP001612,SP001686,9,SAC,RAI,1
R00486,SP001612,SP001688,18,XMK,RAI,3
R00486,SP001612,SP002054,23,ECR,TBD,32
R00486,SP001612,SP002151,23,ECR,TBD,16
R00486,SP001612,SP002165,6,LUT,EGR,6
R00486,SP001612,SP002259,6,LUT,TBD,2
R00486,SP001612,SP002981,10,HEN,BTN,1
R00486,SP001612,SP003452,23,ECR,GTW,4
R00486,SP001612,SP003483,10,HEN,BTN,1
R00487,SP001615,SP001656,11,BHM,GCR,2
R00488,SP001658,SP001631,5,KNN,CDF,1
R00488,SP001658,SP002039,9,XSW,CDF,1
R00488,SP001658,SP003971,9,XSW,WOF,2
R00488,SP001658,SP004179,17,BRI,BRI,2
R00489,SP001633,SP001660,10,FWY,PLY,2
R00490,SP001636,SP001896,5,LAI,FST,2
R00491,SP001638,SP001814,10,IMW,IMW,4
R00491,SP001638,SP003341,10,IMW,ECR,3
R00492,SP001647,SP001649,6,SRU,MYB,2
R00493,SP003082,SP001650,12,MBR,MBR,12
R00493,SP003082,SP003052,16,NNT,WTB,2
R00493,SP003082,SP003092,16,NNT,GTA,4
R00494,SP001651,SP004477,5,RDG,RDG,2
R00495,SP001653,SP002245,19,BTH,CDF,2
R00495,SP001653,SP003455,15,WMN,CDF,2
R00495,SP001653,SP003498,5,FRM,WSB,1
R00495,SP001653,SP004502,5,FRM,BRI,1
R00496,SP001668,SP003688,8,PTK,ADR,2
R00497,SP002248,SP001685,9,ORE,AFK,1
R00497,SP002248,SP001705,8,HGS,HGS,1
R00498,SP001691,SP002654,7,NOT,STP,1
R00499,SP001692,SP002340,11,AAP,MOG,4
R00499,SP001692,SP002512,11,AAP,FPK,3
R00500,SP001696,SP003663,10,DTG,GLO,2
R00501,SP001700,SP001713,6,RAY,RAY,4
R00502,SP001707,SP002701,12,WVH,BHM,1
R00503,SP001708,SP002375,5,MKT,LST,2
R00504,SP001710,SP002069,6,BHM,BHM,4
R00505,SP001711,SP002397,9,SDL,SDL,6
R00505,SP001711,SP003460,7,LVC,LVC,2
R00506,SP001712,SP002343,7,BHM,BHM,4
R00507,SP001714,SP003311,6,AHT,FNH,6
R00508,SP001722,SP001719,9,GUI,MAN,8
R00508,SP001722,SP001720,10,ABY,MAN,2
R00508,SP001722,SP001721,9,GUI,MAN,14
R00509,SP001724,SP002115,10,WWO,BOG,1
R00510,SP001780,SP001731,10,KDG,SOT,1
R00510,SP001780,SP004402,8,MAC,MAC,1
R00511,SP001743,SP002160,12,BIF,CKL,4
R00511,SP001743,SP002170,12,BIF,CKL,2
R00511,SP001743,SP004265,6,GOS,BIF,2
R00511,SP001743,SP004267,12,BIF,MLM,2
R00512,SP001748,SP003011,17,HYN,MLN,10
R00512,SP001748,SP003864,17,HYN,GRS,4
R00513,SP003886,SP001758,5,ARB,ABD,2
R00513,SP003886,SP002439,5,ARB,INV,2
R00514,SP001764,SP002499,10,SPT,MAN,2
R00515,SP001765,SP002504,11,SPT,MAN,2
R00516,SP002417,SP001768,9,BRI,CDF,2
R00517,SP001771,SP002921,5,HAY,SWA,1
R00517,SP001771,SP002975,5,HAY,GMV,1
R00517,SP001771,SP003349,5,HAY,SWA,1
R00517,SP001771,SP003351,5,HAY,OXF,1
R00518,SP003522,SP001772,6,EAL,PAD,4
R00518,SP003522,SP003636,6,EAL,PAD,1
R00519,SP001776,SP002003,6,WKD,MCV,2
R00520,SP001784,SP003286,17,BAL,BAK,1
R00521,SP002832,SP001794,10,CTR,CRE,2
R00521,SP002832,SP003585,10,CTR,BHM,2
R00522,SP001800,SP004313,7,RMD,QRB,2
R00523,SP002019,SP001802,10,HIN,HBL,2
R00523,SP002019,SP001860,10,HIN,WGN,2
R00523,SP002019,SP002390,10,HIN,SOP,2
R00523,SP002019,SP003824,10,HIN,WGW,2
R00524,SP001803,SP002104,6,WVH,SHR,26
R00524,SP001803,SP002108,6,WVH,SHR,2
R00524,SP001803,SP003023,10,CRE,CRE,4
R00524,SP001803,SP003972,6,WVH,SHR,3
R00525,SP001806,SP003392,6,MAI,PAD,1
R00525,SP001806,SP004189,8,STL,PAD,1
