pattern_a,pattern_b,origin,destination_a,destination_b,shared_prefix,divergence_station,branch_a,branch_b,overlap
SP001651,SP004477,NBY,PAD,RDG,5,RDG,TWY,,1.0
SP001652,SP003131,BDW,PAD,RDG,6,THA,THE,MDG,0.545
SP001653,SP002245,PMH,CDF,CDF,19,BTH,BRI,KYN,0.731
SP001653,SP003455,PMH,CDF,CDF,15,WMN,WSB,DMH,0.577
SP001653,SP003498,PMH,CDF,WSB,5,FRM,SNW,BOE,0.294
SP001653,SP004502,PMH,CDF,BRI,5,FRM,SNW,BOE,0.238
SP001654,SP001823,PAD,NBY,SWA,6,RDG,THE,GOR,0.6
SP001654,SP001838,PAD,NBY,SWA,6,RDG,THE,GOR,0.6
SP001654,SP001939,PAD,NBY,RDG,6,RDG,THE,,1.0
SP001654,SP002174,PAD,NBY,WSM,6,RDG,THE,GOR,0.6
SP001654,SP002183,PAD,NBY,WSM,6,RDG,THE,GOR,0.6
SP001654,SP002209,PAD,NBY,EXD,7,THE,THA,NBY,0.7
SP001654,SP002216,PAD,NBY,NQY,7,THE,THA,NBY,0.7
SP001654,SP002711,PAD,NBY,BDW,8,THA,NRC,NBY,0.8
SP001654,SP003385,PAD,NBY,PGN,7,THE,THA,NBY,0.7
SP001654,SP003417,PAD,NBY,CDF,6,RDG,THE,GOR,0.6
SP001654,SP003420,PAD,NBY,WOS,6,RDG,THE,GOR,0.6
SP001654,SP003428,PAD,NBY,WSB,8,THA,NRC,NBY,0.8
SP001654,SP003429,PAD,NBY,CMN,6,RDG,THE,GOR,0.6
SP001654,SP003434,PAD,NBY,SWA,6,RDG,THE,GOR,0.6
SP001654,SP003440,PAD,NBY,SWA,6,RDG,THE,GOR,0.6
SP001654,SP003448,PAD,NBY,TAU,6,RDG,THE,GOR,0.6
SP001654,SP003480,PAD,NBY,PNZ,7,THE,THA,NBY,0.7
SP001654,SP003666,PAD,NBY,TAU,6,RDG,THE,GOR,0.6
SP001654,SP003788,PAD,NBY,SWA,6,RDG,THE,GOR,0.6
SP001654,SP004186,PAD,NBY,FRO,8,THA,NRC,NBY,0.8
SP001654,SP004248,PAD,NBY,WPH,6,RDG,THE,GOR,0.6
SP001654,SP004338,PAD,NBY,BPW,6,RDG,THE,GOR,0.6
SP001654,SP004416,PAD,NBY,BDW,6,RDG,THE,RDW,0.6
SP001654,SP004476,PAD,NBY,BAN,6,RDG,THE,GOR,0.6
SP001654,SP004599,PAD,NBY,WOS,6,RDG,THE,GOR,0.6
SP001655,SP002068,ABD,PLY,EDB,11,LDY,MNC,KDY,0.55
SP001655,SP003116,ABD,PLY,DON,11,LDY,MNC,KDY,0.367
SP001657,SP001659,NCL,RDG,RDG,8,MEX,SWN,SHF,0.229
SP001657,SP001667,NCL,RDG,PLY,6,YRK,DON,CHF,0.162
SP001657,SP001683,NCL,RDG,RDG,16,TAH,WNE,XKI,0.432
SP001657,SP001878,NCL,RDG,RDG,16,TAH,WNE,XKI,0.444
SP001657,SP004589,NCL,RDG,KGX,7,DON,MEX,RET,0.2
SP001658,SP002039,BHM,PGN,CDF,9,XSW,WOP,DTW,0.429
SP001658,SP003971,BHM,PGN,WOF,9,XSW,WOP,DTW,0.818
SP001658,SP004179,BHM,PGN,BRI,17,BRI,BWT,,1.0
SP001659,SP001667,NCL,RDG,PLY,6,YRK,DON,CHF,0.171
SP001659,SP001683,NCL,RDG,RDG,8,MEX,SHF,SWN,0.229
SP001659,SP001878,NCL,RDG,RDG,8,MEX,SHF,SWN,0.229
SP001659,SP004589,NCL,RDG,KGX,7,DON,MEX,RET,0.2
SP001665,SP002289,RAI,KTN,WHP,31,KTN,,WHP,1.0
SP001665,SP002797,RAI,KTN,WHP,27,BFR,CTK,ZFD,0.871
SP001665,SP002803,RAI,KTN,DFD,14,DFD,XRT,,1.0
SP001666,SP001669,MAN,PGN,PGN,32,BRI,WSM,BWT,0.744
SP001666,SP001672,MAN,PGN,BRI,32,BRI,WSM,,1.0
SP001666,SP001774,MAN,PGN,RDG,17,XOZ,XON,SCF,0.586
SP001666,SP003253,MAN,PGN,EUS,8,SNE,STA,XCO,0.308
SP001666,SP003266,MAN,PGN,EUS,13,DDP,XGJ,SAD,0.371
SP001666,SP003377,MAN,PGN,SOU,17,XOZ,XON,SCF,0.447
SP001666,SP004023,MAN,PGN,EUS,8,SNE,STA,XCO,0.296
SP001667,SP001683,NCL,PLY,RDG,6,YRK,CHF,DON,0.162
SP001667,SP001878,NCL,PLY,RDG,6,YRK,CHF,DON,0.167
SP001667,SP004589,NCL,PLY,KGX,6,YRK,CHF,DON,0.171
SP001668,SP003688,DMR,LRH,ADR,8,PTK,EXG,CHC,0.4
SP001669,SP001672,MAN,PGN,BRI,32,BRI,BWT,,1.0
SP001669,SP001774,MAN,PGN,RDG,17,XOZ,XON,SCF,0.586
SP001669,SP003253,MAN,PGN,EUS,8,SNE,STA,XCO,0.308
SP001669,SP003266,MAN,PGN,EUS,13,DDP,XGJ,SAD,0.371
SP001669,SP003377,MAN,PGN,SOU,17,XOZ,XON,SCF,0.447
SP001669,SP004023,MAN,PGN,EUS,8,SNE,STA,XCO,0.296
SP001671,SP001674,EDB,PLY,CDF,43,CNM,YAE,GCR,0.878
SP001671,SP001676,EDB,PLY,PLY,47,BRI,WSM,BWT,0.81
SP001671,SP001680,EDB,PLY,BRI,43,CNM,YAE,GCR,0.896
SP001671,SP001876,EDB,PLY,PNZ,47,BRI,WSM,BWT,0.797
SP001671,SP001877,EDB,PLY,KGX,14,YRK,CHF,DON,0.333
SP001671,SP002344,EDB,PLY,KGX,14,YRK,CHF,DON,0.359
SP001671,SP002854,EDB,PLY,NCL,8,MPT,NCL,CRM,0.8
SP001671,SP002942,EDB,PLY,KGX,10,DHM,DAR,NTR,0.323
SP001671,SP002958,EDB,PLY,KGX,14,YRK,CHF,DON,0.438
SP001671,SP003384,EDB,PLY,BRI,47,BRI,WSM,,1.0
SP001671,SP003476,EDB,PLY,KGX,14,YRK,CHF,DON,0.412
SP001671,SP004602,EDB,PLY,KGX,14,YRK,CHF,DON,0.326
SP001672,SP001774,MAN,BRI,RDG,17,XOZ,XON,SCF,0.586
SP001672,SP003253,MAN,BRI,EUS,8,SNE,STA,XCO,0.308
SP001672,SP003266,MAN,BRI,EUS,13,DDP,XGJ,SAD,0.406
SP001672,SP003377,MAN,BRI,SOU,17,XOZ,XON,SCF,0.531
SP001672,SP004023,MAN,BRI,EUS,8,SNE,STA,XCO,0.296
SP001674,SP001676,EDB,CDF,PLY,43,CNM,GCR,YAE,0.878
SP001674,SP001680,EDB,CDF,BRI,44,GCR,LYD,YAE,0.917
SP001674,SP001876,EDB,CDF,PNZ,43,CNM,GCR,YAE,0.878
SP001674,SP001877,EDB,CDF,KGX,14,YRK,CHF,DON,0.333
SP001674,SP002344,EDB,CDF,KGX,14,YRK,CHF,DON,0.359
SP001674,SP002854,EDB,CDF,NCL,8,MPT,NCL,CRM,0.8
SP001674,SP002942,EDB,CDF,KGX,10,DHM,DAR,NTR,0.323
SP001674,SP002958,EDB,CDF,KGX,14,YRK,CHF,DON,0.438
SP001674,SP003384,EDB,CDF,BRI,43,CNM,GCR,YAE,0.915
SP001674,SP003476,EDB,CDF,KGX,14,YRK,CHF,DON,0.412
SP001674,SP004602,EDB,CDF,KGX,14,YRK,CHF,DON,0.326
SP001675,SP003528,NEM,BSK,SOU,12,BSK,,MIC,1.0
SP001675,SP003544,NEM,BSK,PMH,12,BSK,,MIC,1.0
SP001675,SP003928,NEM,BSK,BSK,5,BFN,WOK,WBY,0.417
SP001676,SP001680,EDB,PLY,BRI,43,CNM,YAE,GCR,0.896
SP001676,SP001876,EDB,PLY,PNZ,58,PLY,,STS,1.0
SP001676,SP001877,EDB,PLY,KGX,14,YRK,CHF,DON,0.333
SP001676,SP002344,EDB,PLY,KGX,14,YRK,CHF,DON,0.359
SP001676,SP002854,EDB,PLY,NCL,8,MPT,NCL,CRM,0.8
SP001676,SP002942,EDB,PLY,KGX,10,DHM,DAR,NTR,0.323
SP001676,SP002958,EDB,PLY,KGX,14,YRK,CHF,DON,0.438
SP001676,SP003384,EDB,PLY,BRI,47,BRI,BWT,,1.0
SP001676,SP003476,EDB,PLY,KGX,14,YRK,CHF,DON,0.412
SP001676,SP004602,EDB,PLY,KGX,14,YRK,CHF,DON,0.326
SP001677,SP003020,LUT,ORP,SUO,18,LGJ,DMK,HNH,0.581
SP001678,SP001690,MOG,SVG,HFN,7,HGY,AAP,HRN,0.368
SP001678,SP001695,MOG,SVG,HFN,7,HGY,AAP,HRN,0.389
SP001678,SP001703,MOG,SVG,WGC,7,HGY,AAP,HRN,0.389
SP001678,SP002144,MOG,SVG,HFN,7,HGY,AAP,HRN,0.412
SP001678,SP002297,MOG,SVG,WGC,8,AAP,BOP,NSG,0.471
SP001678,SP002299,MOG,SVG,WGC,8,AAP,BOP,NBA,0.533
SP001678,SP002342,MOG,SVG,GDH,7,HGY,AAP,HRN,0.467
SP001678,SP002753,MOG,SVG,FPK,6,FPK,HGY,,1.0
SP001678,SP003174,MOG,SVG,LET,7,HGY,AAP,HRN,0.35
SP001678,SP003376,MOG,SVG,WGC,6,FPK,HGY,AAP,0.429
SP001679,SP001693,BSK,NEM,NEM,7,WOK,SUR,BFN,0.778
SP001679,SP002622,BSK,NEM,NEM,5,FNB,BKO,WOK,0.556
SP001679,SP004468,BSK,NEM,WOK,7,WOK,SUR,,1.0
SP001680,SP001876,EDB,BRI,PNZ,43,CNM,GCR,YAE,0.896
SP001680,SP001877,EDB,BRI,KGX,14,YRK,CHF,DON,0.333
SP001680,SP002344,EDB,BRI,KGX,14,YRK,CHF,DON,0.359
SP001680,SP002854,EDB,BRI,NCL,8,MPT,NCL,CRM,0.8
SP001680,SP002942,EDB,BRI,KGX,10,DHM,DAR,NTR,0.323
SP001680,SP002958,EDB,BRI,KGX,14,YRK,CHF,DON,0.438
SP001680,SP003384,EDB,BRI,BRI,43,CNM,GCR,YAE,0.915
SP001680,SP003476,EDB,BRI,KGX,14,YRK,CHF,DON,0.412
SP001680,SP004602,EDB,BRI,KGX,14,YRK,CHF,DON,0.326
SP001681,SP001778,WHP,ORP,SUO,8,LGJ,DMK,HNH,0.381
SP001681,SP003915,WHP,ORP,RAI,6,BFR,EPH,XMK,0.261
SP001681,SP004591,WHP,ORP,RAI,6,BFR,EPH,XMK,0.261
SP001683,SP001878,NCL,RDG,RDG,34,OXF,DID,GOR,0.944
SP001683,SP004589,NCL,RDG,KGX,7,DON,MEX,RET,0.2
SP001685,SP001705,EBN,AFK,HGS,8,HGS,ORE,,1.0
SP001685,SP002248,EBN,AFK,ORE,9,ORE,TOK,,1.0
SP001686,SP001688,BDM,RAI,RAI,9,SAC,RDT,HEN,0.209
SP001686,SP002054,BDM,RAI,TBD,9,SAC,RDT,HEN,0.281
SP001686,SP002151,BDM,RAI,TBD,9,SAC,RDT,HEN,0.265
SP001686,SP002165,BDM,RAI,EGR,6,LUT,LTN,HPD,0.188
SP001686,SP002259,BDM,RAI,TBD,6,LUT,LTN,HPD,0.222
SP001686,SP002981,BDM,RAI,BTN,9,SAC,RDT,HEN,0.225
SP001686,SP003452,BDM,RAI,GTW,9,SAC,RDT,HEN,0.29
SP001686,SP003483,BDM,RAI,BTN,9,SAC,RDT,HEN,0.214
SP001688,SP002054,BDM,RAI,TBD,18,XMK,XKE,XLJ,0.562
SP001688,SP002151,BDM,RAI,TBD,18,XMK,XKE,XLJ,0.529
SP001688,SP002165,BDM,RAI,EGR,6,LUT,LTN,HPD,0.188
SP001688,SP002259,BDM,RAI,TBD,6,LUT,LTN,HPD,0.222
SP001688,SP002981,BDM,RAI,BTN,10,HEN,CRI,BCZ,0.25
SP001688,SP003452,BDM,RAI,GTW,18,XMK,XKE,XLJ,0.581
SP001688,SP003483,BDM,RAI,BTN,10,HEN,CRI,BCZ,0.238
SP001690,SP001695,MOG,HFN,HFN,17,CUF,BAY,HFN,0.944
SP001690,SP001703,MOG,HFN,WGC,9,AAP,BOP,NSG,0.5
SP001690,SP002144,MOG,HFN,HFN,15,GDH,CWH,CUF,0.882
SP001690,SP002297,MOG,HFN,WGC,7,HGY,HRN,AAP,0.412
SP001690,SP002299,MOG,HFN,WGC,7,HGY,HRN,AAP,0.467
SP001690,SP002342,MOG,HFN,GDH,15,GDH,CWH,,1.0
SP001690,SP002753,MOG,HFN,FPK,6,FPK,HGY,,1.0
SP001690,SP003174,MOG,HFN,LET,19,HFN,,WAS,1.0
SP001690,SP003376,MOG,HFN,WGC,6,FPK,HGY,AAP,0.429
SP001691,SP002654,DBY,NOT,STP,7,NOT,,BEE,1.0
SP001692,SP002340,HFN,MOG,MOG,11,AAP,HRN,HGY,0.611
SP001692,SP002512,HFN,MOG,FPK,11,AAP,HRN,FPK,0.917
SP001693,SP002622,BSK,NEM,NEM,5,FNB,BKO,WOK,0.5
SP001693,SP004468,BSK,NEM,WOK,7,WOK,BFN,,1.0
SP001695,SP001703,MOG,HFN,WGC,9,AAP,BOP,NSG,0.5
SP001695,SP002144,MOG,HFN,HFN,15,GDH,CWH,CUF,0.882
SP001695,SP002297,MOG,HFN,WGC,7,HGY,HRN,AAP,0.412
SP001695,SP002299,MOG,HFN,WGC,7,HGY,HRN,AAP,0.467
SP001695,SP002342,MOG,HFN,GDH,15,GDH,CWH,,1.0
SP001695,SP002753,MOG,HFN,FPK,6,FPK,HGY,,1.0
SP001695,SP003174,MOG,HFN,LET,17,CUF,HFN,BAY,0.944
SP001695,SP003376,MOG,HFN,WGC,6,FPK,HGY,AAP,0.429
SP001696,SP003663,MAN,HDF,GLO,10,DTG,GLO,HDF,0.833
SP001700,SP001713,CSS,EAD,RAY,6,RAY,EAD,,1.0
SP001702,SP002337,LST,SOV,SNF,5,MYL,MNP,FOG,0.312
SP001702,SP002388,LST,SOV,CET,5,MYL,MNP,IFD,0.312
SP001702,SP002507,LST,SOV,COL,8,SVK,CTH,GMY,0.444
SP001702,SP002519,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP002684,LST,SOV,SOV,14,SNF,WIC,BIC,0.778
SP001702,SP003126,LST,SOV,COL,5,MYL,MNP,FOG,0.294
SP001702,SP003205,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP003598,LST,SOV,GDP,5,MYL,MNP,FOG,0.385
SP001702,SP003738,LST,SOV,HWC,5,MYL,MNP,IFD,0.278
SP001702,SP003741,LST,SOV,HPQ,5,MYL,MNP,IFD,0.278
SP001702,SP003743,LST,SOV,HPQ,5,MYL,MNP,IFD,0.294
SP001702,SP003905,LST,SOV,WTM,5,MYL,MNP,IFD,0.385
SP001702,SP003908,LST,SOV,WTM,5,MYL,MNP,IFD,0.417
SP001702,SP003910,LST,SOV,BTR,5,MYL,MNP,IFD,0.312
SP001702,SP003922,LST,SOV,COL,5,MYL,MNP,IFD,0.333
SP001702,SP003923,LST,SOV,COL,5,MYL,MNP,IFD,0.333
SP001702,SP003926,LST,SOV,COL,5,MYL,MNP,IFD,0.312
SP001702,SP003947,LST,SOV,SMN,5,MYL,MNP,IFD,0.312
SP001702,SP003948,LST,SOV,SOV,7,IFD,SVK,GMY,0.389
SP001702,SP003999,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP004024,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP004028,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP004029,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP004039,LST,SOV,CLT,5,MYL,MNP,IFD,0.278
SP001702,SP004049,LST,SOV,IPS,5,MYL,MNP,IFD,0.278
SP001702,SP004050,LST,SOV,IPS,5,MYL,MNP,IFD,0.312
SP001702,SP004053,LST,SOV,IPS,5,MYL,MNP,IFD,0.333
SP001702,SP004153,LST,SOV,WTM,5,MYL,MNP,IFD,0.385
SP001703,SP002144,MOG,WGC,HFN,9,AAP,NSG,BOP,0.529
SP001703,SP002297,MOG,WGC,WGC,7,HGY,HRN,AAP,0.412
SP001703,SP002299,MOG,WGC,WGC,7,HGY,HRN,AAP,0.467
SP001703,SP002342,MOG,WGC,GDH,9,AAP,NSG,BOP,0.6
SP001703,SP002753,MOG,WGC,FPK,6,FPK,HGY,,1.0
SP001703,SP003174,MOG,WGC,LET,9,AAP,NSG,BOP,0.5
SP001703,SP003376,MOG,WGC,WGC,6,FPK,HGY,AAP,0.429
SP001705,SP002248,EBN,HGS,ORE,8,HGS,,ORE,1.0
SP001707,SP002701,SHR,BHM,BHM,12,WVH,XPJ,DDP,0.706
SP001708,SP002375,HPQ,LST,LST,5,MKT,KEL,WTM,0.333
SP001710,SP002069,BHI,RGL,BHM,6,BHM,XOS,,1.0
SP001711,SP002397,HNX,OMS,SDL,9,SDL,KKD,,1.0
SP001711,SP003460,HNX,OMS,LVC,7,LVC,XMR,,1.0
SP001712,SP002343,BHI,RGL,BHM,7,BHM,XOS,,1.0
SP001714,SP003311,ACT,AHT,FNH,6,AHT,,FNH,1.0
SP001715,SP001717,RGL,BHI,BHI,14,XOZ,ADD,SCF,0.778
SP001715,SP002234,RGL,BHI,BHM,13,BHM,XOZ,,1.0
SP001715,SP004051,RGL,BHI,BHM,10,TAB,XRA,HSD,0.556
SP001717,SP002234,RGL,BHI,BHM,13,BHM,XOZ,,1.0
SP001717,SP004051,RGL,BHI,BHM,10,TAB,XRA,HSD,0.556
SP001718,SP001762,XSU,SUO,BAK,7,SYD,PNW,CYP,0.5
SP001718,SP003228,XSU,SUO,ECR,10,NWD,XGU,ECR,0.909
SP001718,SP003838,XSU,SUO,CAT,10,NWD,XGU,ECR,0.714
SP001719,SP001720,HDF,MAN,MAN,9,GUI,GTO,ABY,0.75
SP001719,SP001721,HDF,MAN,MAN,9,GUI,GTO,FRF,0.75
SP001719,SP001722,HDF,MAN,MAN,9,GUI,GTO,ABY,0.818
SP001720,SP001721,HDF,MAN,MAN,9,GUI,ABY,FRF,0.75
SP001720,SP001722,HDF,MAN,MAN,10,ABY,ADK,MAN,0.909
SP001721,SP001722,HDF,MAN,MAN,9,GUI,FRF,ABY,0.818
SP001724,SP002115,HOV,BOG,BOG,10,WWO,DUR,ANG,0.667
SP001726,SP002354,KGX,CBG,RYS,8,WGC,XGN,WLW,0.471
SP001726,SP002757,KGX,CBG,CBG,8,WGC,XGN,WLW,0.381
SP001726,SP002762,KGX,CBG,CBG,8,WGC,XGN,WLW,0.381
SP001727,SP001880,KGX,CBG,BEV,9,HIT,LET,BIW,0.529
SP001727,SP002020,KGX,CBG,PBO,9,HIT,LET,ARL,0.562
SP001727,SP002363,KGX,CBG,LET,5,PBR,WGC,HAT,0.385
SP001727,SP002914,KGX,CBG,KLN,17,CBG,,CMB,1.0
SP001727,SP002953,KGX,CBG,EDB,9,HIT,LET,BIW,0.529
SP001727,SP003540,KGX,CBG,GLQ,9,HIT,LET,BIW,0.529
SP001727,SP003600,KGX,CBG,CBG,13,RYS,FXN,MEL,0.765
SP001727,SP003669,KGX,CBG,INV,9,HIT,LET,BIW,0.529
SP001730,SP001858,PMH,HRH,BTN,6,HAV,WBL,EMS,0.316
SP001730,SP001867,PMH,HRH,NEM,6,HAV,WBL,RLN,0.316
SP001730,SP003439,PMH,HRH,GLD,6,HAV,WBL,RLN,0.375
SP001731,SP001780,MAN,SOT,SOT,10,KDG,LPT,SOT,0.909
SP001731,SP004402,MAN,SOT,MAC,8,MAC,CNG,,1.0
SP001733,SP002945,RCD,LDS,LDS,6,HBD,MYT,HFX,0.5
SP001733,SP003695,RCD,LDS,LDS,9,HFX,LMR,BDI,0.818
SP001734,SP002173,XSU,EPS,HRH,5,NWD,XGU,ECR,0.357
SP001734,SP002256,XSU,EPS,TBD,5,NWD,XGU,ECR,0.455
SP001734,SP002498,XSU,EPS,EBN,5,NWD,XGU,ECR,0.357
SP001734,SP002506,XSU,EPS,LIT,5,NWD,XGU,ECR,0.357
SP001734,SP002516,XSU,EPS,BOG,5,NWD,XGU,ECR,0.357
SP001734,SP002725,XSU,EPS,EGR,5,NWD,XGU,ECR,0.385
SP001734,SP002810,XSU,EPS,CAT,5,NWD,XGU,ECR,0.385
SP001734,SP003249,XSU,EPS,ECR,5,NWD,XGU,ECR,0.833
SP001735,SP004096,BHM,NOT,NOT,5,XKI,WNE,TAH,0.385
SP001736,SP002950,MAN,MIA,CRE,7,MIA,,SYA,1.0
SP001736,SP004042,MAN,MIA,CRE,6,HDG,MIA,WML,0.857
SP001740,SP003076,MAN,HAZ,SHF,7,HAZ,,CLY,1.0
SP001741,SP001761,QRB,KNG,HOU,9,TWI,STW,WTN,0.818
SP001741,SP003306,QRB,KNG,STW,10,STW,TED,,1.0
SP001742,SP001744,NEM,PMS,HSL,10,HSL,LIP,,1.0
SP001742,SP001849,NEM,PMS,SOU,16,BDH,HLS,CSA,0.842
SP001742,SP001850,NEM,PMS,FRM,15,HAV,BDH,CSA,0.833
SP001743,SP002160,LAN,BIF,CKL,12,BIF,,ASK,1.0
SP001743,SP002170,LAN,BIF,CKL,12,BIF,,ASK,1.0
SP001743,SP004265,LAN,BIF,BIF,6,GOS,KBK,CAK,0.6
SP001743,SP004267,LAN,BIF,MLM,12,BIF,,ASK,1.0
SP001744,SP001849,NEM,HSL,SOU,10,HSL,,LIP,1.0
SP001744,SP001850,NEM,HSL,FRM,10,HSL,,LIP,1.0
SP001747,SP001750,AON,NEM,NEM,7,WOK,BFN,WBY,0.583
SP001748,SP003011,LRH,DMR,MLN,17,HYN,JOR,ANL,0.773
SP001748,SP003864,LRH,DMR,GRS,17,HYN,JOR,GRS,0.944
SP001749,SP003098,SOU,WOK,BTN,7,FRM,CSA,PTC,0.389
SP001749,SP003293,SOU,WOK,HRH,7,FRM,CSA,PTC,0.389
SP001749,SP003682,SOU,WOK,BTN,7,FRM,CSA,PTC,0.389
SP001749,SP004200,SOU,WOK,BTN,7,FRM,CSA,PTC,0.389
SP001749,SP004202,SOU,WOK,BTN,9,HAV,PTR,EMS,0.5
SP001749,SP004208,SOU,WOK,BTN,7,FRM,CSA,PTC,0.389
SP001756,SP001759,RSH,MAN,MAN,6,GUI,FRF,GTO,0.667
SP001758,SP002439,DEE,ABD,INV,10,ABD,,DYC,1.0
SP001758,SP003886,DEE,ABD,ARB,5,ARB,MTS,,1.0
SP001761,SP003306,QRB,HOU,STW,9,TWI,WTN,STW,0.9
SP001762,SP003228,XSU,BAK,ECR,7,SYD,CYP,PNW,0.636
SP001762,SP003838,XSU,BAK,CAT,7,SYD,CYP,PNW,0.5
SP001763,SP003161,NOT,SKG,PBO,5,BTF,ANC,GRA,0.714
SP001764,SP002499,SOT,MAN,MAN,10,SPT,MAN,HTC,0.909
SP001765,SP002504,SOT,MAN,MAN,11,SPT,HTC,MAN,0.917
SP001768,SP002417,WSB,CDF,BRI,9,BRI,LWH,,1.0
SP001771,SP002921,PAD,HWV,SWA,5,HAY,HXX,WDT,0.714
SP001771,SP002975,PAD,HWV,GMV,5,HAY,HXX,WDT,0.714
SP001771,SP003349,PAD,HWV,SWA,5,HAY,HXX,WDT,0.714
SP001771,SP003351,PAD,HWV,OXF,5,HAY,HXX,WDT,0.714
SP001772,SP003522,HWV,PAD,SNF,6,EAL,AML,PDX,0.75
SP001772,SP003636,HWV,PAD,PAD,6,EAL,AML,PAD,0.857
SP001774,SP003253,MAN,RDG,EUS,8,SNE,STA,XCO,0.308
SP001774,SP003266,MAN,RDG,EUS,13,DDP,XGJ,SAD,0.448
SP001774,SP003377,MAN,RDG,SOU,29,RDG,,BMY,1.0
SP001774,SP004023,MAN,RDG,EUS,8,SNE,STA,XCO,0.296
SP001775,SP002341,MCV,WGN,WGW,10,HIN,WGN,WGW,0.909
SP001776,SP002003,WGW,MCV,MCV,6,WKD,MSD,SNN,0.6
SP001777,SP003754,LIV,MCV,WGN,12,NLW,PAT,WGN,0.923
SP001777,SP004459,LIV,MCV,MCV,12,NLW,PAT,ECC,0.8
SP001778,SP003915,WHP,SUO,RAI,6,BFR,EPH,XMK,0.286
SP001778,SP004591,WHP,SUO,RAI,6,BFR,EPH,XMK,0.286
SP001780,SP004402,MAN,SOT,MAC,8,MAC,CNG,,1.0
SP001782,SP003019,SUO,XSU,BDM,7,TUH,NDL,HNH,0.583
SP001782,SP004414,SUO,XSU,BAL,5,MTC,STE,BAL,0.833
SP001783,SP001936,BTN,WWO,BOG,11,WWO,,DUR,1.0
SP001783,SP002015,BTN,WWO,LIT,11,WWO,,DUR,1.0
SP001783,SP003094,BTN,WWO,SOU,11,WWO,,DUR,1.0
SP001783,SP003127,BTN,WWO,PMS,11,WWO,,DUR,1.0
SP001783,SP003307,BTN,WWO,HAV,11,WWO,,ANG,1.0
SP001783,SP004227,BTN,WWO,CCH,11,WWO,,DUR,1.0
SP001783,SP004230,BTN,WWO,CCH,11,WWO,,ANG,1.0
SP001784,SP003286,HRH,BAK,BAK,17,BAL,BAK,WSW,0.944
SP001786,SP002133,BHI,CTR,SHR,9,WVH,COS,BBK,0.45
SP001786,SP002825,BHI,CTR,HHD,20,CTR,,SHT,1.0
SP001786,SP004583,BHI,CTR,MAN,20,CTR,,HSB,1.0
SP001787,SP002269,HHD,CTR,CDF,7,BNG,LLF,PMW,0.389
SP001787,SP002840,HHD,CTR,BHI,7,BNG,LLF,PMW,0.389
SP001787,SP003654,HHD,CTR,CRE,7,BNG,LLF,PMW,0.412
SP001789,SP002882,LLJ,SHR,CRE,8,CTR,WRX,CRE,0.889
SP001789,SP003605,LLJ,SHR,LIV,8,CTR,WRX,HSB,0.615
SP001789,SP003612,LLJ,SHR,MIA,8,CTR,WRX,HSB,0.615
SP001789,SP003990,LLJ,SHR,MIA,8,CTR,WRX,HSB,0.615
SP001791,SP004611,ASN,SNS,QRB,5,SNS,,AFS,1.0
SP001792,SP002081,LIV,EUS,BHM,6,ACB,WSF,HTF,0.333
SP001792,SP003111,LIV,EUS,EUS,6,ACB,WSF,HTF,0.222
SP001792,SP004026,LIV,EUS,CRE,6,ACB,WSF,HTF,0.667
SP001794,SP002832,LLD,CRE,LIV,10,CTR,CRE,HSB,0.909
SP001794,SP003585,LLD,CRE,BHM,10,CTR,CRE,WRX,0.909
SP001796,SP001798,PMH,WIN,ESL,10,ESL,XEW,,1.0
SP001796,SP001882,PMH,WIN,NEM,13,WIN,,MIC,1.0
SP001796,SP003035,PMH,WIN,NEM,13,WIN,,MIC,1.0
SP001796,SP003511,PMH,WIN,NEM,13,WIN,,MIC,1.0
SP001796,SP003545,PMH,WIN,NEM,11,XEW,SHW,WIN,0.846
SP001798,SP001882,PMH,ESL,NEM,10,ESL,,XEW,1.0
SP001798,SP003035,PMH,ESL,NEM,10,ESL,,XEW,1.0
SP001798,SP003511,PMH,ESL,NEM,10,ESL,,XEW,1.0
SP001798,SP003545,PMH,ESL,NEM,10,ESL,,XEW,1.0
SP001800,SP004313,SNS,QRB,QRB,7,RMD,BNS,NSH,0.7
SP001802,SP001860,MCV,HBL,WGN,10,HIN,WGW,WGN,0.909
SP001802,SP002019,MCV,HBL,WGW,10,HIN,WGW,INC,0.833
SP001802,SP002390,MCV,HBL,SOP,11,WGW,PEM,GST,0.688
SP001802,SP003824,MCV,HBL,WGW,11,WGW,PEM,,1.0
SP001803,SP002104,BHM,LIV,SHR,6,WVH,XBJ,COS,0.462
SP001803,SP002108,BHM,LIV,SHR,6,WVH,XBJ,CSL,0.429
SP001803,SP003023,BHM,LIV,CRE,10,CRE,WSF,,1.0
SP001803,SP003972,BHM,LIV,SHR,6,WVH,XBJ,BBK,0.353
SP001804,SP002078,CRE,EUS,BHM,5,WVH,DDP,CSY,0.357
SP001804,SP002646,CRE,EUS,BHM,6,DDP,SAD,XGQ,0.6
