route_id,from_crs,to_crs
R00001,WKI,HYK
R00001,HYK,MNR
R00001,MNR,MEO
R00001,MEO,MRT
R00001,MRT,LSW
R00001,LSW,BID
R00001,BID,BKN
R00001,BKN,BKP
R00001,BKP,CNP
R00001,CNP,BKQ
R00001,BKQ,LVJ
R00001,LVJ,MRF
R00001,MRF,LVL
R00001,LVL,XLV
R00001,XLV,LVJ
R00001,LVJ,BKQ
R00001,BKQ,CNP
R00001,CNP,BKP
R00001,BKP,BKN
R00001,BKN,BID
R00001,BID,LSW
R00001,LSW,MRT
R00001,MRT,MEO
R00001,MEO,MNR
R00001,MNR,HYK
R00001,HYK,WKI
R00002,ORP,PET
R00002,PET,XPE
R00002,XPE,XLY
R00002,XLY,BKL
R00002,BKL,BMS
R00002,BMS,SRT
R00002,SRT,RVB
R00002,RVB,BEC
R00002,BEC,BGM
R00002,BGM,CTF
R00002,CTF,CFT
R00002,CFT,NHD
R00002,NHD,PMR
R00002,PMR,DMK
R00002,DMK,LGJ
R00002,LGJ,EPH
R00002,EPH,BFR
R00002,BFR,CTK
R00002,CTK,ZFD
R00002,ZFD,SPL
R00002,SPL,KTN
R00002,KTN,WHP
R00002,WHP,CRI
R00002,CRI,BCZ
R00002,BCZ,HEN
R00002,HEN,MIL
R00002,MIL,ELS
R00002,ELS,RDT
R00002,RDT,SAC
R00002,SAC,HPD
R00002,HPD,LTN
R00002,LTN,LUT
R00003,XHZ,XIC
R00003,XIC,DLJ
R00003,DLJ,HGG
R00003,HGG,HOX
R00003,HOX,SDC
R00003,SDC,ZLW
R00003,ZLW,SDE
R00003,SDE,WPE
R00003,WPE,ROE
R00003,ROE,ZCW
R00003,ZCW,SQE
R00003,SQE,BCY
R00003,BCY,HPA
R00003,HPA,FOH
R00003,FOH,SYD
R00003,SYD,PNW
R00003,PNW,ANZ
R00003,ANZ,NWD
R00003,NWD,XGU
R00003,XGU,WCY
R00004,MYB,XNJ
R00004,XNJ,WCX
R00004,WCX,SRU
R00004,SRU,WRU
R00004,WRU,GER
R00004,GER,HWY
R00004,HWY,SDR
R00004,SDR,PRR
R00004,PRR,HDM
R00004,HDM,XJV
R00004,XJV,BCS
R00004,BCS,XAN
R00004,XAN,KGS
R00004,KGS,BAN
R00004,BAN,XFC
R00004,XFC,LMS
R00004,LMS,WRW
R00004,WRW,WRP
R00004,WRP,HTN
R00004,HTN,LPW
R00004,LPW,DDG
R00004,DDG,SOL
R00004,SOL,TYS
R00004,TYS,XOH
R00004,XOH,BMO
R00004,BMO,BSW
R00004,BSW,JEQ
R00004,JEQ,THW
R00004,THW,SGB
R00004,SGB,SMW
R00004,SMW,LGG
R00004,LGG,ROW
R00004,ROW,OHL
R00004,OHL,CRA
R00004,CRA,LYE
R00004,LYE,SBJ
R00005,NBN,WLG
R00005,WLG,WLV
R00005,WLV,BKN
R00005,BKN,BKP
R00005,BKP,CNP
R00005,CNP,BKQ
R00005,BKQ,LVJ
R00005,LVJ,MRF
R00005,MRF,LVL
R00005,LVL,XLV
R00005,XLV,LVJ
R00005,LVJ,BKQ
R00005,BKQ,CNP
R00005,CNP,BKP
R00005,BKP,BKN
R00005,BKN,WLV
R00005,WLV,WLG
R00005,WLG,NBN
R00006,SHF,MHS
R00006,MHS,RMC
R00006,RMC,SWN
R00006,SWN,MEX
R00006,MEX,CNS
R00006,CNS,DON
R00006,DON,BYK
R00006,BYK,AWK
R00007,SLO,WNC
R00008,KNT,SOK
R00008,SOK,NWB
R00008,NWB,SBP
R00008,SBP,HDN
R00008,HDN,WJL
R00008,WJL,KNL
R00008,KNL,QPW
R00008,QPW,ZEL
R00010,SQE,ZCW
R00010,ZCW,ROE
R00010,ROE,WPE
R00010,WPE,SDE
R00010,SDE,ZLW
R00010,ZLW,SDC
R00010,SDC,HOX
R00010,HOX,HGG
R00010,HGG,DLJ
R00010,DLJ,XIC
R00010,XIC,XHZ
R00011,HUD,LCK
R00011,LCK,BBW
R00011,BBW,HOY
R00011,HOY,BHS
R00011,BHS,SSM
R00011,SSM,SPY
R00011,SPY,DBD
R00011,DBD,PNS
R00011,PNS,SLK
R00011,SLK,DOD
R00011,DOD,BNY
R00011,BNY,WOM
R00011,WOM,ELR
R00011,ELR,CLN
R00011,CLN,MHS
R00011,MHS,SHF
R00012,OXF,OXP
R00012,OXP,BIT
R00012,BIT,XGY
R00012,XGY,XJV
R00012,XJV,HDM
R00012,HDM,PRR
R00012,PRR,SDR
R00012,SDR,HWY
R00012,HWY,BCF
R00012,BCF,GER
R00012,GER,DGC
R00012,DGC,DNM
R00012,DNM,WRU
R00012,WRU,SRU
R00012,SRU,NLT
R00012,NLT,WCX
R00012,WCX,XNJ
R00012,XNJ,MYB
R00013,SSS,QBR
R00013,QBR,SWL
R00013,SWL,KML
R00013,KML,SIT
R00014,CHX,WAE
R00014,WAE,NWX
R00014,NWX,XPY
R00014,XPY,HGR
R00014,HGR,GRP
R00014,GRP,CIT
R00014,CIT,XPE
R00014,XPE,ORP
R00014,ORP,SEV
R00014,SEV,TON
R00014,TON,PDW
R00014,PDW,MRN
R00014,MRN,SPU
R00014,SPU,HCN
R00014,HCN,PLC
R00014,PLC,AFK
R00014,AFK,WHA
R00014,WHA,SDG
R00014,SDG,XSI
R00014,XSI,FKW
R00014,FKW,FKC
R00014,FKC,FKE
R00014,FKE,DVP
R00014,DVP,XUK
R00014,XUK,MTM
R00014,MTM,WAM
R00014,WAM,DEA
R00014,DEA,SDW
R00014,SDW,XMF
R00014,XMF,THP
R00014,THP,RAM
R00015,OXF,OXP
R00015,OXP,OXP
R00016,SBP,HDN
R00016,HDN,WJL
R00016,WJL,KNL
R00016,KNL,QPW
R00016,QPW,ZEL
R00017,MYB,XNJ
R00017,XNJ,HOH
R00017,HOH,RIC
R00017,RIC,CLW
R00017,CLW,CFO
R00017,CFO,AMR
R00017,AMR,GMN
R00017,GMN,WND
R00017,WND,SKM
R00017,SKM,AYS
R00017,AYS,AVP
R00018,DFD,XRT
R00018,XRT,CRY
R00018,CRY,BXY
R00018,BXY,AYP
R00018,AYP,SID
R00018,SID,NEH
R00018,NEH,MTG
R00018,MTG,LEE
R00018,LEE,HGR
R00018,HGR,XPY
R00018,XPY,LEW
R00018,LEW,NWX
R00018,NWX,WAE
R00018,WAE,CHX
R00019,OXP,OXP
R00019,OXP,OXF
R00020,DLJ,HGG
R00020,HGG,HOX
R00020,HOX,SDC
R00020,SDC,ZLW
R00020,ZLW,SDE
R00020,SDE,WPE
R00020,WPE,ROE
R00020,ROE,ZCW
R00020,ZCW,SQE
R00020,SQE,BCY
R00020,BCY,HPA
R00020,HPA,FOH
R00020,FOH,SYD
R00020,SYD,PNW
R00020,PNW,ANZ
R00020,ANZ,NWD
R00020,NWD,XGU
R00020,XGU,WCY
R00021,WWR,XVJ
R00021,XVJ,CLP
R00021,CLP,DMK
R00021,DMK,QRP
R00021,QRP,SQE
R00021,SQE,ZCW
R00021,ZCW,ROE
R00021,ROE,WPE
R00021,WPE,SDE
R00021,SDE,ZLW
R00021,ZLW,SDC
R00021,SDC,HOX
R00021,HOX,HGG
R00021,HGG,DLJ
R00021,DLJ,XIC
R00021,XIC,XHZ
R00022,BNE,COO
R00022,COO,FZP
R00022,FZP,MAI
R00023,CDF,NWP
R00023,NWP,STJ
R00023,STJ,CDT
R00023,CDT,CPW
R00023,CPW,LYD
R00023,LYD,GCR
R00023,GCR,CNM
R00023,CNM,ASC
R00023,ASC,XAY
R00023,XAY,WOP
R00023,WOP,XSW
R00023,XSW,BMV
R00023,BMV,BTG
R00023,BTG,LOB
R00023,LOB,KNN
R00023,KNN,SLY
R00023,SLY,UNI
R00023,UNI,FWY
R00023,FWY,BHM
R00023,BHM,XOZ
R00023,XOZ,XLX
R00023,XLX,WTO
R00023,WTO,CEH
R00023,CEH,XQW
R00023,XQW,XKI
R00023,XKI,TAH
R00023,TAH,XWE
R00023,XWE,BUT
R00023,BUT,DBY
R00023,DBY,SPO
R00023,SPO,LGE
R00023,LGE,XTR
R00023,XTR,ATB
R00023,ATB,BEE
R00023,BEE,NOT
R00024,BAK,WWR
R00024,WWR,XVJ
R00024,XVJ,CLP
R00024,CLP,DMK
R00024,DMK,QRP
R00024,QRP,SQE
R00024,SQE,ZCW
R00024,ZCW,ROE
R00024,ROE,WPE
R00024,WPE,SDE
R00024,SDE,ZLW
R00024,ZLW,SDC
R00024,SDC,HOX
R00024,HOX,HGG
R00024,HGG,DLJ
R00025,MLW,BNE
R00025,BNE,COO
R00025,COO,FZP
R00025,FZP,MAI
R00026,SIT,KML
R00026,KML,SWL
R00026,SWL,QBR
R00026,QBR,SSS
R00027,YRK,ULL
R00027,ULL,CHF
R00027,CHF,SIE
R00027,SIE,SBY
R00027,SBY,WRS
R00027,WRS,HOW
R00027,HOW,EGN
R00027,EGN,GBD
R00027,GBD,BUH
R00027,BUH,FRY
R00027,FRY,HES
R00027,HES,HUL
R00027,HUL,CGM
R00027,CGM,BEV
R00027,BEV,HUT
R00027,HUT,DRF
R00027,DRF,NFN
R00027,NFN,BDT
R00028,BRI,FIT
R00028,FIT,BPW
R00028,BPW,YAE
R00028,YAE,CDU
R00028,CDU,GCR
R00028,GCR,CNM
R00028,CNM,ASC
R00028,ASC,XAY
R00028,XAY,WOS
R00028,WOS,WOF
R00028,WOF,XHK
R00028,XHK,MVL
R00028,MVL,GMV
R00029,SSD,AUD
R00029,AUD,XSP
R00029,XSP,CMS
R00029,CMS,CBG
R00029,CBG,CMB
R00029,CMB,WBC
R00029,WBC,ELY
R00029,ELY,XYE
R00029,XYE,MNE
R00029,MNE,MCH
R00029,MCH,WLE
R00029,WLE,PBO
R00029,PBO,SMD
R00029,SMD,XMJ
R00029,XMJ,OKM
R00029,OKM,MMO
R00029,MMO,LEI
R00029,LEI,SWS
R00029,SWS,NBR
R00029,NBR,HNK
R00029,HNK,NUN
R00029,NUN,XQW
R00029,XQW,CEH
R00029,CEH,WTO
R00029,WTO,XLX
R00029,XLX,XOZ
R00029,XOZ,BHM
R00030,HNW,HNC
R00030,HNC,AIR
R00030,AIR,SHS
R00030,SHS,XJB
R00030,XJB,LVG
R00030,LVG,XCN
R00031,SWI,CPM
R00031,CPM,MKM
R00031,MKM,TRO
R00031,TRO,WSB
R00032,EXD,EXC
R00032,EXC,SJP
R00032,SJP,POL
R00032,POL,DIG
R00032,DIG,NCO
R00032,NCO,TOP
R00032,TOP,EXN
R00032,EXN,LYC
R00032,LYC,LYM
R00032,LYM,EXM
R00033,OXF,OXP
R00033,OXP,ISP
R00033,ISP,BIT
R00033,BIT,XGY
R00033,XGY,XJV
R00033,XJV,HDM
R00033,HDM,PRR
R00033,PRR,SDR
R00033,SDR,HWY
R00033,HWY,SRG
R00033,SRG,GER
R00033,GER,DGC
R00033,DGC,DNM
R00033,DNM,WRU
R00033,WRU,SRU
R00033,SRU,WCX
R00033,WCX,XNJ
R00033,XNJ,MYB
R00034,PAD,STL
R00034,STL,SLO
R00034,SLO,MAI
R00034,MAI,TWY
R00034,TWY,RDG
R00034,RDG,GOR
R00034,GOR,DID
R00034,DID,SWI
R00034,SWI,CPM
R00034,CPM,BTH
R00034,BTH,BRI
R00034,BRI,BWT
R00034,BWT,TAU
R00034,TAU,TVP
R00034,TVP,EXD
R00034,EXD,DWW
R00034,DWW,DWL
R00034,DWL,TGM
R00034,TGM,NTA
R00034,NTA,TOT
R00034,TOT,IVY
R00034,IVY,PLY
R00034,PLY,STS
R00034,STS,SGM
R00034,SGM,LSK
R00034,LSK,BOD
R00034,BOD,LOS
R00034,LOS,PAR
R00034,PAR,SAU
R00034,SAU,TRU
R00034,TRU,RED
R00034,RED,CBN
R00034,CBN,HYL
R00034,HYL,SER
R00034,SER,PNZ
R00035,DEE,LEU
R00035,LEU,CUP
R00035,CUP,LDY
R00035,LDY,MNC
R00035,MNC,KDY
R00035,KDY,BTS
R00035,BTS,INK
R00035,INK,NQU
R00035,NQU,DAM
R00035,DAM,EGY
R00035,EGY,SGL
R00035,SGL,HYM
R00035,HYM,EDB
R00036,BAN,KGS
R00036,KGS,XAN
R00036,XAN,BCS
R00036,BCS,XJV
R00036,XJV,HDM
R00036,HDM,PRR
R00036,PRR,SDR
R00036,SDR,HWY
R00036,HWY,SRG
R00036,SRG,GER
R00036,GER,WRU
R00036,WRU,SRU
R00036,SRU,WCX
R00036,WCX,XNJ
R00036,XNJ,MYB
R00037,RDC,ALV
R00037,ALV,BTG
R00037,BTG,LOB
R00037,LOB,NFD
R00037,NFD,KNN
R00037,KNN,BRV
R00037,BRV,SLY
R00037,SLY,UNI
R00037,UNI,FWY
R00037,FWY,BHM
R00037,BHM,XOZ
R00037,XOZ,DUD
R00037,DUD,AST
R00037,AST,GVH
R00037,GVH,ERD
R00037,ERD,CRD
R00037,CRD,WYL
R00037,WYL,SUT
R00037,SUT,FOK
R00038,SHF,MHS
R00038,MHS,CLN
R00038,CLN,ELR
R00038,ELR,WOM
R00038,WOM,BNY
R00038,BNY,DOD
R00038,DOD,SLK
R00038,SLK,PNS
R00038,PNS,DBD
R00038,DBD,SPY
R00038,SPY,SSM
R00038,SSM,BHS
R00038,BHS,HOY
R00038,HOY,BBW
R00038,BBW,LCK
R00038,LCK,HUD
R00039,MYB,XNJ
R00039,XNJ,WCX
R00039,WCX,SDH
R00039,SDH,NLT
R00039,NLT,SRU
R00039,SRU,WRU
R00039,WRU,DNM
R00039,DNM,DGC
R00039,DGC,GER
R00039,GER,SRG
R00039,SRG,BCF
R00039,BCF,HWY
R00040,LIF,LIC
R00040,LIC,SEN
R00040,SEN,BKT
R00040,BKT,BUL
R00040,BUL,FOK
R00040,FOK,SUT
R00040,SUT,WYL
R00040,WYL,CRD
R00040,CRD,ERD
R00040,ERD,GVH
R00040,GVH,AST
R00040,AST,DUD
R00040,DUD,XOZ
R00040,XOZ,BHM
R00040,BHM,FWY
R00040,FWY,UNI
R00040,UNI,SLY
R00040,SLY,BRV
R00040,BRV,KNN
R00040,KNN,NFD
R00040,NFD,LOB
R00040,LOB,BTG
R00040,BTG,BMV
R00041,HWY,BCF
R00041,BCF,SRG
R00041,SRG,GER
R00041,GER,DGC
R00041,DGC,DNM
R00041,DNM,WRU
R00041,WRU,SRU
R00041,SRU,NLT
R00041,NLT,SDH
R00041,SDH,WCX
R00041,WCX,XNJ
R00041,XNJ,MYB
R00042,TAU,BWT
R00042,BWT,HIG
R00042,HIG,WSM
R00042,WSM,WNM
R00042,WNM,WOR
R00042,WOR,YAT
R00042,YAT,NLS
R00042,NLS,PSN
R00042,PSN,BMT
R00042,BMT,BRI
R00042,BRI,LWH
R00042,LWH,SRD
R00042,SRD,MTP
R00042,MTP,RDA
R00042,RDA,CFN
R00042,CFN,SML
R00042,SML,SHH
R00042,SHH,PRI
R00042,PRI,AVN
R00042,AVN,SAR
R00042,SAR,SVB
R00043,PMH,PMS
R00043,PMS,FTN
R00043,FTN,HLS
R00043,HLS,HAV
R00043,HAV,WBL
R00043,WBL,EMS
R00043,EMS,SOB
R00043,SOB,NUT
R00043,NUT,BOH
R00043,BOH,FSB
R00043,FSB,CCH
R00043,CCH,BAA
R00043,BAA,FOD
R00043,FOD,XXA
R00043,XXA,ANG
R00043,ANG,WWO
R00043,WWO,WRH
R00043,WRH,EWR
R00043,EWR,LAC
R00043,LAC,SSE
R00043,SSE,SWK
R00043,SWK,PLD
R00043,PLD,HOV
R00043,HOV,BTN
R00044,HGS,SLQ
R00044,SLQ,XOP
R00044,XOP,BAT
R00044,BAT,RBR
R00044,RBR,ETC
R00044,ETC,WAD
R00044,WAD,TBW
R00044,TBW,HIB
R00044,HIB,TON
R00044,TON,SEV
R00044,SEV,CLD
R00044,CLD,ORP
R00044,ORP,XPE
R00044,XPE,CIT
R00044,CIT,GRP
R00044,GRP,HGR
R00044,HGR,XPY
R00044,XPY,SAJ
R00044,SAJ,NWX
R00044,NWX,XKE
R00044,XKE,CST
R00045,PTH,LDY
R00045,LDY,MNC
R00045,MNC,KDY
R00045,KDY,KGH
R00045,KGH,BTS
R00045,BTS,AUR
R00045,AUR,DAG
R00045,DAG,INK
R00045,INK,NQU
R00045,NQU,DAM
R00045,DAM,EGY
R00045,EGY,SGL
R00045,SGL,HYM
R00045,HYM,EDB
R00046,HGS,SLQ
R00046,SLQ,XOP
R00046,XOP,WLD
R00046,WLD,CWU
R00046,CWU,BAT
R00046,BAT,RBR
R00046,RBR,ETC
R00046,ETC,SOG
R00046,SOG,WAD
R00046,WAD,FRT
R00046,FRT,TBW
R00046,TBW,HIB
R00046,HIB,TON
R00046,TON,HLB
R00046,HLB,SEV
R00046,SEV,DNG
R00046,DNG,KCK
R00046,KCK,CLD
R00046,CLD,ORP
R00046,ORP,PET
R00046,PET,XPE
R00046,XPE,CIT
R00046,CIT,ESD
R00046,ESD,GRP
R00046,GRP,HGR
R00046,HGR,XPY
R00046,XPY,SAJ
R00046,SAJ,NWX
R00046,NWX,XKE
R00046,XKE,CST
R00047,BOG,BAA
R00048,EDB,HYM
R00048,HYM,SGL
R00048,SGL,EGY
R00048,EGY,INK
R00048,INK,ROS
R00048,ROS,DFE
R00048,DFE,DFL
R00048,DFL,COW
R00048,COW,LCG
R00048,LCG,CDD
R00048,CDD,GLT
R00048,GLT,CBX
R00048,CBX,LEV
R00049,LIT,FOD
R00049,FOD,BAA
R00049,BAA,BOG
R00050,TWY,WGV
R00050,WGV,SHI
R00050,SHI,HOT
R00051,BTN,FMR
R00051,FMR,LWS
R00051,LWS,XRH
R00051,XRH,GLY
R00051,GLY,BRK
R00051,BRK,PLG
R00051,PLG,XIL
R00051,XIL,HMD
R00051,HMD,EBN
R00051,EBN,HMD
R00051,HMD,XIL
R00051,XIL,PEV
R00051,PEV,NSB
R00051,NSB,COB
R00051,COB,BEX
R00051,BEX,XOP
R00051,XOP,SLQ
R00051,SLQ,HGS
R00051,HGS,ORE
R00052,ORE,HGS
R00052,HGS,SLQ
R00052,SLQ,XOP
R00052,XOP,BAT
R00052,BAT,RBR
R00052,RBR,ETC
R00052,ETC,WAD
R00052,WAD,TBW
R00052,TBW,HIB
R00052,HIB,TON
R00052,TON,SEV
R00052,SEV,ORP
R00052,ORP,XPE
R00052,XPE,CIT
R00052,CIT,GRP
R00052,GRP,HGR
R00052,HGR,XPY
R00052,XPY,NWX
R00052,NWX,WAE
R00052,WAE,CHX
R00053,BSW,BMO
R00053,BMO,XOH
R00053,XOH,TYS
R00053,TYS,SOL
R00053,SOL,DDG
R00053,DDG,LPW
R00053,LPW,HTN
R00053,HTN,WRP
R00053,WRP,WRW
R00053,WRW,LMS
R00053,LMS,XFC
R00053,XFC,BAN
R00053,BAN,KGS
R00053,KGS,XAN
R00053,XAN,BCS
R00053,BCS,XJV
R00053,XJV,HDM
R00053,HDM,PRR
R00053,PRR,SDR
R00053,SDR,HWY
R00053,HWY,GER
R00053,GER,WRU
R00053,WRU,SRU
R00053,SRU,WCX
R00053,WCX,XNJ
R00053,XNJ,MYB
R00054,BIK,CYP
R00054,CYP,GIP
R00054,GIP,WNW
R00054,WNW,TUH
R00054,TUH,NDL
R00054,NDL,EDW
R00054,EDW,QRP
R00054,QRP,SBM
R00054,SBM,XSU
R00055,WMN,DMH
R00055,DMH,WSB
R00055,WSB,TRO
R00055,TRO,BOA
R00055,BOA,BTH
R00055,BTH,OLF
R00055,OLF,KYN
R00055,KYN,BRI
R00055,BRI,FIT
R00055,FIT,BPW
R00055,BPW,YAE
R00055,YAE,GCR
R00056,EUS,XWI
R00056,XWI,WMB
R00056,WMB,HRW
R00056,HRW,WFJ
R00056,WFJ,XOE
R00056,XOE,TRI
R00056,TRI,XOD
R00056,XOD,BLY
R00056,BLY,MKC
R00056,MKC,WOL
R00056,WOL,XHN
R00056,XHN,XWZ
R00056,XWZ,RUG
R00056,RUG,COV
R00056,COV,CNL
R00056,CNL,THL
R00056,THL,BKW
R00056,BKW,HIA
R00056,HIA,BHI
R00056,BHI,MGN
R00056,MGN,LEH
R00056,LEH,SCF
R00056,SCF,AST
R00056,AST,XRA
R00056,XRA,BSC
R00056,BSC,XPJ
R00056,XPJ,XBJ
R00056,XBJ,PKG
R00056,PKG,STA
R00056,STA,CRE
R00056,CRE,WSF
R00056,WSF,ACB
R00056,ACB,XYJ
R00056,XYJ,WBQ
R00056,WBQ,WGN
R00056,WGN,XOU
R00056,XOU,PRE
R00056,PRE,LAN
R00056,LAN,XOA
R00056,XOA,OXN
R00056,OXN,XIT
R00056,XIT,PNR
R00056,PNR,XGS
R00056,XGS,LOC
R00056,LOC,SLA
R00056,SLA,HYM
R00056,HYM,HYM
R00056,HYM,EDP
R00056,EDP,LIN
R00056,LIN,PMT
R00056,PMT,XGM
R00056,XGM,FKG
R00056,FKG,CMO
R00056,CMO,LBT
R00056,LBT,STG
R00056,STG,DBL
R00056,DBL,GLE
R00056,GLE,PTH
R00056,PTH,DKD
R00056,DKD,PIT
R00056,PIT,BLA
R00056,BLA,DLW
R00056,DLW,NWR
R00056,NWR,KIN
R00056,KIN,AVM
R00056,AVM,CAG
R00056,CAG,INV
R00057,WSB,TRO
R00057,TRO,MKM
R00057,MKM,CPM
R00057,CPM,SWI
R00057,SWI,KEM
R00057,KEM,STD
R00057,STD,SHU
R00057,SHU,GCR
R00057,GCR,CNM
R00058,BHI,SCF
R00058,SCF,XOZ
R00058,XOZ,BHM
R00058,BHM,XOS
R00058,XOS,XGJ
R00058,XGJ,SAD
R00058,SAD,DDP
R00058,DDP,WVH
R00058,WVH,COS
R00058,COS,XMD
R00058,XMD,TFC
R00058,TFC,WLN
R00058,WLN,XSY
R00058,XSY,SHR
R00058,SHR,GOB
R00058,GOB,CRK
R00058,CRK,RUA
R00058,RUA,WRX
R00058,WRX,CTR
R00058,CTR,SHT
R00058,SHT,FLN
R00058,FLN,PRT
R00058,PRT,RHL
R00058,RHL,AGL
R00058,AGL,CWB
R00058,CWB,LLJ
R00058,LLJ,PMW
R00058,PMW,BNG
R00058,BNG,LPG
R00058,LPG,VAL
R00058,VAL,HHD
R00059,MCV,SFD
R00059,SFD,SLD
R00059,SLD,KSL
R00059,KSL,FNW
R00059,FNW,MSS
R00059,MSS,BON
R00059,BON,XLK
R00059,XLK,WHG
R00059,WHG,HIN
R00059,HIN,INC
R00059,INC,WGW
R00059,WGW,GST
R00059,GST,APB
R00059,APB,PBL
R00059,PBL,HSC
R00059,HSC,BCB
R00059,BCB,NLN
R00059,NLN,BES
R00059,BES,MEC
R00059,MEC,SOP
R00060,MYB,XNJ
R00060,XNJ,WCX
R00060,WCX,SUD
R00060,SUD,SDH
R00060,SDH,NLT
R00060,NLT,SRU
R00060,SRU,WRU
R00061,MIA,HDG
R00061,HDG,MAN
R00061,MAN,SPT
R00061,SPT,HAZ
R00061,HAZ,EDL
R00061,EDL,BAM
R00061,BAM,HSG
R00061,HSG,GRN
R00061,GRN,SHF
R00061,SHF,MHS
R00061,MHS,SWN
R00061,SWN,MEX
R00061,MEX,DON
R00061,DON,KKS
R00061,KKS,HFS
R00061,HFS,CWE
R00061,CWE,SCU
R00061,SCU,BTB
R00061,BTB,HAB
R00061,HAB,SLL
R00061,SLL,GMB
R00061,GMB,CLE
R00062,CLE,GMB
R00062,GMB,SLL
R00062,SLL,HAB
R00062,HAB,BTB
R00062,BTB,SCU
R00062,SCU,ALP
R00062,ALP,CWE
R00062,CWE,TNS
R00062,TNS,HFS
R00062,HFS,KKS
R00062,KKS,DON
R00062,DON,MEX
R00062,MEX,RMC
R00062,RMC,MHS
R00062,MHS,SHF
R00062,SHF,DOR
R00062,DOR,GRN
R00062,GRN,BAM
R00062,BAM,EDL
R00062,EDL,HAZ
R00062,HAZ,SPT
R00062,SPT,MAN
R00062,MAN,MCO
R00062,MCO,DGT
R00062,DGT,BWD
R00062,BWD,WAC
R00062,WAC,HGN
R00062,HGN,HNX
R00062,HNX,ALE
R00062,ALE,EDG
R00062,EDG,LIV
R00063,LIV,EDG
R00063,EDG,ALE
R00063,ALE,HNX
R00063,HNX,HGN
R00063,HGN,WID
R00063,WID,WAC
R00063,WAC,BWD
R00063,BWD,DGT
R00063,DGT,MCO
R00063,MCO,MAN
R00063,MAN,SPT
R00063,SPT,HAZ
R00063,HAZ,CLY
R00063,CLY,EDL
R00063,EDL,BAM
R00063,BAM,HSG
R00063,HSG,GRN
R00063,GRN,DOR
R00063,DOR,SHF
R00063,SHF,DRO
R00063,DRO,CHD
R00063,CHD,ALF
R00063,ALF,LGM
R00063,LGM,NOT
R00063,NOT,RDF
R00063,RDF,BIN
R00063,BIN,ALK
R00063,ALK,GRA
R00063,GRA,PBO
R00063,PBO,WLE
R00063,WLE,MCH
R00063,MCH,MNE
R00063,MNE,XYE
R00063,XYE,ELY
R00063,ELY,XYE
R00063,XYE,BND
R00063,BND,TTF
R00063,TTF,ATL
R00063,ATL,WMD
R00063,WMD,NRW
R00064,BDI,LMR
R00064,LMR,HFX
R00064,HFX,BGH
R00064,BGH,MIR
R00064,MIR,WKK
R00064,WKK,PFM
R00064,PFM,DON
R00064,DON,RET
R00064,RET,XNK
R00064,XNK,NNG
R00064,NNG,GRA
R00064,GRA,PBO
R00064,PBO,HUN
R00064,HUN,SDY
R00064,SDY,BIW
R00064,BIW,HIT
R00064,HIT,SVG
R00064,SVG,XGN
R00064,XGN,WGC
R00064,WGC,PBR
R00064,PBR,AAP
R00064,AAP,FPK
R00064,FPK,XKB
R00064,XKB,KGX
R00065,WSB,WMN
R00065,WMN,SAL
R00066,SUN,SEA
R00066,SEA,HPL
R00066,HPL,STK
R00066,STK,EAG
R00066,EAG,YRM
R00066,YRM,NTR
R00066,NTR,THI
R00066,THI,YRK
R00066,YRK,DON
R00066,DON,RET
R00066,RET,XNK
R00066,XNK,NNG
R00066,NNG,GRA
R00066,GRA,PBO
R00066,PBO,HUN
R00066,HUN,SDY
R00066,SDY,BIW
R00066,BIW,HIT
R00066,HIT,SVG
R00066,SVG,XGN
R00066,XGN,WGC
R00066,WGC,PBR
R00066,PBR,AAP
R00066,AAP,FPK
R00066,FPK,XKB
R00066,XKB,KGX
R00067,WSB,DMH
R00067,DMH,WMN
R00067,WMN,SAL
R00068,PWL,ABH
R00068,ABH,PNC
R00068,PNC,CCC
R00068,CCC,PTM
R00068,PTM,MFF
R00068,MFF,PRH
R00068,PRH,LLC
R00068,LLC,TAL
R00068,TAL,TYG
R00068,TYG,HRL
R00068,HRL,LDN
R00068,LDN,PES
R00068,PES,LBR
R00068,LBR,DYF
R00068,DYF,TLB
R00068,TLB,LLA
R00068,LLA,BRM
R00068,BRM,MFA
R00068,MFA,FRB
R00068,FRB,LLW
R00068,LLW,TNF
R00068,TNF,TYW
R00068,TYW,AVY
R00068,AVY,PHG
R00068,PHG,DVY
R00068,DVY,MCN
R00069,SOP,MEC
R00069,MEC,BES
R00069,BES,NLN
R00069,NLN,BCB
R00069,BCB,HSC
R00069,HSC,PBL
R00069,PBL,APB
R00069,APB,GST
R00069,GST,WGW
R00069,WGW,INC
R00069,INC,HIN
R00069,HIN,WHG
R00069,WHG,XLK
R00069,XLK,BON
R00069,BON,MSS
R00069,MSS,FNW
R00069,FNW,KSL
R00069,KSL,SLD
R00069,SLD,SFD
R00069,SFD,MCV
R00070,WSM,WNM
R00070,WNM,WOR
R00070,WOR,YAT
R00070,YAT,NLS
R00070,NLS,PSN
R00070,PSN,BMT
R00070,BMT,BRI
R00070,BRI,LWH
R00070,LWH,SRD
R00070,SRD,MTP
R00070,MTP,RDA
R00070,RDA,CFN
R00070,CFN,SML
R00070,SML,SHH
R00070,SHH,PRI
R00070,PRI,AVN
R00070,AVN,SAR
R00070,SAR,SVB
R00071,BUX,DVH
R00071,DVH,CEF
R00071,CEF,WBR
R00071,WBR,FNV
R00071,FNV,NMN
