route_id,from_crs,to_crs
R01024,BNS,PUT
R01024,PUT,WNT
R01024,WNT,QRB
R01025,XAD,LUB
R01026,LUB,XAD
R01027,SAL,DEN
R01027,DEN,DBG
R01027,DBG,ROM
R01027,ROM,RDB
R01027,RDB,MBK
R01027,MBK,SOU
R01027,SOU,SDN
R01027,SDN,SWG
R01027,SWG,SOA
R01027,SOA,ESL
R01027,ESL,CFR
R01027,CFR,ROM
R01028,DEE,BYF
R01028,BYF,MON
R01028,MON,CAN
R01028,CAN,ARB
R01028,ARB,MTS
R01028,MTS,LAU
R01028,LAU,STN
R01028,STN,PLN
R01028,PLN,ABD
R01028,ABD,DYC
R01028,DYC,KTR
R01028,KTR,INR
R01028,INR,INS
R01028,INS,HNT
R01028,HNT,KEH
R01028,KEH,ELG
R01028,ELG,FOR
R01028,FOR,NRN
R01028,NRN,IVA
R01028,IVA,INV
R01029,SUO,WLT
R01029,WLT,WCY
R01029,WCY,XGU
R01029,XGU,SRS
R01029,SRS,TTH
R01029,TTH,NRB
R01029,NRB,SRC
R01029,SRC,STE
R01029,STE,TUH
R01029,TUH,NDL
R01029,NDL,EDW
R01029,EDW,QRP
R01029,QRP,SBM
R01029,SBM,XSU
R01030,SOT,KDG
R01030,KDG,CNG
R01030,CNG,MAC
R01030,MAC,PRB
R01030,PRB,ADC
R01030,ADC,PYT
R01030,PYT,BML
R01030,BML,CHU
R01030,CHU,SPT
R01030,SPT,HTC
R01030,HTC,MAN
R01031,SOT,LPT
R01031,LPT,KDG
R01031,KDG,CNG
R01031,CNG,MAC
R01031,MAC,PRB
R01031,PRB,ADC
R01031,ADC,PYT
R01031,PYT,BML
R01031,BML,CHU
R01031,CHU,SPT
R01031,SPT,HTC
R01031,HTC,LVM
R01031,LVM,MAN
R01032,SNS,AFS
R01032,AFS,FEL
R01032,FEL,HOU
R01032,HOU,ISL
R01032,ISL,SYL
R01032,SYL,BFD
R01032,BFD,KWB
R01032,KWB,CHK
R01032,CHK,BNI
R01032,BNI,BNS
R01032,BNS,PUT
R01032,PUT,WNT
R01032,WNT,QRB
R01033,BBN,DWN
R01033,DWN,ENT
R01033,ENT,BMC
R01033,BMC,HID
R01033,HID,BON
R01033,BON,SLD
R01033,SLD,SFD
R01033,SFD,MCV
R01034,WSB,TRO
R01034,TRO,BOA
R01034,BOA,AVF
R01034,AVF,FFD
R01034,FFD,BTH
R01034,BTH,OLF
R01034,OLF,KYN
R01034,KYN,BRI
R01034,BRI,LWH
R01034,LWH,SRD
R01034,SRD,FIT
R01034,FIT,PWY
R01034,PWY,PIL
R01034,PIL,STJ
R01034,STJ,NWP
R01034,NWP,CDF
R01035,ROM,CFR
R01035,CFR,ESL
R01035,ESL,SOA
R01035,SOA,SWG
R01035,SWG,SDN
R01035,SDN,SOU
R01035,SOU,MBK
R01035,MBK,RDB
R01035,RDB,ROM
R01035,ROM,DBG
R01035,DBG,DEN
R01035,DEN,SAL
R01036,SRS,TTH
R01036,TTH,NRB
R01036,NRB,SRC
R01036,SRC,STE
R01036,STE,TUH
R01036,TUH,NDL
R01036,NDL,EDW
R01036,EDW,QRP
R01036,QRP,SBM
R01036,SBM,XSU
R01037,PAD,AML
R01037,AML,HAN
R01037,HAN,STL
R01037,STL,HAY
R01037,HAY,WDT
R01037,WDT,IVR
R01037,IVR,LNY
R01037,LNY,SLO
R01037,SLO,BNM
R01037,BNM,TAP
R01037,TAP,MAI
R01037,MAI,TWY
R01037,TWY,RDG
R01037,RDG,TLH
R01037,TLH,GOR
R01037,GOR,CHO
R01037,CHO,DID
R01037,DID,SWI
R01037,SWI,BPW
R01037,BPW,PWY
R01037,PWY,PIL
R01037,PIL,STJ
R01037,STJ,NWP
R01037,NWP,CDF
R01037,CDF,CAD
R01037,CAD,BRY
R01037,BRY,LWM
R01037,LWM,BGN
R01037,BGN,PTA
R01037,PTA,NTH
R01037,NTH,SKE
R01037,SKE,LAS
R01037,LAS,SWA
R01038,HWV,HXX
R01038,HXX,HAY
R01038,HAY,STL
R01038,STL,WEA
R01038,WEA,EAL
R01038,EAL,PDX
R01038,PDX,BDS
R01038,BDS,TCR
R01038,TCR,FDX
R01038,FDX,LSX
R01038,LSX,WHX
R01038,WHX,SRA
R01038,SRA,MYL
R01038,MYL,FOG
R01038,FOG,MNP
R01038,MNP,IFD
R01038,IFD,SVK
R01038,SVK,GMY
R01038,GMY,CTH
R01038,CTH,RMF
R01038,RMF,GDP
R01038,GDP,HRO
R01038,HRO,BRE
R01038,BRE,SNF
R01039,BTN,HOV
R01039,HOV,PLD
R01039,PLD,FSG
R01039,FSG,SWK
R01039,SWK,SSE
R01039,SSE,LAC
R01039,LAC,EWR
R01039,EWR,WRH
R01039,WRH,WWO
R01039,WWO,DUR
R01039,DUR,GBS
R01039,GBS,ANG
R01039,ANG,XXA
R01039,XXA,FOD
R01039,FOD,BAA
R01039,BAA,CCH
R01039,CCH,FSB
R01039,FSB,BOH
R01039,BOH,NUT
R01039,NUT,SOB
R01039,SOB,EMS
R01039,EMS,WBL
R01039,WBL,HAV
R01039,HAV,BDH
R01039,BDH,HLS
R01039,HLS,FTN
R01039,FTN,PMS
R01039,PMS,PMH
R01040,WGW,HIN
R01040,HIN,DSY
R01040,DSY,HGF
R01040,HGF,ATN
R01040,ATN,WKD
R01040,WKD,MSD
R01040,MSD,SNN
R01040,SNN,SLD
R01040,SLD,SFD
R01040,SFD,MCV
R01041,TON,PDW
R01041,PDW,WTR
R01041,WTR,EFL
R01041,EFL,MDW
R01041,MDW,MDB
R01041,MDB,AYL
R01041,AYL,NHE
R01041,NHE,SDA
R01041,SDA,HAI
R01041,HAI,CUX
R01041,CUX,SOO
R01042,HRH,WNH
R01042,WNH,OLY
R01042,OLY,HLM
R01042,HLM,DKG
R01042,DKG,BXW
R01042,BXW,LHD
R01042,LHD,AHD
R01042,AHD,EPS
R01042,EPS,EWE
R01042,EWE,CHE
R01042,CHE,SUO
R01042,SUO,CSH
R01042,CSH,HCB
R01042,HCB,MIJ
R01042,MIJ,MTC
R01042,MTC,BAL
R01042,BAL,WSW
R01042,WSW,BAK
R01043,BAA,CCH
R01043,CCH,EMS
R01043,EMS,HAV
R01043,HAV,FTN
R01043,FTN,PMS
R01043,PMS,PMH
R01044,BTN,FMR
R01044,FMR,LWS
R01045,CCH,BAA
R01045,BAA,FOD
R01045,FOD,LIT
R01046,ESL,HDE
R01046,HDE,BOE
R01046,BOE,FRM
R01046,FRM,PTC
R01046,PTC,CSA
R01046,CSA,HLS
R01046,HLS,FTN
R01046,FTN,PMS
R01046,PMS,PMH
R01047,LLD,DGY
R01047,DGY,LLJ
R01047,LLJ,CWB
R01047,CWB,AGL
R01047,AGL,RHL
R01047,RHL,PRT
R01047,PRT,FLN
R01047,FLN,SHT
R01047,SHT,CTR
R01047,CTR,WRX
R01047,WRX,RUA
R01047,RUA,CRK
R01047,CRK,GOB
R01047,GOB,SHR
R01047,SHR,XSY
R01047,XSY,WLN
R01047,WLN,TFC
R01047,TFC,XMD
R01047,XMD,COS
R01047,COS,WVH
R01047,WVH,DDP
R01047,DDP,SAD
R01047,SAD,XGJ
R01047,XGJ,XOS
R01047,XOS,BHM
R01048,WOK,BKO
R01048,BKO,FNB
R01048,FNB,FLE
R01048,FLE,WNF
R01048,WNF,HOK
R01048,HOK,BSK
R01048,BSK,MIC
R01048,MIC,WIN
R01048,WIN,XEW
R01048,XEW,ESL
R01048,ESL,HDE
R01048,HDE,BOE
R01048,BOE,FRM
R01048,FRM,PTC
R01048,PTC,CSA
R01048,CSA,HLS
R01048,HLS,FTN
R01048,FTN,PMS
R01048,PMS,PMH
R01049,LIT,FOD
R01049,FOD,BAA
R01049,BAA,CCH
R01050,SNS,WRY
R01050,WRY,SNY
R01050,SNY,DAT
R01050,DAT,WNR
R01051,SNS,AFS
R01051,AFS,FEL
R01051,FEL,WTN
R01051,WTN,TWI
R01051,TWI,SMG
R01051,SMG,RMD
R01051,RMD,NSH
R01051,NSH,MTL
R01051,MTL,BNS
R01051,BNS,PUT
R01051,PUT,WNT
R01051,WNT,QRB
R01052,TWI,WTN
R01052,WTN,FEL
R01052,FEL,AFS
R01052,AFS,SNS
R01052,SNS,WRY
R01052,WRY,SNY
R01052,SNY,DAT
R01052,DAT,WNR
R01053,MCV,SFD
R01053,SFD,SLD
R01053,SLD,SNN
R01053,SNN,MSD
R01053,MSD,WKD
R01053,WKD,ATN
R01053,ATN,HGF
R01053,HGF,DSY
R01053,DSY,HIN
R01053,HIN,WGW
R01053,WGW,GST
R01053,GST,APB
R01053,APB,PBL
R01053,PBL,BCB
R01053,BCB,MEC
R01053,MEC,SOP
R01054,BHM,XOS
R01054,XOS,XGJ
R01054,XGJ,XGQ
R01054,XGQ,DDP
R01054,DDP,WVH
R01054,WVH,XBJ
R01054,XBJ,PKG
R01054,PKG,STA
R01054,STA,CRE
R01054,CRE,WSF
R01054,WSF,HTF
R01054,HTF,ACB
R01054,ACB,XYJ
R01054,XYJ,RUN
R01054,RUN,ALE
R01054,ALE,EDG
R01054,EDG,LIV
R01055,WVH,DDP
R01055,DDP,SAD
R01055,SAD,XGJ
R01055,XGJ,XOS
R01055,XOS,BHM
R01055,BHM,XOZ
R01055,XOZ,SCF
R01055,SCF,BHI
R01055,BHI,BKW
R01055,BKW,COV
R01055,COV,RUG
R01055,RUG,XWZ
R01055,XWZ,XHN
R01055,XHN,MKC
R01055,MKC,BLY
R01055,BLY,XOD
R01055,XOD,TRI
R01055,TRI,XOE
R01055,XOE,WFJ
R01055,WFJ,HRW
R01055,HRW,WMB
R01055,WMB,XWI
R01055,XWI,EUS
R01056,OXF,DID
R01056,DID,GOR
R01056,GOR,RDG
R01056,RDG,TWY
R01056,TWY,MAI
R01056,MAI,TAP
R01056,TAP,BNM
R01056,BNM,SLO
R01056,SLO,HAY
R01056,HAY,STL
R01056,STL,WEA
R01056,WEA,EAL
R01056,EAL,AML
R01056,AML,PAD
R01057,BDW,HGD
R01057,HGD,KIT
R01057,KIT,NBY
R01057,NBY,THA
R01057,THA,THE
R01057,THE,RDW
R01057,RDW,RDG
R01057,RDG,TWY
R01057,TWY,MAI
R01057,MAI,SLO
R01057,SLO,STL
R01057,STL,PAD
R01058,PBN,XXX
R01058,XXX,XIE
R01058,XIE,XIW
R01058,XIW,XXK
R01058,XXK,XXG
R01058,XXG,XXL
R01058,XXL,XXO
R01058,XXO,XXI
R01058,XXI,XXJ
R01058,XXJ,XXU
R01058,XXU,XXH
R01058,XXH,XXQ
R01058,XXQ,XXR
R01058,XXR,XXY
R01058,XXY,SPX
R01059,LIV,EDG
R01059,EDG,MSH
R01059,MSH,WSA
R01059,WSA,ALE
R01059,ALE,HNX
R01059,HNX,HGN
R01059,HGN,WID
R01059,WID,WAW
R01059,WAW,WAC
R01059,WAC,PDG
R01059,PDG,BWD
R01059,BWD,GLZ
R01059,GLZ,IRL
R01059,IRL,FLI
R01059,FLI,CSR
R01059,CSR,URM
R01059,URM,HUP
R01059,HUP,TRA
R01059,TRA,DGT
R01059,DGT,MCO
R01060,YRK,SBY
R01061,LIV,EDG
R01061,EDG,ROB
R01061,ROB,HUY
R01061,HUY,RNH
R01061,RNH,LEG
R01061,LEG,SHJ
R01061,SHJ,ERL
R01061,ERL,NLW
R01061,NLW,ECC
R01061,ECC,DGT
R01061,DGT,MCO
R01061,MCO,MAN
R01061,MAN,ABY
R01061,ABY,GUI
R01061,GUI,SYB
R01061,SYB,GNF
R01061,GNF,MSN
R01061,MSN,HUD
R01061,HUD,DEW
R01061,DEW,MLY
R01061,MLY,LDS
R01061,LDS,CRG
R01061,CRG,MIK
R01061,MIK,CHF
R01061,CHF,YRK
R01061,YRK,THI
R01061,THI,NTR
R01061,NTR,DAR
R01061,DAR,DHM
R01061,DHM,CLS
R01061,CLS,NCL
R01062,MCN,DVY
R01062,DVY,BRH
R01062,BRH,BOW
R01062,BOW,LLB
R01062,LLB,AYW
R01063,CTR,WRX
R01063,WRX,RUA
R01063,RUA,CRK
R01063,CRK,GOB
R01063,GOB,SHR
R01063,SHR,XSY
R01063,XSY,WLN
R01063,WLN,TFC
R01063,TFC,XMD
R01063,XMD,COS
R01063,COS,ALB
R01063,ALB,BBK
R01063,BBK,WVH
R01063,WVH,CSY
R01063,CSY,TIP
R01063,TIP,DDP
R01063,DDP,SAD
R01063,SAD,SGB
R01063,SGB,XGJ
R01063,XGJ,SMR
R01063,SMR,XOS
R01063,XOS,BHM
R01063,BHM,XOZ
R01063,XOZ,SCF
R01063,SCF,LEH
R01063,LEH,MGN
R01063,MGN,BHI
R01064,HOU,WTN
R01064,WTN,TWI
R01064,TWI,SMG
R01064,SMG,RMD
R01064,RMD,NSH
R01064,NSH,MTL
R01064,MTL,BNS
R01064,BNS,PUT
R01064,PUT,WNT
R01064,WNT,QRB
R01065,TBT,UIG
R01065,UIG,LCH
R01065,LCH,UIG
R01066,YVP,YVJ
R01067,BMH,BSM
R01067,BSM,PKS
R01067,PKS,POO
R01067,POO,HAM
R01067,HAM,HOL
R01067,HOL,WRM
R01067,WRM,WOO
R01067,WOO,MTN
R01067,MTN,DCH
R01067,DCH,UPW
R01067,UPW,WEY
R01068,FRM,PTC
R01068,PTC,CSA
R01068,CSA,BDH
R01068,BDH,HAV
R01068,HAV,RLN
R01068,RLN,PTR
R01068,PTR,LIS
R01068,LIS,LIP
R01068,LIP,HSL
R01068,HSL,WTY
R01068,WTY,MLF
R01068,MLF,GOD
R01068,GOD,FNC
R01068,FNC,GLD
R01068,GLD,WPL
R01068,WPL,WOK
R01068,WOK,SUR
R01068,SUR,NEM
R01069,POO,PKS
R01069,PKS,BSM
R01069,BSM,BMH
R01070,PMS,FTN
R01070,FTN,HLS
R01070,HLS,BDH
R01070,BDH,HAV
R01070,HAV,RLN
R01070,RLN,PTR
R01070,PTR,LIS
R01070,LIS,LIP
R01070,LIP,HSL
R01070,HSL,WTY
R01070,WTY,MLF
R01070,MLF,GOD
R01070,GOD,FNC
R01070,FNC,GLD
R01070,GLD,WPL
R01070,WPL,WOK
R01070,WOK,SUR
R01070,SUR,NEM
R01071,WJH,ACC
R01071,ACC,SAT
R01071,SAT,GUN
R01071,GUN,KWG
R01072,BMH,BSM
R01072,BSM,PKS
R01072,PKS,POO
R01073,MIA,HDG
R01073,HDG,MAN
R01073,MAN,ABY
R01073,ABY,RDN
R01073,RDN,RML
R01073,RML,NMC
R01073,NMC,EDL
R01073,EDL,BAM
R01073,BAM,HSG
R01073,HSG,GRN
R01073,GRN,SHF
R01074,MKC,BLY
R01074,BLY,LBZ
R01074,LBZ,XOD
R01074,XOD,TRI
R01074,TRI,BKM
R01074,BKM,XOE
R01074,XOE,HML
R01074,HML,APS
R01074,APS,KGL
R01074,KGL,WFJ
R01074,WFJ,BSH
R01074,BSH,HRW
R01074,HRW,WMB
R01074,WMB,XWI
R01074,XWI,EUS
R01075,MAN,ABY
R01075,ABY,FRF
R01075,FRF,GUI
R01075,GUI,HYT
R01075,HYT,HYC
R01075,HYC,WLY
R01075,WLY,RML
R01075,RML,RSH
R01076,STP,KTN
R01076,KTN,WHP
R01076,WHP,CRI
R01076,CRI,BCZ
R01076,BCZ,HEN
R01076,HEN,MIL
R01076,MIL,ELS
R01076,ELS,RDT
R01076,RDT,SAC
R01076,SAC,HPD
R01076,HPD,LTN
R01076,LTN,LUT
R01076,LUT,LEA
R01076,LEA,HLN
R01076,HLN,FLT
R01076,FLT,BDM
R01076,BDM,WEL
R01076,WEL,KET
R01076,KET,MHR
R01076,MHR,LEI
R01076,LEI,LBO
R01076,LBO,EMD
R01076,EMD,XTG
R01076,XTG,LGE
R01076,LGE,SPO
R01076,SPO,DBY
R01076,DBY,XAJ
R01076,XAJ,CHD
R01076,CHD,SHF
R01077,GLC,WSH
R01077,WSH,LOC
R01077,LOC,XGS
R01077,XGS,CAR
R01077,CAR,PNR
R01077,PNR,XIT
R01077,XIT,OXN
R01077,OXN,XOA
R01077,XOA,LAN
R01077,LAN,PRE
R01077,PRE,XOU
R01077,XOU,EBA
R01077,EBA,WGN
R01077,WGN,WBQ
R01077,WBQ,XYJ
R01077,XYJ,ACB
R01077,ACB,WSF
R01077,WSF,CRE
R01077,CRE,STA
R01077,STA,XCO
R01077,XCO,RGL
R01077,RGL,XOI
R01077,XOI,LTV
R01077,LTV,TAM
R01077,TAM,XIM
R01077,XIM,PSW
R01077,PSW,ATH
R01077,ATH,NUN
R01077,NUN,RUG
R01077,RUG,XWZ
R01077,XWZ,XHN
R01077,XHN,WOL
R01077,WOL,MKC
R01077,MKC,BLY
R01077,BLY,XOD
R01077,XOD,TRI
R01077,TRI,XOE
R01077,XOE,WFJ
R01077,WFJ,HRW
R01077,HRW,WMB
R01077,WMB,XWI
R01077,XWI,EUS
R01078,STA,SNE
R01078,SNE,SOT
R01078,SOT,LPT
R01078,LPT,KDG
R01078,KDG,ASG
R01078,ASG,CRE
R01079,SOU,SDN
R01079,SDN,NTL
R01079,NTL,BUO
R01079,BUO,SNW
R01079,SNW,FRM
R01079,FRM,CSA
R01079,CSA,HAV
R01079,HAV,PTR
R01079,PTR,LIS
R01079,LIS,LIP
R01079,LIP,HSL
R01079,HSL,WTY
R01079,WTY,MLF
R01079,MLF,GOD
R01079,GOD,FNC
R01079,FNC,GLD
R01079,GLD,WPL
R01079,WPL,WOK
R01079,WOK,SUR
R01079,SUR,NEM
R01080,FRM,PTC
R01080,PTC,CSA
R01080,CSA,HAV
R01080,HAV,PTR
R01080,PTR,HSL
R01080,HSL,GOD
R01080,GOD,FNC
R01080,FNC,GLD
R01080,GLD,WPL
R01080,WPL,WOK
R01080,WOK,SUR
R01080,SUR,NEM
R01081,MAN,ABY
R01081,ABY,GTO
R01081,GTO,GUI
R01081,GUI,HYT
R01081,HYT,HYC
R01081,HYC,WLY
R01081,WLY,RML
R01081,RML,RSH
R01082,NMC,SRN
R01082,SRN,MPL
R01082,MPL,RML
R01082,RML,BDY
R01082,BDY,BNT
R01082,BNT,RDN
R01082,RDN,RRB
R01082,RRB,BLV
R01082,BLV,ABY
R01082,ABY,MAN
R01083,FRM,CSA
R01083,CSA,HAV
R01083,HAV,RLN
R01083,RLN,PTR
R01083,PTR,LIS
R01083,LIS,LIP
R01083,LIP,HSL
R01083,HSL,GOD
R01083,GOD,FNC
R01083,FNC,GLD
R01083,GLD,WOK
R01083,WOK,SUR
R01083,SUR,NEM
R01084,HAV,PTR
R01084,PTR,HSL
R01084,HSL,WTY
R01084,WTY,MLF
R01084,MLF,GOD
R01084,GOD,FNC
R01084,FNC,GLD
R01084,GLD,WPL
R01084,WPL,WOK
R01084,WOK,SUR
R01084,SUR,NEM
R01085,MAN,ADK
R01085,ADK,ABY
R01085,ABY,BLV
R01085,BLV,RRB
R01085,RRB,RDN
R01085,RDN,BNT
R01085,BNT,BDY
R01085,BDY,RML
R01085,RML,MPL
R01085,MPL,SRN
R01085,SRN,NMC
R01086,WGN,ECC
R01086,ECC,SFD
R01086,SFD,MCV
R01087,SHF,SWN
R01087,SWN,MRP
R01087,MRP,HUD
R01087,HUD,MSN
R01087,MSN,GNF
R01087,GNF,SYB
R01087,SYB,GUI
R01087,GUI,ABY
R01087,ABY,MAN
R01087,MAN,HDG
R01087,HDG,MIA
R01088,MIA,HDG
R01088,HDG,MAN
R01089,SPX,XXY
R01089,XXY,XXR
R01089,XXR,XXQ
R01089,XXQ,XXH
R01089,XXH,XXU
R01089,XXU,XXJ
R01089,XXJ,XXI
R01089,XXI,XXO
R01089,XXO,XXL
R01089,XXL,XXG
R01089,XXG,XXK
R01089,XXK,XIW
R01089,XIW,XIE
R01089,XIE,XXX
R01089,XXX,BXS
R01089,BXS,ROT
R01089,ROT,AMS
R01090,MAR,BSR
R01090,BSR,RAM
R01090,RAM,THP
R01090,THP,XMF
R01090,XMF,MSR
R01090,MSR,STU
R01090,STU,CBW
R01090,CBW,WYE
R01090,WYE,AFK
R01090,AFK,XIW
R01090,XIW,XXK
R01090,XXK,XXG
R01090,XXG,XXL
R01090,XXL,XXO
R01090,XXO,XXI
R01090,XXI,EBF
R01090,EBF,XXJ
R01090,XXJ,XXU
R01090,XXU,XXH
R01090,XXH,XXQ
R01090,XXQ,SDI
R01090,SDI,XXR
R01090,XXR,XXY
R01090,XXY,SPX
R01091,MCV,SFD
R01091,SFD,SLD
R01091,SLD,CLI
R01091,CLI,KSL
R01091,KSL,MSS
R01091,MSS,BON
R01091,BON,XLK
R01091,XLK,WHG
R01091,WHG,HIN
R01091,HIN,INC
R01091,INC,WGW
R01091,WGW,GST
R01091,GST,APB
R01091,APB,PBL
R01091,PBL,BCB
R01091,BCB,MEC
R01091,MEC,SOP
R01092,CMD,CIR
R01092,CIR,HII
R01092,HII,XJC
R01092,XJC,CNN
R01092,CNN,DLK
R01092,DLK,HKC
R01092,HKC,HMN
R01092,HMN,HKW
R01092,HKW,SRA
R01093,WJL,XKG
R01093,XKG,KNR
R01093,KNR,BSP
R01093,BSP,BSY
R01093,BSY,WHD
R01093,WHD,FNY
R01093,FNY,HDH
R01093,HDH,GPO
R01093,GPO,KTW
R01093,KTW,CMD
R01093,CMD,CIR
R01093,CIR,HII
R01093,HII,XJC
R01093,XJC,CNN
R01093,CNN,DLK
R01093,DLK,HKC
R01093,HKC,HMN
R01093,HMN,HKW
R01093,HKW,SRA
R01094,SOC,WCF
R01094,WCF,CHW
R01094,CHW,LES
R01094,LES,BEF
R01094,BEF,PSE
R01094,PSE,SFO
R01094,SFO,ETL
R01094,ETL,TIL
R01094,TIL,GRY
R01094,GRY,CFH
R01094,CFH,OCK
R01094,OCK,UPM
R01094,UPM,BKG
R01094,BKG,WEH
R01094,WEH,LHS
R01094,LHS,FST
R01095,WBP,KPA
R01095,KPA,SPB
R01095,SPB,XMB
R01095,XMB,XWS
R01095,XWS,SAT
R01095,SAT,BFD
R01095,BFD,FEL
R01095,FEL,SNS
R01095,SNS,VIR
R01095,VIR,CHY
R01095,CHY,BFN
R01095,BFN,WOK
R01095,WOK,GLD
R01095,GLD,SFR
R01096,PSE,SFO
R01096,SFO,ETL
R01096,ETL,TIL
R01096,TIL,GRY
R01096,GRY,PFL
R01096,PFL,RNM
R01096,RNM,DDK
R01096,DDK,BKG
R01096,BKG,WEH
R01096,WEH,LHS
R01096,LHS,FST
R01097,XVJ,BRX
R01097,BRX,HNH
R01097,HNH,TUH
R01097,TUH,STE
R01097,STE,HYR
R01097,HYR,WIM
R01097,WIM,RAY
R01097,RAY,NEM
R01097,NEM,SUR
R01097,SUR,WOK
R01097,WOK,BKO
R01097,BKO,FNB
R01097,FNB,BSK
R01097,BSK,MIC
R01097,MIC,WIN
R01097,WIN,XEW
R01097,XEW,BOE
R01097,BOE,FRM
R01097,FRM,CSA
R01097,CSA,HAV
R01097,HAV,EMS
R01097,EMS,CCH
R01097,CCH,BAA
R01097,BAA,FOD
R01097,FOD,XXA
R01097,XXA,ANG
R01097,ANG,WWO
R01097,WWO,WRH
R01097,WRH,SSE
R01097,SSE,HOV
R01098,BDQ,FZH
R01098,FZH,SHY
R01098,SHY,SAE
R01098,SAE,BIY
R01098,BIY,CFL
R01098,CFL,KEI
R01098,KEI,SON
R01098,SON,CEY
R01098,CEY,SKI
R01098,SKI,GGV
R01098,GGV,HLD
R01098,HLD,LPR
R01098,LPR,GIG
R01098,GIG,CPY
R01098,CPY,BEN
R01098,BEN,WNN
R01098,WNN,CNF
R01098,CNF,XOA
R01098,XOA,LAN
R01099,FKW,XSI
R01099,XSI,AFK
R01099,AFK,CHG
R01099,CHG,MDE
R01099,MDE,BRG
R01099,BRG,XOT
R01099,XOT,SAY
R01099,SAY,XMU
R01099,XMU,XLY
R01099,XLY,BMS
R01099,BMS,SRT
R01099,SRT,RVB
R01099,RVB,BGM
R01099,BGM,NHD
R01099,NHD,DMK
R01099,DMK,BRX
R01099,BRX,XVJ
R01100,XVJ,BRX
R01100,BRX,DMK
R01100,DMK,NHD
R01100,NHD,LEW
R01100,LEW,BKH
R01100,BKH,ELW
R01100,ELW,BNH
R01100,BNH,XRT
R01100,XRT,DFD
R01100,DFD,XSR
R01100,XSR,GRV
R01100,GRV,SOO
R01100,SOO,CUX
R01100,CUX,AYL
R01100,AYL,MDB
R01100,MDB,MDW
R01101,LRG,INH
R01101,INH,CUA
R01101,CUA,ARD
R01101,ARD,TAI
R01101,TAI,FRN
R01101,FRN,IGD
R01101,IGD,ASS
R01101,ASS,DIN
R01101,DIN,CBD
R01101,CBD,MOO
R01101,MOO,BEL
R01101,BEL,INV
R01102,BHM,XOZ
R01102,XOZ,SCF
R01102,SCF,LEH
R01102,LEH,MGN
R01102,MGN,BHI
R01102,BHI,HIA
R01102,HIA,BKW
R01102,BKW,THL
R01102,THL,CNL
R01102,CNL,COV
R01102,COV,RUG
R01102,RUG,LBK
R01102,LBK,NMP
R01102,NMP,XHN
R01102,XHN,WOL
R01102,WOL,MKC
R01102,MKC,BLY
R01102,BLY,LBZ
R01102,LBZ,XOD
R01102,XOD,TRI
R01102,TRI,XOE
R01102,XOE,WFJ
R01102,WFJ,HRW
R01102,HRW,WMB
R01102,WMB,XWI
R01102,XWI,EUS
R01103,BTH,BOA
R01103,BOA,WMN
R01103,WMN,GRT
R01103,GRT,ADV
R01103,ADV,WCH
R01103,WCH,OVR
R01103,OVR,FNB
R01103,FNB,WOK
R01103,WOK,BFN
R01103,BFN,CHY
R01103,CHY,VIR
R01103,VIR,SNS
R01103,SNS,FEL
R01103,FEL,TWI
R01103,TWI,SMG
R01103,SMG,RMD
R01103,RMD,BNS
R01104,HHE,WVF
R01104,WVF,CBR
R01104,CBR,LWS
R01105,WJH,XMB
R01105,XMB,SPB
R01105,SPB,KPA
R01105,KPA,WBP
R01105,WBP,IMW
R01106,BHM,XOS
R01106,XOS,XGJ
R01106,XGJ,SMW
R01106,SMW,ROW
R01106,ROW,SBJ
R01106,SBJ,BKD
R01106,BKD,KID
R01106,KID,HBY
R01106,HBY,DTW
R01106,DTW,WOS
R01106,WOS,XAY
R01106,XAY,ASC
R01106,ASC,CNM
R01106,CNM,GCR
R01106,GCR,LYD
R01106,LYD,CPW
R01106,CPW,CDT
R01106,CDT,STJ
R01106,STJ,NWP
R01106,NWP,CDF
R01107,NCL,MCE
R01107,MCE,BLO
R01107,BLO,WYM
R01107,WYM,PRU
R01107,PRU,SKS
R01107,SKS,RDM
R01107,RDM,CRB
R01107,CRB,HEX
R01107,HEX,HDB
R01107,HDB,BLL
R01107,BLL,HWH
R01107,HWH,XRL
R01107,XRL,BMP
R01107,BMP,WRL
R01107,WRL,CAR
R01108,WMA,EML
R01109,RIA,XCF
R01110,ZUM,ZTU
R01110,ZTU,GUN
R01110,GUN,KWG
R01110,KWG,KWG
R01110,KWG,GUN
R01110,GUN,ZTU
R01110,ZTU,ZUM
R01111,NCL,DOT
R01111,DOT,MCE
R01111,MCE,BLO
R01111,BLO,WYM
R01111,WYM,PRU
R01111,PRU,SKS
R01111,SKS,RDM
R01111,RDM,CRB
R01111,CRB,HEX
R01111,HEX,HDB
R01111,HDB,BLL
R01111,BLL,HWH
R01111,HWH,XRL
R01111,XRL,BMP
R01111,BMP,WRL
R01111,WRL,CAR
R01112,SAY,SMY
R01112,SMY,BKL
R01114,CAR,WRL
R01114,WRL,BMP
R01114,BMP,XRL
R01114,XRL,HWH
R01114,HWH,BLL
R01114,BLL,HDB
R01114,HDB,HEX
R01114,HEX,CRB
R01114,CRB,RDM
R01114,RDM,SKS
R01114,SKS,PRU
R01114,PRU,WYM
R01114,WYM,BLO
R01114,BLO,MCE
R01114,MCE,DOT
R01114,DOT,NCL
R01114,NCL,BNR
R01114,BNR,SUN
R01114,SUN,SEA
R01114,SEA,HPL
R01114,HPL,STK
