pattern_a,pattern_b,shared_prefix,origin,destination_a,destination_b
SP001486,SP004179,4,BHM,KNN,BRI
SP001488,SP004543,4,KNN,BHM,BHM
SP001490,SP001634,15,BFR,SEV,ORP
SP001490,SP003282,4,BFR,SEV,RTR
SP001490,SP004528,4,BFR,SEV,MDE
SP001491,SP001797,4,LIT,SOU,CCH
SP001491,SP003913,4,LIT,SOU,PMS
SP001493,SP003534,12,GLD,EAD,RAY
SP001493,SP004601,5,GLD,EAD,RAY
SP001493,SP004603,11,GLD,EAD,EAD
SP001494,SP001536,8,CRE,CDF,SHR
SP001494,SP001937,3,CRE,CDF,CDF
SP001494,SP002856,18,CRE,CDF,MFH
SP001494,SP003269,8,CRE,CDF,BHI
SP001494,SP003356,6,CRE,CDF,MFH
SP001495,SP003355,5,SWA,CDF,PAD
SP001495,SP003462,5,SWA,CDF,PAD
SP001495,SP003464,5,SWA,CDF,PAD
SP001495,SP003746,4,SWA,CDF,CDF
SP001496,SP002141,3,EXD,PAD,PAD
SP001496,SP002695,4,EXD,PAD,CDF
SP001496,SP002696,4,EXD,PAD,CDF
SP001496,SP002705,4,EXD,PAD,CDF
SP001496,SP003497,4,EXD,PAD,BRI
SP001498,SP001503,4,CMN,MFH,FGH
SP001499,SP001501,10,PBO,HRH,HRH
SP001499,SP001504,8,PBO,HRH,HRH
SP001499,SP002023,10,PBO,HRH,HRH
SP001499,SP002028,8,PBO,HRH,HRH
SP001499,SP002033,8,PBO,HRH,HRH
SP001499,SP003303,8,PBO,HRH,KGX
SP001499,SP003549,8,PBO,HRH,KGX
SP001499,SP003599,8,PBO,HRH,KGX
SP001499,SP003991,10,PBO,HRH,HRH
SP001499,SP003992,10,PBO,HRH,HRH
SP001499,SP003994,10,PBO,HRH,KGX
SP001499,SP003996,12,PBO,HRH,KGX
SP001499,SP004155,10,PBO,HRH,HRH
SP001499,SP004339,10,PBO,HRH,HRH
SP001499,SP004341,10,PBO,HRH,HRH
SP001500,SP002223,4,CTR,MAN,MIA
SP001500,SP002787,4,CTR,MAN,MIA
SP001500,SP003604,3,CTR,MAN,LIV
SP001501,SP001504,8,PBO,HRH,HRH
SP001501,SP002023,37,PBO,HRH,HRH
SP001501,SP002028,8,PBO,HRH,HRH
SP001501,SP002033,8,PBO,HRH,HRH
SP001501,SP003303,8,PBO,HRH,KGX
SP001501,SP003549,8,PBO,HRH,KGX
SP001501,SP003599,8,PBO,HRH,KGX
SP001501,SP003991,24,PBO,HRH,HRH
SP001501,SP003992,24,PBO,HRH,HRH
SP001501,SP003994,14,PBO,HRH,KGX
SP001501,SP003996,10,PBO,HRH,KGX
SP001501,SP004155,31,PBO,HRH,HRH
SP001501,SP004339,27,PBO,HRH,HRH
SP001501,SP004341,24,PBO,HRH,HRH
SP001504,SP002023,8,PBO,HRH,HRH
SP001504,SP002028,29,PBO,HRH,HRH
SP001504,SP002033,29,PBO,HRH,HRH
SP001504,SP003303,8,PBO,HRH,KGX
SP001504,SP003549,8,PBO,HRH,KGX
SP001504,SP003599,8,PBO,HRH,KGX
SP001504,SP003991,8,PBO,HRH,HRH
SP001504,SP003992,8,PBO,HRH,HRH
SP001504,SP003994,8,PBO,HRH,KGX
SP001504,SP003996,8,PBO,HRH,KGX
SP001504,SP004155,8,PBO,HRH,HRH
SP001504,SP004339,8,PBO,HRH,HRH
SP001504,SP004341,8,PBO,HRH,HRH
SP001505,SP001530,18,SOU,MAN,MAN
SP001505,SP004136,4,SOU,MAN,BTN
SP001505,SP004137,4,SOU,MAN,LIT
SP001507,SP001522,3,BRI,CDF,SSD
SP001507,SP001533,3,BRI,CDF,MAN
SP001507,SP001546,3,BRI,CDF,MAN
SP001507,SP001559,3,BRI,CDF,BHM
SP001507,SP002930,3,BRI,CDF,BHM
SP001507,SP003494,3,BRI,CDF,GMV
SP001507,SP003965,3,BRI,CDF,EDB
SP001507,SP004183,3,BRI,CDF,PAD
SP001507,SP004570,3,BRI,CDF,PAD
SP001508,SP001520,8,BHM,CBG,CBG
SP001508,SP001735,4,BHM,CBG,NOT
SP001508,SP004096,4,BHM,CBG,NOT
SP001508,SP004104,8,BHM,CBG,LEI
SP001510,SP001611,11,SUO,BDM,SAC
SP001510,SP001782,7,SUO,BDM,XSU
SP001510,SP003019,11,SUO,BDM,BDM
SP001510,SP004414,5,SUO,BDM,BAL
SP001511,SP001514,9,RDZ,GTW,GTW
SP001511,SP002281,15,RDZ,GTW,GTW
SP001511,SP002282,3,RDZ,GTW,GTW
SP001511,SP002283,3,RDZ,GTW,GTW
SP001511,SP002291,3,RDZ,GTW,GTW
SP001511,SP002293,9,RDZ,GTW,GTW
SP001511,SP003413,11,RDZ,GTW,SFR
SP001511,SP004600,3,RDZ,GTW,SNS
SP001512,SP004045,3,WOK,NEM,QRB
SP001513,SP001519,4,EAD,GLD,GLD
SP001513,SP001560,3,EAD,GLD,SHP
SP001513,SP001589,4,EAD,GLD,HMC
SP001513,SP001954,3,EAD,GLD,TWI
SP001513,SP003262,3,EAD,GLD,STW
SP001513,SP003478,3,EAD,GLD,BMH
SP001513,SP003729,4,EAD,GLD,WOK
SP001514,SP002281,9,RDZ,GTW,GTW
SP001514,SP002282,3,RDZ,GTW,GTW
SP001514,SP002283,3,RDZ,GTW,GTW
SP001514,SP002291,3,RDZ,GTW,GTW
SP001514,SP002293,16,RDZ,GTW,GTW
SP001514,SP003413,9,RDZ,GTW,SFR
SP001514,SP004600,3,RDZ,GTW,SNS
SP001515,SP001517,9,NEM,GLD,GLD
SP001515,SP002124,3,NEM,GLD,BSK
SP001515,SP002127,3,NEM,GLD,BSK
SP001515,SP003527,9,NEM,GLD,AHT
SP001515,SP003899,3,NEM,GLD,AON
SP001516,SP001553,14,GTW,RDZ,RDG
SP001516,SP002319,14,GTW,RDZ,RDZ
SP001516,SP002330,14,GTW,RDZ,RDZ
SP001516,SP002353,17,GTW,RDZ,RDG
SP001516,SP002355,12,GTW,RDZ,RDG
SP001516,SP003451,4,GTW,RDZ,BDM
SP001516,SP003728,12,GTW,RDZ,RDZ
SP001517,SP002124,3,NEM,GLD,BSK
SP001517,SP002127,3,NEM,GLD,BSK
SP001517,SP003527,9,NEM,GLD,AHT
SP001517,SP003899,3,NEM,GLD,AON
SP001519,SP001560,3,EAD,GLD,SHP
SP001519,SP001589,4,EAD,GLD,HMC
SP001519,SP001954,3,EAD,GLD,TWI
SP001519,SP003262,3,EAD,GLD,STW
SP001519,SP003478,3,EAD,GLD,BMH
SP001519,SP003729,4,EAD,GLD,WOK
SP001520,SP001735,4,BHM,CBG,NOT
SP001520,SP004096,4,BHM,CBG,NOT
SP001520,SP004104,8,BHM,CBG,LEI
SP001522,SP001533,4,BRI,SSD,MAN
SP001522,SP001546,4,BRI,SSD,MAN
SP001522,SP001559,4,BRI,SSD,BHM
SP001522,SP002930,4,BRI,SSD,BHM
SP001522,SP003494,4,BRI,SSD,GMV
SP001522,SP003965,4,BRI,SSD,EDB
SP001522,SP004183,3,BRI,SSD,PAD
SP001522,SP004570,3,BRI,SSD,PAD
SP001524,SP001527,4,SEF,BTN,BTN
SP001525,SP001528,5,STR,AYR,KMK
SP001526,SP001558,3,CDF,NOT,NOT
SP001526,SP001569,3,CDF,NOT,BHM
SP001526,SP001625,3,CDF,NOT,EDB
SP001526,SP002181,3,CDF,NOT,BRI
SP001526,SP002227,3,CDF,NOT,PMH
SP001526,SP002231,3,CDF,NOT,PMH
SP001526,SP002328,3,CDF,NOT,TAU
SP001526,SP002379,3,CDF,NOT,BRI
SP001526,SP002392,3,CDF,NOT,EXD
SP001526,SP002394,3,CDF,NOT,PLY
SP001526,SP002395,3,CDF,NOT,EXD
SP001526,SP003379,3,CDF,NOT,PNZ
SP001526,SP003382,3,CDF,NOT,TAU
SP001526,SP003414,3,CDF,NOT,PMH
SP001526,SP003418,3,CDF,NOT,NOT
SP001526,SP003427,3,CDF,NOT,FRO
SP001526,SP003469,3,CDF,NOT,PAD
SP001526,SP003482,7,CDF,NOT,GCR
SP001526,SP004105,23,CDF,NOT,NOT
SP001526,SP004107,3,CDF,NOT,NOT
SP001526,SP004249,3,CDF,NOT,PMH
SP001529,SP002207,4,EDB,DEE,DEE
SP001529,SP003257,4,EDB,DEE,DEE
SP001529,SP003396,3,EDB,DEE,LEV
SP001529,SP004620,3,EDB,DEE,LEV
SP001530,SP004136,4,SOU,MAN,BTN
SP001530,SP004137,4,SOU,MAN,LIT
SP001531,SP002237,4,PTH,EDB,EDB
SP001531,SP002250,3,PTH,EDB,EDB
SP001533,SP001546,12,BRI,MAN,MAN
SP001533,SP001559,16,BRI,MAN,BHM
SP001533,SP002930,12,BRI,MAN,BHM
SP001533,SP003494,4,BRI,MAN,GMV
SP001533,SP003965,12,BRI,MAN,EDB
SP001533,SP004183,3,BRI,MAN,PAD
SP001533,SP004570,3,BRI,MAN,PAD
SP001534,SP002326,3,WTB,XPK,NCL
SP001534,SP004412,3,WTB,XPK,MBR
SP001536,SP001937,3,CRE,SHR,CDF
SP001536,SP002856,8,CRE,SHR,MFH
SP001536,SP003269,8,CRE,SHR,BHI
SP001536,SP003356,6,CRE,SHR,MFH
SP001537,SP001740,4,MAN,CRE,HAZ
SP001537,SP001953,5,MAN,CRE,MAC
SP001537,SP002636,8,MAN,CRE,ALD
SP001537,SP003076,4,MAN,CRE,SHF
SP001537,SP003145,13,MAN,CRE,FGH
SP001539,SP002212,6,CRE,LIV,LIV
SP001540,SP004419,3,HUD,LDS,LDS
SP001541,SP001777,14,LIV,MCV,MCV
SP001541,SP003754,12,LIV,MCV,WGN
SP001541,SP004459,12,LIV,MCV,MCV
SP001542,SP001556,11,PGN,MAN,MAN
SP001542,SP002411,7,PGN,MAN,EXD
SP001542,SP002570,7,PGN,MAN,BRI
SP001542,SP003285,7,PGN,MAN,EXD
SP001542,SP003415,10,PGN,MAN,PAD
SP001542,SP003513,7,PGN,MAN,CDF
SP001542,SP004093,13,PGN,MAN,BRI
SP001542,SP004167,10,PGN,MAN,PAD
SP001543,SP001568,25,PLY,BHM,BHM
SP001543,SP001621,24,PLY,BHM,EDB
SP001543,SP001622,11,PLY,BHM,EDB
SP001543,SP001624,28,PLY,BHM,EDB
SP001543,SP001626,17,PLY,BHM,ABD
SP001543,SP001627,28,PLY,BHM,GLC
SP001543,SP002263,16,PLY,BHM,GCR
SP001543,SP002264,10,PLY,BHM,PAD
SP001543,SP002265,10,PLY,BHM,PAD
SP001543,SP003365,10,PLY,BHM,PAD
SP001543,SP003366,10,PLY,BHM,PAD
SP001543,SP003368,10,PLY,BHM,PAD
SP001543,SP003372,10,PLY,BHM,PAD
SP001543,SP003616,28,PLY,BHM,LDS
SP001543,SP003651,10,PLY,BHM,PAD
SP001545,SP002530,3,LDS,YRK,HUL
SP001545,SP002562,3,LDS,YRK,YRK
SP001545,SP003104,4,LDS,YRK,HUL
SP001545,SP003512,3,LDS,YRK,SBY
SP001545,SP003529,3,LDS,YRK,YRK
SP001545,SP003571,3,LDS,YRK,HUL
SP001546,SP001559,12,BRI,MAN,BHM
SP001546,SP002930,15,BRI,MAN,BHM
SP001546,SP003494,4,BRI,MAN,GMV
SP001546,SP003965,15,BRI,MAN,EDB
SP001546,SP004183,3,BRI,MAN,PAD
SP001546,SP004570,3,BRI,MAN,PAD
SP001547,SP001551,8,RAY,SHP,SHP
SP001547,SP003731,6,RAY,SHP,STW
SP001548,SP002665,4,MAN,LIV,GLC
SP001548,SP003216,4,MAN,LIV,GLC
SP001548,SP003635,4,MAN,LIV,CTR
SP001549,SP001664,3,KNG,SHP,QRB
SP001550,SP002809,5,BTN,LWS,HGS
SP001550,SP003550,5,BTN,LWS,HGS
SP001550,SP004552,5,BTN,LWS,HGS
SP001551,SP003731,6,RAY,SHP,STW
SP001552,SP001554,3,SHP,EAD,EAD
SP001552,SP001555,3,SHP,EAD,RAY
SP001552,SP001584,5,SHP,EAD,QRB
SP001553,SP002319,20,GTW,RDG,RDZ
SP001553,SP002330,16,GTW,RDG,RDZ
SP001553,SP002353,14,GTW,RDG,RDG
SP001553,SP002355,12,GTW,RDG,RDG
SP001553,SP003451,4,GTW,RDG,BDM
SP001553,SP003728,12,GTW,RDG,RDZ
SP001554,SP001555,12,SHP,EAD,RAY
SP001554,SP001584,3,SHP,EAD,QRB
SP001555,SP001584,3,SHP,RAY,QRB
SP001556,SP002411,7,PGN,MAN,EXD
SP001556,SP002570,7,PGN,MAN,BRI
SP001556,SP003285,7,PGN,MAN,EXD
SP001556,SP003415,10,PGN,MAN,PAD
SP001556,SP003513,7,PGN,MAN,CDF
SP001556,SP004093,11,PGN,MAN,BRI
SP001556,SP004167,10,PGN,MAN,PAD
SP001557,SP001670,3,MIA,BPN,WDM
SP001557,SP002517,3,MIA,BPN,YRK
SP001557,SP003711,3,MIA,BPN,BPN
SP001557,SP004118,3,MIA,BPN,LIV
SP001557,SP004489,3,MIA,BPN,CLE
SP001557,SP004503,3,MIA,BPN,BIF
SP001557,SP004572,3,MIA,BPN,BPN
SP001557,SP004585,3,MIA,BPN,SCA
SP001558,SP001569,19,CDF,NOT,BHM
SP001558,SP001625,27,CDF,NOT,EDB
SP001558,SP002181,3,CDF,NOT,BRI
SP001558,SP002227,3,CDF,NOT,PMH
SP001558,SP002231,3,CDF,NOT,PMH
SP001558,SP002328,3,CDF,NOT,TAU
SP001558,SP002379,3,CDF,NOT,BRI
SP001558,SP002392,3,CDF,NOT,EXD
SP001558,SP002394,3,CDF,NOT,PLY
SP001558,SP002395,3,CDF,NOT,EXD
SP001558,SP003379,3,CDF,NOT,PNZ
SP001558,SP003382,3,CDF,NOT,TAU
SP001558,SP003414,3,CDF,NOT,PMH
SP001558,SP003418,23,CDF,NOT,NOT
SP001558,SP003427,3,CDF,NOT,FRO
SP001558,SP003469,3,CDF,NOT,PAD
SP001558,SP003482,3,CDF,NOT,GCR
SP001558,SP004105,3,CDF,NOT,NOT
SP001558,SP004107,23,CDF,NOT,NOT
SP001558,SP004249,3,CDF,NOT,PMH
SP001559,SP002930,12,BRI,BHM,BHM
SP001559,SP003494,4,BRI,BHM,GMV
SP001559,SP003965,12,BRI,BHM,EDB
SP001559,SP004183,3,BRI,BHM,PAD
SP001559,SP004570,3,BRI,BHM,PAD
SP001560,SP001589,3,EAD,SHP,HMC
SP001560,SP001954,7,EAD,SHP,TWI
SP001560,SP003262,7,EAD,SHP,STW
SP001560,SP003478,3,EAD,SHP,BMH
SP001560,SP003729,3,EAD,SHP,WOK
SP001561,SP001632,3,MAN,RCC,HDF
SP001561,SP002149,4,MAN,RCC,YRK
SP001561,SP002978,7,MAN,RCC,YRK
SP001561,SP003048,10,MAN,RCC,NCL
SP001561,SP003058,7,MAN,RCC,HUL
SP001561,SP003072,7,MAN,RCC,SLB
SP001561,SP003074,4,MAN,RCC,YRK
SP001561,SP003075,7,MAN,RCC,YRK
SP001561,SP003134,7,MAN,RCC,NCL
SP001561,SP003279,10,MAN,RCC,YRK
SP001561,SP003960,7,MAN,RCC,YRK
SP001561,SP004027,3,MAN,RCC,RCC
SP001561,SP004138,7,MAN,RCC,DAR
SP001562,SP001657,16,NCL,BHM,RDG
SP001562,SP001659,8,NCL,BHM,RDG
SP001562,SP001667,6,NCL,BHM,PLY
SP001562,SP001683,21,NCL,BHM,RDG
SP001562,SP001878,21,NCL,BHM,RDG
SP001562,SP004589,7,NCL,BHM,KGX
SP001563,SP001991,11,NCL,MAN,MAN
SP001563,SP003042,8,NCL,MAN,LIV
SP001563,SP003146,8,NCL,MAN,LIV
SP001563,SP003157,7,NCL,MAN,YRK
SP001564,SP002048,4,YRK,SHF,HUL
SP001564,SP002547,4,YRK,SHF,HUL
SP001564,SP003080,3,YRK,SHF,LDS
SP001564,SP003407,4,YRK,SHF,BDT
SP001564,SP003873,6,YRK,SHF,SHF
SP001564,SP004221,3,YRK,SHF,BPN
SP001565,SP001661,4,GLM,XVJ,LUT
SP001565,SP003243,17,GLM,XVJ,XVJ
SP001565,SP003281,8,GLM,XVJ,BFR
SP001565,SP004531,12,GLM,XVJ,CST
SP001565,SP004536,5,GLM,XVJ,CST
SP001567,SP001770,4,SRS,WFJ,XSU
SP001568,SP001621,24,PLY,BHM,EDB
SP001568,SP001622,11,PLY,BHM,EDB
SP001568,SP001624,25,PLY,BHM,EDB
SP001568,SP001626,17,PLY,BHM,ABD
SP001568,SP001627,25,PLY,BHM,GLC
SP001568,SP002263,16,PLY,BHM,GCR
SP001568,SP002264,10,PLY,BHM,PAD
SP001568,SP002265,10,PLY,BHM,PAD
SP001568,SP003365,10,PLY,BHM,PAD
SP001568,SP003366,10,PLY,BHM,PAD
SP001568,SP003368,10,PLY,BHM,PAD
SP001568,SP003372,10,PLY,BHM,PAD
SP001568,SP003616,25,PLY,BHM,LDS
SP001568,SP003651,10,PLY,BHM,PAD
SP001569,SP001625,19,CDF,BHM,EDB
SP001569,SP002181,3,CDF,BHM,BRI
SP001569,SP002227,3,CDF,BHM,PMH
SP001569,SP002231,3,CDF,BHM,PMH
SP001569,SP002328,3,CDF,BHM,TAU
SP001569,SP002379,3,CDF,BHM,BRI
SP001569,SP002392,3,CDF,BHM,EXD
SP001569,SP002394,3,CDF,BHM,PLY
SP001569,SP002395,3,CDF,BHM,EXD
SP001569,SP003379,3,CDF,BHM,PNZ
SP001569,SP003382,3,CDF,BHM,TAU
SP001569,SP003414,3,CDF,BHM,PMH
SP001569,SP003418,19,CDF,BHM,NOT
SP001569,SP003427,3,CDF,BHM,FRO
SP001569,SP003469,3,CDF,BHM,PAD
SP001569,SP003482,3,CDF,BHM,GCR
SP001569,SP004105,3,CDF,BHM,NOT
SP001569,SP004107,19,CDF,BHM,NOT
SP001569,SP004249,3,CDF,BHM,PMH
SP001570,SP001581,5,AFK,EBN,EBN
SP001570,SP002682,9,AFK,EBN,HGS
SP001570,SP003121,5,AFK,EBN,HGS
SP001571,SP002521,7,SUO,BAK,SRS
SP001571,SP002535,10,SUO,BAK,XSU
SP001572,SP001575,6,XSU,SRS,BIK
SP001572,SP001579,11,XSU,SRS,ECR
SP001572,SP001597,7,XSU,SRS,SUO
SP001574,SP002112,8,BAK,DKG,EPS
SP001574,SP002531,8,BAK,DKG,HRH
SP001574,SP002582,9,BAK,DKG,EPS
SP001574,SP003032,11,BAK,DKG,HRH
SP001574,SP003290,8,BAK,DKG,DKG
SP001575,SP001579,6,XSU,BIK,ECR
SP001575,SP001597,6,XSU,BIK,SUO
SP001576,SP002412,5,CBG,BHM,NRW
SP001576,SP002732,5,CBG,BHM,NRW
SP001576,SP002868,5,CBG,BHM,KLN
SP001576,SP004311,5,CBG,BHM,NRW
SP001576,SP004312,5,CBG,BHM,NRW
SP001577,SP001704,5,SSD,BHM,CBG
SP001578,SP001655,11,ABD,KGX,PLY
SP001578,SP002068,14,ABD,KGX,EDB
SP001578,SP003116,30,ABD,KGX,DON
SP001579,SP001597,7,XSU,ECR,SUO
SP001581,SP002682,5,AFK,EBN,HGS
SP001581,SP003121,8,AFK,EBN,HGS
SP001582,SP003288,5,QRB,STW,SNS
SP001582,SP004306,3,QRB,STW,EAD
SP001582,SP004314,3,QRB,STW,ASN
SP001589,SP001954,3,EAD,HMC,TWI
SP001589,SP003262,3,EAD,HMC,STW
SP001589,SP003478,3,EAD,HMC,BMH
SP001589,SP003729,4,EAD,HMC,WOK
SP001590,SP001663,5,HMC,EAD,RAY
SP001591,SP003470,6,CMN,MAN,PAD
SP001591,SP003474,6,CMN,MAN,BPW
SP001591,SP003744,6,CMN,MAN,CDF
SP001592,SP001792,10,LIV,EUS,EUS
SP001592,SP001875,3,LIV,EUS,CLE
SP001592,SP002081,6,LIV,EUS,BHM
SP001592,SP002673,3,LIV,EUS,NOT
SP001592,SP002819,4,LIV,EUS,LLD
SP001592,SP003089,3,LIV,EUS,WAC
SP001592,SP003111,6,LIV,EUS,EUS
SP001592,SP003115,3,LIV,EUS,NOT
SP001592,SP003496,3,LIV,EUS,SHF
SP001592,SP003657,3,LIV,EUS,NCL
SP001592,SP004026,6,LIV,EUS,CRE
SP001592,SP004143,3,LIV,EUS,NRW
SP001592,SP004261,3,LIV,EUS,DON
SP001592,SP004268,3,LIV,EUS,MIA
SP001592,SP004269,3,LIV,EUS,NRW
SP001593,SP002302,5,HUL,KGX,LDS
SP001593,SP002534,3,HUL,KGX,YRK
SP001593,SP002641,5,HUL,KGX,SBY
SP001593,SP003317,3,HUL,KGX,SHF
SP001593,SP003869,5,HUL,KGX,MAN
SP001593,SP003951,3,HUL,KGX,YRK
SP001593,SP003980,5,HUL,KGX,HFX
SP001593,SP004117,5,HUL,KGX,LDS
SP001593,SP004465,5,HUL,KGX,HFX
SP001594,SP001605,3,KGX,HUL,PBO
SP001594,SP001726,4,KGX,HUL,CBG
SP001594,SP001727,9,KGX,HUL,CBG
SP001594,SP001880,24,KGX,HUL,BEV
SP001594,SP002020,9,KGX,HUL,PBO
SP001594,SP002317,3,KGX,HUL,NCL
SP001594,SP002335,3,KGX,HUL,LDS
SP001594,SP002354,4,KGX,HUL,RYS
SP001594,SP002363,5,KGX,HUL,LET
SP001594,SP002493,3,KGX,HUL,HFN
SP001594,SP002494,3,KGX,HUL,RYS
SP001594,SP002502,3,KGX,HUL,CBG
SP001594,SP002602,3,KGX,HUL,WGC
SP001594,SP002623,3,KGX,HUL,PBO
SP001594,SP002755,4,KGX,HUL,CBG
SP001594,SP002757,4,KGX,HUL,CBG
SP001594,SP002761,4,KGX,HUL,LET
SP001594,SP002762,4,KGX,HUL,CBG
SP001594,SP002765,3,KGX,HUL,CBG
SP001594,SP002914,9,KGX,HUL,KLN
SP001594,SP002940,3,KGX,HUL,EDB
SP001594,SP002953,19,KGX,HUL,EDB
SP001594,SP002960,4,KGX,HUL,LDS
SP001594,SP002973,3,KGX,HUL,HFN
SP001594,SP003030,3,KGX,HUL,WGC
SP001594,SP003175,3,KGX,HUL,HFN
SP001594,SP003176,4,KGX,HUL,RYS
SP001594,SP003225,4,KGX,HUL,WGC
SP001594,SP003254,4,KGX,HUL,PBO
SP001594,SP003540,19,KGX,HUL,GLQ
SP001594,SP003600,9,KGX,HUL,CBG
SP001594,SP003658,4,KGX,HUL,ELY
SP001594,SP003667,4,KGX,HUL,YRK
SP001594,SP003669,19,KGX,HUL,INV
SP001594,SP003855,3,KGX,HUL,ABD
SP001594,SP003859,3,KGX,HUL,LDS
SP001594,SP004237,3,KGX,HUL,PBO
SP001595,SP002578,7,LIT,BTN,XSU
SP001595,SP003029,10,LIT,BTN,BAL
SP001598,SP001910,3,BHM,BMH,EUS
SP001598,SP002791,3,BHM,BMH,BHI
SP001598,SP003046,4,BHM,BMH,EUS
SP001598,SP003271,3,BHM,BMH,COV
SP001598,SP003882,4,BHM,BMH,MKC
SP001598,SP003967,4,BHM,BMH,NMP
SP001598,SP004063,4,BHM,BMH,EUS
SP001599,SP002016,5,MAN,BMH,BMH
SP001599,SP002070,5,MAN,BMH,EUS
SP001601,SP001645,3,NOT,BMH,GCR
SP001601,SP002628,3,NOT,BMH,MAT
SP001601,SP003251,3,NOT,BMH,CRE
SP001601,SP003381,3,NOT,BMH,CDF
SP001601,SP003404,3,NOT,BMH,LEI
SP001601,SP004260,3,NOT,BMH,STP
SP001602,SP001790,4,CCH,BTN,LIT
SP001603,SP001606,10,BTN,BAL,BDM
SP001603,SP001614,10,BTN,BAL,BDM
SP001603,SP001618,10,BTN,BAL,BDM
SP001603,SP001620,10,BTN,BAL,BDM
SP001603,SP001819,10,BTN,BAL,CBG
SP001603,SP002175,10,BTN,BAL,BDM
SP001603,SP002177,5,BTN,BAL,CBG
SP001603,SP002221,10,BTN,BAL,BDM
SP001603,SP002242,10,BTN,BAL,CBG
SP001603,SP002246,10,BTN,BAL,BDM
SP001603,SP002474,10,BTN,BAL,BDM
SP001603,SP002724,5,BTN,BAL,BAL
SP001603,SP002841,10,BTN,BAL,BDM
SP001603,SP003141,10,BTN,BAL,BDM
SP001603,SP003395,10,BTN,BAL,BDM
SP001603,SP003399,10,BTN,BAL,BDM
SP001603,SP003546,5,BTN,BAL,BAL
SP001603,SP003588,10,BTN,BAL,BDM
SP001603,SP003809,22,BTN,BAL,WSW
SP001603,SP003989,5,BTN,BAL,BAK
SP001603,SP004194,10,BTN,BAL,BDM
SP001603,SP004487,10,BTN,BAL,BDM
SP001603,SP004582,12,BTN,BAL,BDM
SP001604,SP001783,11,BTN,CCH,WWO
SP001604,SP001936,18,BTN,CCH,BOG
SP001604,SP002015,16,BTN,CCH,LIT
SP001604,SP003094,15,BTN,CCH,SOU
SP001604,SP003127,15,BTN,CCH,PMS
SP001604,SP003307,11,BTN,CCH,HAV
SP001604,SP004227,15,BTN,CCH,CCH
SP001604,SP004230,11,BTN,CCH,CCH
SP001605,SP001726,3,KGX,PBO,CBG
SP001605,SP001727,3,KGX,PBO,CBG
SP001605,SP001880,3,KGX,PBO,BEV
SP001605,SP002020,3,KGX,PBO,PBO
SP001605,SP002317,23,KGX,PBO,NCL
SP001605,SP002335,5,KGX,PBO,LDS
SP001605,SP002354,3,KGX,PBO,RYS
SP001605,SP002363,3,KGX,PBO,LET
SP001605,SP002493,3,KGX,PBO,HFN
SP001605,SP002494,3,KGX,PBO,RYS
SP001605,SP002502,3,KGX,PBO,CBG
SP001605,SP002602,3,KGX,PBO,WGC
SP001605,SP002623,3,KGX,PBO,PBO
SP001605,SP002755,3,KGX,PBO,CBG
SP001605,SP002757,3,KGX,PBO,CBG
SP001605,SP002761,3,KGX,PBO,LET
SP001605,SP002762,3,KGX,PBO,CBG
SP001605,SP002765,3,KGX,PBO,CBG
SP001605,SP002914,3,KGX,PBO,KLN
SP001605,SP002940,23,KGX,PBO,EDB
SP001605,SP002953,3,KGX,PBO,EDB
SP001605,SP002960,3,KGX,PBO,LDS
SP001605,SP002973,3,KGX,PBO,HFN
SP001605,SP003030,3,KGX,PBO,WGC
SP001605,SP003175,3,KGX,PBO,HFN
SP001605,SP003176,3,KGX,PBO,RYS
SP001605,SP003225,3,KGX,PBO,WGC
SP001605,SP003254,3,KGX,PBO,PBO
SP001605,SP003540,3,KGX,PBO,GLQ
SP001605,SP003600,3,KGX,PBO,CBG
SP001605,SP003658,3,KGX,PBO,ELY
SP001605,SP003667,3,KGX,PBO,YRK
SP001605,SP003669,3,KGX,PBO,INV
SP001605,SP003855,23,KGX,PBO,ABD
SP001605,SP003859,23,KGX,PBO,LDS
SP001605,SP004237,3,KGX,PBO,PBO
SP001606,SP001614,20,BTN,BDM,BDM
SP001606,SP001618,20,BTN,BDM,BDM
SP001606,SP001620,20,BTN,BDM,BDM
SP001606,SP001819,10,BTN,BDM,CBG
SP001606,SP002175,10,BTN,BDM,BDM
SP001606,SP002177,5,BTN,BDM,CBG
SP001606,SP002221,10,BTN,BDM,BDM
SP001606,SP002242,20,BTN,BDM,CBG
SP001606,SP002246,20,BTN,BDM,BDM
SP001606,SP002474,10,BTN,BDM,BDM
SP001606,SP002724,5,BTN,BDM,BAL
SP001606,SP002841,10,BTN,BDM,BDM
SP001606,SP003141,10,BTN,BDM,BDM
SP001606,SP003395,11,BTN,BDM,BDM
SP001606,SP003399,11,BTN,BDM,BDM
SP001606,SP003546,5,BTN,BDM,BAL
SP001606,SP003588,10,BTN,BDM,BDM
SP001606,SP003809,10,BTN,BDM,WSW
SP001606,SP003989,5,BTN,BDM,BAK
SP001606,SP004194,10,BTN,BDM,BDM
SP001606,SP004487,11,BTN,BDM,BDM
SP001606,SP004582,10,BTN,BDM,BDM
SP001607,SP001694,3,CBG,BTN,SSD
SP001607,SP002159,34,CBG,BTN,BTN
SP001607,SP002171,4,CBG,BTN,BTN
SP001607,SP002185,4,CBG,BTN,BTN
SP001607,SP002433,3,CBG,BTN,SSD
