pattern_a,pattern_b,shared_prefix,origin,destination_a,destination_b
SP000758,SP002476,5,ORE,BAL,BTN
SP000758,SP002996,7,ORE,BAL,BAL
SP000758,SP003000,7,ORE,BAL,BAK
SP000758,SP003147,8,ORE,BAL,BTN
SP000758,SP003149,8,ORE,BAL,BTN
SP000758,SP003552,7,ORE,BAL,PLG
SP000758,SP004120,5,ORE,BAL,BTN
SP000758,SP004126,7,ORE,BAL,BTN
SP000758,SP004128,7,ORE,BAL,BTN
SP000759,SP000979,3,BPN,MIA,YRK
SP000759,SP000984,4,BPN,MIA,LDS
SP000759,SP002612,3,BPN,MIA,MIA
SP000759,SP003670,6,BPN,MIA,LIV
SP000759,SP003781,4,BPN,MIA,LDS
SP000759,SP004097,6,BPN,MIA,MAN
SP000759,SP004106,4,BPN,MIA,YRK
SP000759,SP004205,3,BPN,MIA,CRE
SP000759,SP004229,6,BPN,MIA,LIV
SP000759,SP004295,4,BPN,MIA,YRK
SP000759,SP004426,6,BPN,MIA,LIV
SP000759,SP004526,6,BPN,MIA,MAN
SP000759,SP004578,4,BPN,MIA,CRE
SP000760,SP000784,15,GLM,LUT,CST
SP000760,SP001141,5,GLM,LUT,TON
SP000760,SP001144,5,GLM,LUT,PDW
SP000760,SP001565,4,GLM,LUT,XVJ
SP000760,SP001661,15,GLM,LUT,LUT
SP000760,SP003243,4,GLM,LUT,XVJ
SP000760,SP003281,4,GLM,LUT,BFR
SP000760,SP004531,4,GLM,LUT,CST
SP000760,SP004536,4,GLM,LUT,CST
SP000761,SP001629,6,WHP,RAI,SUO
SP000761,SP001681,6,WHP,RAI,ORP
SP000761,SP001778,6,WHP,RAI,SUO
SP000761,SP003915,8,WHP,RAI,RAI
SP000761,SP004591,12,WHP,RAI,RAI
SP000763,SP002469,15,CTR,MAN,MAN
SP000763,SP002472,15,CTR,MAN,SPT
SP000764,SP001112,6,RSH,MAN,MAN
SP000764,SP001756,7,RSH,MAN,MAN
SP000764,SP001759,6,RSH,MAN,MAN
SP000765,SP003979,8,WDM,MIA,PRE
SP000765,SP004212,5,WDM,MIA,OXN
SP000766,SP000908,3,CHX,HYS,DFD
SP000766,SP000922,3,CHX,HYS,DFD
SP000766,SP000986,3,CHX,HYS,GRV
SP000766,SP001044,4,CHX,HYS,RAM
SP000766,SP001137,4,CHX,HYS,SEV
SP000766,SP001138,4,CHX,HYS,ORP
SP000766,SP001883,4,CHX,HYS,HGS
SP000766,SP001892,4,CHX,HYS,DVP
SP000766,SP002505,3,CHX,HYS,GRV
SP000766,SP002537,4,CHX,HYS,TBW
SP000766,SP002807,4,CHX,HYS,DVP
SP000766,SP002969,3,CHX,HYS,DFD
SP000766,SP002976,4,CHX,HYS,CBW
SP000766,SP002979,3,CHX,HYS,SEV
SP000766,SP003068,3,CHX,HYS,HYS
SP000766,SP003156,3,CHX,HYS,CST
SP000766,SP003188,3,CHX,HYS,ORP
SP000766,SP003200,5,CHX,HYS,TBW
SP000766,SP003315,3,CHX,HYS,GRV
SP000766,SP003387,4,CHX,HYS,DVP
SP000766,SP003400,4,CHX,HYS,RAM
SP000766,SP003760,3,CHX,HYS,GRV
SP000766,SP004546,4,CHX,HYS,HGS
SP000766,SP004547,4,CHX,HYS,HGS
SP000766,SP004549,4,CHX,HYS,HGS
SP000766,SP004551,4,CHX,HYS,HGS
SP000768,SP000770,12,AFK,CHX,CST
SP000769,SP001012,15,BIF,MIA,MIA
SP000769,SP002166,12,BIF,MIA,LAN
SP000769,SP003102,15,BIF,MIA,MIA
SP000769,SP004241,5,BIF,MIA,LAN
SP000769,SP004592,14,BIF,MIA,MIA
SP000771,SP003248,6,TON,CHX,CHX
SP000771,SP004612,3,TON,CHX,CHX
SP000772,SP002933,8,RET,NOT,SHF
SP000773,SP000894,10,DFD,CST,CST
SP000773,SP002931,12,DFD,CST,CHX
SP000773,SP003463,10,DFD,CST,XKE
SP000774,SP000906,9,MAN,WML,CRE
SP000774,SP001736,7,MAN,WML,MIA
SP000774,SP002950,9,MAN,WML,CRE
SP000774,SP004042,6,MAN,WML,CRE
SP000777,SP001200,12,BTN,ORE,EBN
SP000777,SP001226,6,BTN,ORE,SEF
SP000777,SP001228,6,BTN,ORE,NVH
SP000777,SP001336,6,BTN,ORE,SEF
SP000777,SP001550,5,BTN,ORE,LWS
SP000777,SP002809,15,BTN,ORE,HGS
SP000777,SP003550,15,BTN,ORE,HGS
SP000777,SP004552,6,BTN,ORE,HGS
SP000779,SP001023,12,XHZ,SQE,CYP
SP000780,SP001020,10,DLJ,BAK,CYP
SP000780,SP003630,10,DLJ,BAK,SQE
SP000780,SP004580,10,DLJ,BAK,WCY
SP000781,SP000834,7,KNO,LDS,WKF
SP000783,SP000787,11,AFK,XVJ,XVJ
SP000783,SP000791,14,AFK,XVJ,XVJ
SP000783,SP004605,11,AFK,XVJ,CHX
SP000783,SP004613,11,AFK,XVJ,XVJ
SP000784,SP001141,5,GLM,CST,TON
SP000784,SP001144,5,GLM,CST,PDW
SP000784,SP001565,4,GLM,CST,XVJ
SP000784,SP001661,22,GLM,CST,LUT
SP000784,SP003243,4,GLM,CST,XVJ
SP000784,SP003281,4,GLM,CST,BFR
SP000784,SP004531,4,GLM,CST,CST
SP000784,SP004536,4,GLM,CST,CST
SP000786,SP000789,8,EPD,BAK,WCY
SP000787,SP000791,11,AFK,XVJ,XVJ
SP000787,SP004605,14,AFK,XVJ,CHX
SP000787,SP004613,14,AFK,XVJ,XVJ
SP000788,SP002941,8,GRV,CST,CHX
SP000788,SP004493,8,GRV,CST,CHX
SP000788,SP004501,8,GRV,CST,CHX
SP000790,SP000792,6,NRW,SHM,SHM
SP000790,SP000806,7,NRW,SHM,SHM
SP000791,SP004605,11,AFK,XVJ,CHX
SP000791,SP004613,11,AFK,XVJ,XVJ
SP000792,SP000806,6,NRW,SHM,SHM
SP000795,SP000970,6,LIV,MIA,WGN
SP000795,SP001541,14,LIV,MIA,MCV
SP000795,SP001777,14,LIV,MIA,MCV
SP000795,SP003754,12,LIV,MIA,WGN
SP000795,SP004459,12,LIV,MIA,MCV
SP000796,SP000814,5,PAD,HAF,HWV
SP000796,SP003180,4,PAD,HAF,RDG
SP000796,SP003214,4,PAD,HAF,RDG
SP000797,SP000800,3,SHM,NRW,NRW
SP000797,SP000802,3,SHM,NRW,NRW
SP000797,SP000803,3,SHM,NRW,NRW
SP000797,SP000805,4,SHM,NRW,NRW
SP000799,SP000920,9,KGX,BDI,KLN
SP000799,SP000930,9,KGX,BDI,ELY
SP000799,SP000950,19,KGX,BDI,YRK
SP000799,SP000952,19,KGX,BDI,MBR
SP000799,SP000958,19,KGX,BDI,ABD
SP000799,SP000991,3,KGX,BDI,CBG
SP000799,SP000999,19,KGX,BDI,DON
SP000799,SP001003,20,KGX,BDI,HGT
SP000799,SP001007,6,KGX,BDI,CBG
SP000799,SP001047,20,KGX,BDI,SKI
SP000799,SP001120,11,KGX,BDI,PBO
SP000799,SP001176,3,KGX,BDI,KLN
SP000799,SP001594,19,KGX,BDI,HUL
SP000799,SP001605,3,KGX,BDI,PBO
SP000799,SP001726,4,KGX,BDI,CBG
SP000799,SP001727,9,KGX,BDI,CBG
SP000799,SP001880,19,KGX,BDI,BEV
SP000799,SP002020,9,KGX,BDI,PBO
SP000799,SP002317,3,KGX,BDI,NCL
SP000799,SP002335,3,KGX,BDI,LDS
SP000799,SP002354,4,KGX,BDI,RYS
SP000799,SP002363,5,KGX,BDI,LET
SP000799,SP002493,3,KGX,BDI,HFN
SP000799,SP002494,3,KGX,BDI,RYS
SP000799,SP002502,3,KGX,BDI,CBG
SP000799,SP002602,3,KGX,BDI,WGC
SP000799,SP002623,3,KGX,BDI,PBO
SP000799,SP002755,4,KGX,BDI,CBG
SP000799,SP002757,4,KGX,BDI,CBG
SP000799,SP002761,4,KGX,BDI,LET
SP000799,SP002762,4,KGX,BDI,CBG
SP000799,SP002765,3,KGX,BDI,CBG
SP000799,SP002914,9,KGX,BDI,KLN
SP000799,SP002940,3,KGX,BDI,EDB
SP000799,SP002953,19,KGX,BDI,EDB
SP000799,SP002960,4,KGX,BDI,LDS
SP000799,SP002973,3,KGX,BDI,HFN
SP000799,SP003030,3,KGX,BDI,WGC
SP000799,SP003175,3,KGX,BDI,HFN
SP000799,SP003176,4,KGX,BDI,RYS
SP000799,SP003225,4,KGX,BDI,WGC
SP000799,SP003254,4,KGX,BDI,PBO
SP000799,SP003540,19,KGX,BDI,GLQ
SP000799,SP003600,9,KGX,BDI,CBG
SP000799,SP003658,4,KGX,BDI,ELY
SP000799,SP003667,4,KGX,BDI,YRK
SP000799,SP003669,19,KGX,BDI,INV
SP000799,SP003855,3,KGX,BDI,ABD
SP000799,SP003859,3,KGX,BDI,LDS
SP000799,SP004237,3,KGX,BDI,PBO
SP000800,SP000802,4,SHM,NRW,NRW
SP000800,SP000803,3,SHM,NRW,NRW
SP000800,SP000805,3,SHM,NRW,NRW
SP000801,SP000835,6,PAD,PLY,WSM
SP000801,SP000840,6,PAD,PLY,PNZ
SP000801,SP000848,6,PAD,PLY,WOS
SP000801,SP000858,6,PAD,PLY,OXF
SP000801,SP000862,6,PAD,PLY,CNM
SP000801,SP001654,7,PAD,PLY,NBY
SP000801,SP001823,6,PAD,PLY,SWA
SP000801,SP001838,6,PAD,PLY,SWA
SP000801,SP001939,6,PAD,PLY,RDG
SP000801,SP002174,6,PAD,PLY,WSM
SP000801,SP002183,6,PAD,PLY,WSM
SP000801,SP002209,16,PAD,PLY,EXD
SP000801,SP002216,8,PAD,PLY,NQY
SP000801,SP002711,7,PAD,PLY,BDW
SP000801,SP003385,8,PAD,PLY,PGN
SP000801,SP003417,6,PAD,PLY,CDF
SP000801,SP003420,6,PAD,PLY,WOS
SP000801,SP003428,7,PAD,PLY,WSB
SP000801,SP003429,6,PAD,PLY,CMN
SP000801,SP003434,6,PAD,PLY,SWA
SP000801,SP003440,6,PAD,PLY,SWA
SP000801,SP003448,6,PAD,PLY,TAU
SP000801,SP003480,8,PAD,PLY,PNZ
SP000801,SP003591,3,PAD,PLY,RDG
SP000801,SP003666,6,PAD,PLY,TAU
SP000801,SP003788,6,PAD,PLY,SWA
SP000801,SP004186,7,PAD,PLY,FRO
SP000801,SP004248,6,PAD,PLY,WPH
SP000801,SP004338,6,PAD,PLY,BPW
SP000801,SP004416,6,PAD,PLY,BDW
SP000801,SP004476,6,PAD,PLY,BAN
SP000801,SP004599,6,PAD,PLY,WOS
SP000802,SP000803,3,SHM,NRW,NRW
SP000802,SP000805,3,SHM,NRW,NRW
SP000803,SP000805,3,SHM,NRW,NRW
SP000804,SP000955,13,APN,SHZ,SUN
SP000809,SP001822,20,PNZ,PAD,PAD
SP000809,SP002137,10,PNZ,PAD,PAD
SP000809,SP002867,12,PNZ,PAD,PAD
SP000809,SP003367,30,PNZ,PAD,PAD
SP000811,SP001265,4,CTR,HOO,XLV
SP000812,SP000818,3,LVC,HBL,SOP
SP000812,SP003507,4,LVC,HBL,OMS
SP000814,SP003180,4,PAD,HWV,RDG
SP000814,SP003214,4,PAD,HWV,RDG
SP000816,SP000824,20,ELP,BKQ,ELP
SP000817,SP000833,16,SHZ,APN,SGH
SP000817,SP000898,17,SHZ,APN,REG
SP000818,SP003507,3,LVC,SOP,OMS
SP000820,SP001326,5,CDF,PMD,BGN
SP000820,SP001909,5,CDF,PMD,MST
SP000820,SP003203,20,CDF,PMD,CMN
SP000820,SP003748,13,CDF,PMD,SWA
SP000822,SP000844,3,BWR,CPG,MIM
SP000823,SP002835,6,SHR,CTR,LIV
SP000823,SP003336,6,SHR,CTR,LIV
SP000825,SP000949,4,MAN,SOT,BUX
SP000825,SP000963,4,MAN,SOT,BUX
SP000825,SP000967,4,MAN,SOT,BUX
SP000825,SP000974,4,MAN,SOT,BUX
SP000825,SP001537,5,MAN,SOT,CRE
SP000825,SP001740,4,MAN,SOT,HAZ
SP000825,SP001953,10,MAN,SOT,MAC
SP000825,SP002636,5,MAN,SOT,ALD
SP000825,SP003076,4,MAN,SOT,SHF
SP000825,SP003145,5,MAN,SOT,FGH
SP000827,SP002405,7,ZHS,ZUM,ZTH
SP000828,SP001452,3,CTR,LIV,MAN
SP000828,SP001500,3,CTR,LIV,MAN
SP000828,SP002223,3,CTR,LIV,MIA
SP000828,SP002787,3,CTR,LIV,MIA
SP000828,SP003604,5,CTR,LIV,LIV
SP000829,SP003777,3,SRA,MRW,BIS
SP000829,SP003778,3,SRA,MRW,BIS
SP000829,SP003785,3,SRA,MRW,BIS
SP000829,SP003787,3,SRA,MRW,BIS
SP000829,SP003791,3,SRA,MRW,BIS
SP000829,SP004095,3,SRA,MRW,HFE
SP000829,SP004425,3,SRA,MRW,HFE
SP000829,SP004428,3,SRA,MRW,HFE
SP000829,SP004439,3,SRA,MRW,BIS
SP000829,SP004442,3,SRA,MRW,BIS
SP000831,SP001642,19,HHD,WBQ,MIA
SP000831,SP002332,4,HHD,WBQ,CDF
SP000831,SP002839,19,HHD,WBQ,MIA
SP000831,SP002859,4,HHD,WBQ,CDF
SP000831,SP003120,4,HHD,WBQ,EUS
SP000831,SP003173,4,HHD,WBQ,CTR
SP000831,SP003340,4,HHD,WBQ,EUS
SP000831,SP003359,4,HHD,WBQ,CDF
SP000831,SP003586,15,HHD,WBQ,CTR
SP000831,SP004015,4,HHD,WBQ,BHM
SP000833,SP000898,16,SHZ,SGH,REG
SP000835,SP000840,11,PAD,WSM,PNZ
SP000835,SP000848,7,PAD,WSM,WOS
SP000835,SP000858,8,PAD,WSM,OXF
SP000835,SP000862,9,PAD,WSM,CNM
SP000835,SP001654,6,PAD,WSM,NBY
SP000835,SP001823,8,PAD,WSM,SWA
SP000835,SP001838,9,PAD,WSM,SWA
SP000835,SP001939,6,PAD,WSM,RDG
SP000835,SP002174,11,PAD,WSM,WSM
SP000835,SP002183,11,PAD,WSM,WSM
SP000835,SP002209,6,PAD,WSM,EXD
SP000835,SP002216,6,PAD,WSM,NQY
SP000835,SP002711,6,PAD,WSM,BDW
SP000835,SP003385,6,PAD,WSM,PGN
SP000835,SP003417,9,PAD,WSM,CDF
SP000835,SP003420,9,PAD,WSM,WOS
SP000835,SP003428,6,PAD,WSM,WSB
SP000835,SP003429,9,PAD,WSM,CMN
SP000835,SP003434,9,PAD,WSM,SWA
SP000835,SP003440,9,PAD,WSM,SWA
SP000835,SP003448,11,PAD,WSM,TAU
SP000835,SP003480,6,PAD,WSM,PNZ
SP000835,SP003591,3,PAD,WSM,RDG
SP000835,SP003666,11,PAD,WSM,TAU
SP000835,SP003788,11,PAD,WSM,SWA
SP000835,SP004186,6,PAD,WSM,FRO
SP000835,SP004248,7,PAD,WSM,WPH
SP000835,SP004338,9,PAD,WSM,BPW
SP000835,SP004416,6,PAD,WSM,BDW
SP000835,SP004476,7,PAD,WSM,BAN
SP000835,SP004599,9,PAD,WSM,WOS
SP000836,SP001330,5,PEN,CPH,COY
SP000837,SP000839,15,AYW,BHI,BHI
SP000837,SP000850,6,AYW,BHI,MCN
SP000837,SP000859,10,AYW,BHI,SHR
SP000839,SP000850,6,AYW,BHI,MCN
SP000839,SP000859,10,AYW,BHI,SHR
SP000840,SP000848,7,PAD,PNZ,WOS
SP000840,SP000858,8,PAD,PNZ,OXF
SP000840,SP000862,9,PAD,PNZ,CNM
SP000840,SP001654,6,PAD,PNZ,NBY
SP000840,SP001823,8,PAD,PNZ,SWA
SP000840,SP001838,9,PAD,PNZ,SWA
SP000840,SP001939,6,PAD,PNZ,RDG
SP000840,SP002174,12,PAD,PNZ,WSM
SP000840,SP002183,12,PAD,PNZ,WSM
SP000840,SP002209,6,PAD,PNZ,EXD
SP000840,SP002216,6,PAD,PNZ,NQY
SP000840,SP002711,6,PAD,PNZ,BDW
SP000840,SP003385,6,PAD,PNZ,PGN
SP000840,SP003417,9,PAD,PNZ,CDF
SP000840,SP003420,9,PAD,PNZ,WOS
SP000840,SP003428,6,PAD,PNZ,WSB
SP000840,SP003429,9,PAD,PNZ,CMN
SP000840,SP003434,9,PAD,PNZ,SWA
SP000840,SP003440,9,PAD,PNZ,SWA
SP000840,SP003448,12,PAD,PNZ,TAU
SP000840,SP003480,6,PAD,PNZ,PNZ
SP000840,SP003591,3,PAD,PNZ,RDG
SP000840,SP003666,12,PAD,PNZ,TAU
SP000840,SP003788,12,PAD,PNZ,SWA
SP000840,SP004186,6,PAD,PNZ,FRO
SP000840,SP004248,7,PAD,PNZ,WPH
SP000840,SP004338,9,PAD,PNZ,BPW
SP000840,SP004416,6,PAD,PNZ,BDW
SP000840,SP004476,7,PAD,PNZ,BAN
SP000840,SP004599,9,PAD,PNZ,WOS
SP000841,SP001230,8,COY,PEN,CDF
SP000842,SP001103,3,EDB,COW,DEE
SP000842,SP001529,3,EDB,COW,DEE
SP000842,SP002207,3,EDB,COW,DEE
SP000842,SP003257,3,EDB,COW,DEE
SP000842,SP003396,6,EDB,COW,LEV
SP000842,SP004620,6,EDB,COW,LEV
SP000843,SP001026,3,XSU,EPS,UCK
SP000843,SP001042,3,XSU,EPS,UCK
SP000843,SP001081,7,XSU,EPS,SRH
SP000843,SP001718,7,XSU,EPS,SUO
SP000843,SP001734,3,XSU,EPS,EPS
SP000843,SP001762,7,XSU,EPS,BAK
SP000843,SP002173,3,XSU,EPS,HRH
SP000843,SP002194,4,XSU,EPS,EGR
SP000843,SP002256,3,XSU,EPS,TBD
SP000843,SP002498,3,XSU,EPS,EBN
SP000843,SP002506,3,XSU,EPS,LIT
SP000843,SP002516,3,XSU,EPS,BOG
SP000843,SP002725,3,XSU,EPS,EGR
SP000843,SP002810,3,XSU,EPS,CAT
SP000843,SP003112,3,XSU,EPS,CAT
SP000843,SP003228,7,XSU,EPS,ECR
SP000843,SP003249,3,XSU,EPS,ECR
SP000843,SP003838,7,XSU,EPS,CAT
SP000845,SP001922,3,NCL,MCE,PRU
SP000845,SP001928,3,NCL,MCE,CAR
SP000845,SP001945,3,NCL,MCE,CAR
SP000845,SP001948,3,NCL,MCE,HEX
SP000845,SP002924,3,NCL,MCE,CAR
SP000846,SP002704,10,SLB,LLD,YRK
SP000846,SP004378,10,SLB,LLD,MAN
SP000847,SP001789,13,LLJ,BHI,SHR
SP000847,SP002882,8,LLJ,BHI,CRE
SP000847,SP003605,8,LLJ,BHI,LIV
SP000847,SP003612,8,LLJ,BHI,MIA
SP000847,SP003990,8,LLJ,BHI,MIA
SP000848,SP000858,7,PAD,WOS,OXF
SP000848,SP000862,7,PAD,WOS,CNM
SP000848,SP001654,6,PAD,WOS,NBY
SP000848,SP001823,7,PAD,WOS,SWA
SP000848,SP001838,7,PAD,WOS,SWA
SP000848,SP001939,6,PAD,WOS,RDG
SP000848,SP002174,7,PAD,WOS,WSM
SP000848,SP002183,7,PAD,WOS,WSM
SP000848,SP002209,6,PAD,WOS,EXD
SP000848,SP002216,6,PAD,WOS,NQY
SP000848,SP002711,6,PAD,WOS,BDW
SP000848,SP003385,6,PAD,WOS,PGN
SP000848,SP003417,7,PAD,WOS,CDF
SP000848,SP003420,7,PAD,WOS,WOS
SP000848,SP003428,6,PAD,WOS,WSB
SP000848,SP003429,7,PAD,WOS,CMN
SP000848,SP003434,7,PAD,WOS,SWA
SP000848,SP003440,7,PAD,WOS,SWA
SP000848,SP003448,7,PAD,WOS,TAU
SP000848,SP003480,6,PAD,WOS,PNZ
SP000848,SP003591,3,PAD,WOS,RDG
SP000848,SP003666,7,PAD,WOS,TAU
SP000848,SP003788,7,PAD,WOS,SWA
SP000848,SP004186,6,PAD,WOS,FRO
SP000848,SP004248,11,PAD,WOS,WPH
SP000848,SP004338,7,PAD,WOS,BPW
SP000848,SP004416,6,PAD,WOS,BDW
SP000848,SP004476,8,PAD,WOS,BAN
SP000848,SP004599,7,PAD,WOS,WOS
SP000850,SP000859,6,AYW,MCN,SHR
SP000851,SP001465,3,BHM,AYW,MAN
SP000851,SP001467,3,BHM,AYW,MAN
SP000851,SP001803,3,BHM,AYW,LIV
SP000851,SP001914,3,BHM,AYW,CDF
SP000851,SP002104,3,BHM,AYW,SHR
SP000851,SP002108,3,BHM,AYW,SHR
SP000851,SP002182,3,BHM,AYW,LIV
SP000851,SP002215,3,BHM,AYW,LIV
SP000851,SP002239,3,BHM,AYW,SHR
SP000851,SP003023,3,BHM,AYW,CRE
SP000851,SP003346,6,BHM,AYW,EDB
SP000851,SP003786,3,BHM,AYW,HHD
SP000851,SP003972,3,BHM,AYW,SHR
SP000851,SP004019,6,BHM,AYW,GLC
SP000852,SP001417,8,PLY,EXD,NCL
SP000852,SP001423,8,PLY,EXD,LDS
SP000852,SP001543,8,PLY,EXD,BHM
SP000852,SP001568,8,PLY,EXD,BHM
SP000852,SP001621,8,PLY,EXD,EDB
SP000852,SP001622,8,PLY,EXD,EDB
SP000852,SP001624,8,PLY,EXD,EDB
SP000852,SP001626,8,PLY,EXD,ABD
SP000852,SP001627,8,PLY,EXD,GLC
SP000852,SP002263,8,PLY,EXD,GCR
SP000852,SP002264,8,PLY,EXD,PAD
SP000852,SP002265,8,PLY,EXD,PAD
SP000852,SP003365,8,PLY,EXD,PAD
SP000852,SP003366,8,PLY,EXD,PAD
SP000852,SP003368,8,PLY,EXD,PAD
SP000852,SP003372,8,PLY,EXD,PAD
SP000852,SP003616,8,PLY,EXD,LDS
SP000852,SP003651,8,PLY,EXD,PAD
SP000853,SP002407,5,DID,BAN,EVE
SP000853,SP002541,5,DID,BAN,OXF
SP000856,SP001149,4,NCL,DAR,MAN
SP000856,SP001563,4,NCL,DAR,MAN
SP000856,SP001991,4,NCL,DAR,MAN
SP000856,SP003042,4,NCL,DAR,LIV
SP000856,SP003146,4,NCL,DAR,LIV
SP000856,SP003157,4,NCL,DAR,YRK
SP000857,SP003672,9,WML,MAN,LIV
SP000858,SP000862,8,PAD,OXF,CNM
SP000858,SP001654,6,PAD,OXF,NBY
SP000858,SP001823,8,PAD,OXF,SWA
SP000858,SP001838,8,PAD,OXF,SWA
SP000858,SP001939,6,PAD,OXF,RDG
SP000858,SP002174,8,PAD,OXF,WSM
SP000858,SP002183,8,PAD,OXF,WSM
SP000858,SP002209,6,PAD,OXF,EXD
SP000858,SP002216,6,PAD,OXF,NQY
SP000858,SP002711,6,PAD,OXF,BDW
SP000858,SP003385,6,PAD,OXF,PGN
SP000858,SP003417,8,PAD,OXF,CDF
SP000858,SP003420,8,PAD,OXF,WOS
SP000858,SP003428,6,PAD,OXF,WSB
SP000858,SP003429,8,PAD,OXF,CMN
SP000858,SP003434,8,PAD,OXF,SWA
SP000858,SP003440,8,PAD,OXF,SWA
SP000858,SP003448,8,PAD,OXF,TAU
SP000858,SP003480,6,PAD,OXF,PNZ
SP000858,SP003591,3,PAD,OXF,RDG
SP000858,SP003666,8,PAD,OXF,TAU
SP000858,SP003788,8,PAD,OXF,SWA
SP000858,SP004186,6,PAD,OXF,FRO
SP000858,SP004248,7,PAD,OXF,WPH
SP000858,SP004338,8,PAD,OXF,BPW
SP000858,SP004416,6,PAD,OXF,BDW
SP000858,SP004476,7,PAD,OXF,BAN
SP000858,SP004599,8,PAD,OXF,WOS
SP000860,SP000863,9,GLQ,ABD,ABD
SP000860,SP000867,14,GLQ,ABD,ABD
SP000860,SP000875,9,GLQ,ABD,ABD
SP000860,SP000877,5,GLQ,ABD,ABD
SP000860,SP000878,5,GLQ,ABD,ABD
SP000860,SP000883,5,GLQ,ABD,INV
SP000860,SP000887,5,GLQ,ABD,PTH
SP000860,SP000890,5,GLQ,ABD,ARB
SP000860,SP000895,5,GLQ,ABD,DEE
SP000860,SP000896,6,GLQ,ABD,DEE
SP000860,SP000921,4,GLQ,ABD,DEE
SP000860,SP003167,6,GLQ,ABD,ABD
SP000860,SP003542,4,GLQ,ABD,KGX
SP000860,SP003986,4,GLQ,ABD,KGX
SP000860,SP004140,4,GLQ,ABD,ALO
SP000860,SP004293,4,GLQ,ABD,ABD
SP000860,SP004297,7,GLQ,ABD,ABD
SP000860,SP004298,14,GLQ,ABD,INV
SP000860,SP004300,6,GLQ,ABD,INV
SP000861,SP001119,3,CRE,MAN,MAN
SP000861,SP002625,3,CRE,MAN,MAN
SP000861,SP004541,3,CRE,MAN,MAN
SP000862,SP001654,6,PAD,CNM,NBY
SP000862,SP001823,8,PAD,CNM,SWA
SP000862,SP001838,9,PAD,CNM,SWA
SP000862,SP001939,6,PAD,CNM,RDG
SP000862,SP002174,9,PAD,CNM,WSM
SP000862,SP002183,9,PAD,CNM,WSM
SP000862,SP002209,6,PAD,CNM,EXD
SP000862,SP002216,6,PAD,CNM,NQY
SP000862,SP002711,6,PAD,CNM,BDW
SP000862,SP003385,6,PAD,CNM,PGN
SP000862,SP003417,9,PAD,CNM,CDF
SP000862,SP003420,14,PAD,CNM,WOS
SP000862,SP003428,6,PAD,CNM,WSB
SP000862,SP003429,9,PAD,CNM,CMN
SP000862,SP003434,9,PAD,CNM,SWA
SP000862,SP003440,9,PAD,CNM,SWA
SP000862,SP003448,9,PAD,CNM,TAU
SP000862,SP003480,6,PAD,CNM,PNZ
SP000862,SP003591,3,PAD,CNM,RDG
SP000862,SP003666,9,PAD,CNM,TAU
SP000862,SP003788,9,PAD,CNM,SWA
SP000862,SP004186,6,PAD,CNM,FRO
SP000862,SP004248,7,PAD,CNM,WPH
SP000862,SP004338,9,PAD,CNM,BPW
SP000862,SP004416,6,PAD,CNM,BDW
SP000862,SP004476,7,PAD,CNM,BAN
SP000862,SP004599,10,PAD,CNM,WOS
SP000863,SP000867,9,GLQ,ABD,ABD
SP000863,SP000875,15,GLQ,ABD,ABD
SP000863,SP000877,5,GLQ,ABD,ABD
SP000863,SP000878,5,GLQ,ABD,ABD
SP000863,SP000883,5,GLQ,ABD,INV
SP000863,SP000887,5,GLQ,ABD,PTH
SP000863,SP000890,5,GLQ,ABD,ARB
SP000863,SP000895,5,GLQ,ABD,DEE
SP000863,SP000896,6,GLQ,ABD,DEE
SP000863,SP000921,4,GLQ,ABD,DEE
SP000863,SP003167,6,GLQ,ABD,ABD
SP000863,SP003542,4,GLQ,ABD,KGX
SP000863,SP003986,4,GLQ,ABD,KGX
SP000863,SP004140,4,GLQ,ABD,ALO
SP000863,SP004293,4,GLQ,ABD,ABD
SP000863,SP004297,7,GLQ,ABD,ABD
SP000863,SP004298,9,GLQ,ABD,INV
SP000863,SP004300,6,GLQ,ABD,INV
SP000864,SP001351,3,CRE,EUS,EUS
SP000864,SP001885,3,CRE,EUS,EUS
SP000864,SP003039,3,CRE,EUS,NMP
SP000864,SP003329,3,CRE,EUS,RUG
SP000865,SP001787,7,HHD,CDF,CTR
SP000865,SP002269,27,HHD,CDF,CDF
SP000865,SP002840,21,HHD,CDF,BHI
SP000865,SP003654,16,HHD,CDF,CRE
SP000867,SP000875,9,GLQ,ABD,ABD
SP000867,SP000877,5,GLQ,ABD,ABD
SP000867,SP000878,5,GLQ,ABD,ABD
SP000867,SP000883,5,GLQ,ABD,INV
SP000867,SP000887,5,GLQ,ABD,PTH
SP000867,SP000890,5,GLQ,ABD,ARB
SP000867,SP000895,5,GLQ,ABD,DEE
SP000867,SP000896,6,GLQ,ABD,DEE
SP000867,SP000921,4,GLQ,ABD,DEE
SP000867,SP003167,6,GLQ,ABD,ABD
SP000867,SP003542,4,GLQ,ABD,KGX
SP000867,SP003986,4,GLQ,ABD,KGX
SP000867,SP004140,4,GLQ,ABD,ALO
SP000867,SP004293,4,GLQ,ABD,ABD
SP000867,SP004297,7,GLQ,ABD,ABD
SP000867,SP004298,15,GLQ,ABD,INV
SP000867,SP004300,6,GLQ,ABD,INV
SP000868,SP000882,13,EUS,LIV,WVH
SP000868,SP000885,13,EUS,LIV,CRE
SP000868,SP000892,13,EUS,LIV,GLC
