route_id,pattern_id
R00277,SP001861
R00277,SP002277
R00277,SP002476
R00277,SP002996
R00277,SP003000
R00277,SP003147
R00277,SP003149
R00277,SP003552
R00277,SP004120
R00277,SP004126
R00277,SP004128
R00278,SP000763
R00278,SP002469
R00278,SP002472
R00279,SP000764
R00279,SP001112
R00279,SP001756
R00279,SP001759
R00280,SP000765
R00280,SP003979
R00280,SP004212
R00281,SP000766
R00281,SP003200
R00282,SP000768
R00282,SP000770
R00283,SP000771
R00283,SP003248
R00284,SP000773
R00284,SP000894
R00284,SP002931
R00284,SP003463
R00285,SP000774
R00285,SP000906
R00285,SP001736
R00285,SP002950
R00285,SP004042
R00286,SP000777
R00286,SP001200
R00286,SP001226
R00286,SP001228
R00286,SP001336
R00286,SP001550
R00286,SP002809
