route_id,pattern_id
R00307,SP000433
R00307,SP001135
R00307,SP001401
R00307,SP003088
R00307,SP003551
R00307,SP003553
R00307,SP003565
R00307,SP004368
R00308,SP000426
R00309,SP000427
R00310,SP000429
R00311,SP000430
R00311,SP001592
R00311,SP001792
R00311,SP002081
R00311,SP003111
R00311,SP004026
R00312,SP000434
R00313,SP000435
R00313,SP004187
R00314,SP000436
R00315,SP000437
R00316,SP000439
R00316,SP000593
R00316,SP000652
R00316,SP001110
R00316,SP002149
R00316,SP003074
R00317,SP000440
R00317,SP000446
R00317,SP001179
R00317,SP001204
R00317,SP002990
R00317,SP004250
R00318,SP000441
R00318,SP000671
R00319,SP000442
R00319,SP000991
R00319,SP002493
R00319,SP002494
R00319,SP002502
R00319,SP002602
R00319,SP002623
R00319,SP002765
R00319,SP002973
R00319,SP003030
R00319,SP003175
R00319,SP004237
R00320,SP000443
R00321,SP000445
R00321,SP000537
R00321,SP001429
R00321,SP001671
R00321,SP001674
R00321,SP001676
R00321,SP001680
R00321,SP001876
R00321,SP001877
R00321,SP002344
R00321,SP002854
R00321,SP002942
R00321,SP002958
R00321,SP003384
R00321,SP003476
R00321,SP004602
R00322,SP000447
R00322,SP001374
R00322,SP001376
R00323,SP000448
R00323,SP001415
R00323,SP004150
R00323,SP004561
R00324,SP000449
R00324,SP000451
R00324,SP002492
R00324,SP002520
R00324,SP002811
R00324,SP002814
R00324,SP002815
R00325,SP000452
R00325,SP000456
R00326,SP000453
R00326,SP003044
R00326,SP003189
R00327,SP000455
R00328,SP000458
R00328,SP000772
R00328,SP002933
R00329,SP000459
R00329,SP000672
R00329,SP000673
R00329,SP001213
R00329,SP001844
R00329,SP001845
R00329,SP002488
R00329,SP003903
R00329,SP004466
R00330,SP000460
R00331,SP000463
R00331,SP000944
R00331,SP001030
R00331,SP001041
R00331,SP001068
R00331,SP001071
R00331,SP001186
R00331,SP001187
R00331,SP001190
R00331,SP001194
R00331,SP001197
R00331,SP001198
R00331,SP001206
R00331,SP001217
R00331,SP001227
R00331,SP001233
R00331,SP003109
R00331,SP003844
R00331,SP003846
R00331,SP003849
R00331,SP003851
R00331,SP004198
R00332,SP000465
R00332,SP001706
R00333,SP000466
R00334,SP000467
R00334,SP000508
R00334,SP000714
R00335,SP000468
R00336,SP000469
R00336,SP001846
R00336,SP001847
R00336,SP002697
R00336,SP002948
R00336,SP003953
R00336,SP004275
R00336,SP004379
R00336,SP004518
R00336,SP004628
R00337,SP000470
