route_a,route_b,route_a_length,route_b_length,shared_prefix,shared_suffix,shared_stations,overlap_percent
R00048,R02062,14,34,2,0,2,5.9
R00048,R02097,14,27,2,0,2,7.4
R00049,R00239,4,37,1,0,1,2.7
R00049,R00399,4,21,3,0,3,14.3
R00049,R00633,4,10,0,3,3,30.0
R00049,R00653,4,2,0,2,2,50.0
R00049,R00914,4,16,3,0,3,18.8
R00049,R01009,4,17,0,3,3,17.6
R00049,R01049,4,4,3,0,3,75.0
R00050,R01164,4,7,4,0,4,57.1
R00051,R00238,20,43,0,5,16,37.2
R00051,R00271,20,36,1,0,1,2.8
R00051,R00452,20,35,0,5,15,42.9
R00051,R00530,20,24,1,5,18,75.0
R00051,R00742,20,27,1,0,1,3.7
R00051,R00748,20,26,1,0,1,3.8
R00051,R00968,20,59,1,0,1,1.7
R00051,R00969,20,34,1,0,1,2.9
R00051,R01039,20,29,1,0,1,3.4
R00051,R01044,20,3,3,0,3,15.0
R00051,R01363,20,18,4,14,16,80.0
R00051,R01630,20,20,1,0,15,75.0
R00052,R00212,21,13,0,3,3,14.3
R00052,R00256,21,31,0,11,11,35.5
R00052,R00436,21,42,0,11,11,26.2
R00052,R00488,21,14,0,7,7,33.3
R00052,R00489,21,17,0,7,7,33.3
R00052,R00517,21,29,4,0,4,13.8
R00052,R00525,21,15,0,4,8,38.1
R00052,R01578,21,16,0,3,10,47.6
R00052,R01636,21,22,0,6,11,50.0
R00052,R01637,21,32,0,6,11,34.4
R00052,R01645,21,21,0,11,11,52.4
R00052,R01660,21,38,0,6,11,28.9
R00052,R02064,21,18,0,5,5,23.8
R00052,R02066,21,10,0,6,9,42.9
R00052,R02073,21,9,0,9,9,42.9
R00052,R02093,21,21,0,4,8,38.1
R00053,R00072,27,26,0,26,26,96.3
R00053,R00095,27,7,0,3,5,18.5
R00053,R00134,27,12,0,3,7,25.9
R00053,R00146,27,9,0,3,6,22.2
R00053,R00155,27,8,0,6,7,25.9
R00053,R00201,27,3,0,3,3,11.1
R00053,R00209,27,9,0,9,9,33.3
R00053,R00226,27,16,0,5,14,51.9
R00053,R00429,27,18,0,3,9,33.3
R00053,R00435,27,12,0,6,9,33.3
R00053,R00471,27,12,0,5,9,33.3
R00053,R00479,27,7,0,5,6,22.2
R00053,R00788,27,13,2,0,6,22.2
R00053,R00981,27,7,0,3,6,22.2
R00053,R00982,27,10,0,3,7,25.9
R00053,R01308,27,11,0,2,2,7.4
R00053,R01410,27,12,0,2,2,7.4
R00053,R01496,27,13,4,0,10,37.0
R00053,R01508,27,30,0,13,25,83.3
R00053,R01513,27,17,0,5,14,51.9
R00053,R01899,27,13,1,0,1,3.7
R00053,R01938,27,11,0,3,7,25.9
R00053,R01941,27,9,0,5,7,25.9
R00053,R02041,27,8,0,3,5,18.5
R00054,R00240,10,18,0,1,1,5.6
R00054,R00241,10,17,0,1,1,5.9
R00054,R00243,10,14,0,1,4,28.6
R00054,R00667,10,26,0,1,1,3.8
R00054,R00951,10,17,0,6,6,35.3
R00054,R00952,10,11,0,1,4,36.4
R00054,R00965,10,6,0,1,5,50.0
R00054,R01029,10,15,0,6,6,40.0
R00054,R01036,10,11,0,6,6,54.5
R00054,R01116,10,9,0,9,9,90.0
R00054,R01399,10,10,0,1,1,10.0
R00054,R01419,10,23,0,1,1,4.3
R00054,R01565,10,14,0,1,1,7.1
R00055,R00720,13,17,0,8,11,64.7
R00055,R00974,13,24,0,1,1,4.2
R00055,R01478,13,24,0,8,11,45.8
R00055,R01744,13,11,0,11,11,84.6
R00056,R00073,68,50,0,4,17,25.0
R00056,R00236,68,15,1,0,1,1.5
R00056,R00467,68,25,0,1,4,5.9
R00056,R00829,68,20,4,0,12,17.6
R00056,R00960,68,10,0,1,1,1.5
R00056,R01028,68,21,0,1,1,1.5
R00056,R01101,68,13,0,1,1,1.5
R00056,R01129,68,18,0,13,17,25.0
R00056,R01130,68,12,0,1,1,1.5
R00056,R01132,68,5,0,1,1,1.5
R00056,R01156,68,27,0,1,1,1.5
R00056,R01160,68,17,0,1,1,1.5
R00056,R01841,68,5,0,1,1,1.5
R00056,R01842,68,7,0,1,1,1.5
R00056,R01843,68,9,0,1,1,1.5
R00057,R00065,10,3,1,0,1,10.0
R00057,R00067,10,4,1,0,1,10.0
R00057,R00752,10,3,1,0,1,10.0
R00057,R01034,10,17,2,0,2,11.8
R00057,R01446,10,12,1,0,1,8.3
R00057,R01743,10,2,1,0,1,10.0
R00057,R01744,10,11,2,0,3,27.3
R00057,R02100,10,4,2,0,2,20.0
R00058,R00418,32,31,0,2,13,40.6
R00058,R00592,32,33,0,2,18,54.5
R00058,R00902,32,22,0,13,18,56.2
R00058,R01002,32,18,1,0,5,15.6
R00058,R01004,32,19,1,0,5,15.6
R00058,R01518,32,18,0,2,13,40.6
R00058,R01526,32,17,0,2,13,40.6
R00058,R01710,32,27,0,13,19,59.4
R00058,R01920,32,2,0,1,1,3.1
R00058,R02050,32,2,0,1,1,3.1
R00059,R00337,21,14,3,0,5,23.8
R00059,R00340,21,13,3,0,4,19.0
R00059,R00408,21,15,3,2,15,71.4
R00059,R00557,21,17,0,1,1,4.8
R00059,R00815,21,11,1,0,1,4.8
R00059,R01053,21,17,3,2,11,52.4
R00059,R01091,21,18,3,2,17,81.0
R00059,R01161,21,15,3,0,5,23.8
R00059,R01196,21,5,1,0,1,4.8
R00059,R01216,21,2,1,0,1,4.8
R00059,R01360,21,4,2,0,2,9.5
R00059,R01611,21,15,0,1,1,4.8
R00059,R01678,21,18,0,15,16,76.2
R00059,R01713,21,10,0,10,10,47.6
R00059,R01804,21,9,1,0,1,4.8
R00059,R01892,21,15,2,0,2,9.5
R00059,R01952,21,16,2,0,2,9.5
R00060,R00158,8,26,3,0,6,23.1
R00060,R02091,8,4,0,3,4,50.0
R00060,R02092,8,3,3,0,3,37.5
R00061,R00130,23,22,3,0,3,13.0
R00061,R00142,23,35,2,0,3,8.6
R00061,R00326,23,19,3,0,3,13.0
R00061,R00418,23,31,2,0,3,9.7
R00061,R00513,23,30,0,5,5,16.7
R00061,R00640,23,37,2,1,23,62.2
R00061,R00947,23,23,2,0,3,13.0
R00061,R01073,23,12,3,0,8,34.8
R00061,R01088,23,3,3,0,3,13.0
R00061,R01362,23,13,0,5,6,26.1
R00061,R01406,23,11,0,1,5,21.7
R00061,R01412,23,26,0,1,5,19.2
R00061,R01429,23,14,0,1,4,17.4
R00061,R01726,23,20,0,1,13,56.5
R00062,R00100,32,19,0,2,2,6.2
R00062,R00213,32,6,0,2,2,6.2
R00062,R00270,32,13,0,2,2,6.2
R00062,R00336,32,46,0,2,16,34.8
R00062,R00441,32,23,0,5,16,50.0
R00062,R00473,32,32,0,2,5,15.6
R00062,R00561,32,14,0,2,3,9.4
R00062,R00565,32,9,0,2,3,9.4
R00062,R00587,32,25,0,2,5,15.6
R00062,R00765,32,41,1,2,32,78.0
R00062,R00830,32,31,0,2,17,53.1
R00062,R00939,32,9,0,2,3,9.4
R00062,R00944,32,17,0,2,5,15.6
R00062,R01054,32,18,0,3,3,9.4
R00062,R01247,32,19,0,2,3,9.4
R00062,R01251,32,11,0,2,3,9.4
R00062,R01256,32,19,0,2,3,9.4
R00062,R01259,32,23,0,2,3,9.4
R00062,R01353,32,11,0,2,6,18.8
R00062,R01441,32,32,1,0,5,15.6
R00062,R01452,32,21,0,7,15,46.9
R00062,R01453,32,12,2,0,4,12.5
R00062,R01457,32,3,0,1,1,3.1
R00062,R01562,32,22,0,2,9,28.1
R00062,R01563,32,18,0,2,9,28.1
R00062,R01564,32,18,0,2,9,28.1
R00062,R01566,32,20,0,2,9,28.1
R00062,R01727,32,25,0,7,21,65.6
R00062,R01848,32,24,0,5,17,53.1
R00062,R01892,32,15,0,2,2,6.2
R00062,R01952,32,16,0,2,2,6.2
R00062,R02032,32,10,0,2,2,6.2
R00062,R02039,32,16,0,2,2,6.2
R00062,R02052,32,12,0,2,6,18.8
R00062,R02053,32,11,0,2,6,18.8
R00063,R00090,41,20,2,0,2,4.9
R00063,R00210,41,9,0,1,1,2.4
R00063,R00220,41,17,0,17,16,39.0
R00063,R00304,41,21,0,12,12,29.3
R00063,R00311,41,32,3,0,3,7.3
R00063,R00454,41,23,2,0,5,12.2
R00063,R00492,41,19,0,1,1,2.4
R00063,R00541,41,9,0,1,1,2.4
R00063,R00543,41,11,0,1,1,2.4
R00063,R00544,41,10,0,1,1,2.4
R00063,R00545,41,8,0,1,1,2.4
R00063,R00547,41,7,0,1,1,2.4
R00063,R00549,41,6,0,1,1,2.4
R00063,R00760,41,16,3,0,3,7.3
R00063,R00792,41,20,0,12,12,29.3
R00063,R00846,41,22,0,17,20,48.8
R00063,R01059,41,21,2,0,10,24.4
R00063,R01061,41,32,2,0,5,12.2
R00063,R01198,41,19,2,0,3,7.3
R00063,R01340,41,4,0,1,1,2.4
R00063,R01472,41,7,0,7,7,17.1
R00063,R01483,41,10,0,1,1,2.4
R00063,R01487,41,7,0,1,1,2.4
R00063,R01570,41,19,2,0,9,22.0
R00063,R01626,41,18,2,0,2,4.9
R00063,R01812,41,6,0,1,1,2.4
R00063,R01900,41,8,0,1,1,2.4
R00063,R01901,41,6,0,1,1,2.4
R00063,R01915,41,9,2,0,2,4.9
R00064,R00066,25,27,0,18,18,66.7
R00064,R00082,25,23,0,18,18,72.0
R00064,R00094,25,28,0,3,18,64.3
R00064,R00128,25,15,0,3,9,36.0
R00064,R00361,25,23,0,18,18,72.0
R00064,R00365,25,24,0,18,18,72.0
R00064,R00370,25,32,0,3,18,56.2
R00064,R00373,25,16,0,15,15,60.0
R00064,R00464,25,49,0,18,18,36.7
R00064,R00470,25,40,0,4,15,37.5
R00064,R00477,25,23,0,18,18,72.0
R00064,R00485,25,29,0,3,18,62.1
R00064,R00496,25,27,0,18,18,66.7
R00064,R00507,25,23,0,18,18,72.0
R00064,R00620,25,35,0,3,9,25.7
R00064,R00689,25,25,0,18,18,72.0
R00064,R00819,25,23,0,3,9,36.0
R00064,R01311,25,17,0,3,9,36.0
R00064,R01517,25,14,0,3,6,24.0
R00064,R01596,25,16,0,3,6,24.0
R00064,R01606,25,16,0,3,5,20.0
R00064,R01686,25,40,0,3,18,45.0
R00064,R01687,25,25,0,18,18,72.0
R00064,R01688,25,12,0,3,6,24.0
R00064,R01764,25,12,0,4,5,20.0
R00065,R00067,3,4,1,2,3,75.0
R00065,R00430,3,23,0,2,3,13.0
R00065,R00700,3,6,0,1,1,16.7
R00065,R00722,3,8,0,3,3,37.5
R00065,R00752,3,3,1,0,2,66.7
R00065,R01034,3,17,1,0,1,5.9
R00065,R01035,3,13,0,1,1,7.7
R00065,R01446,3,12,1,0,1,8.3
R00065,R01743,3,2,1,0,1,33.3
R00065,R01744,3,11,1,0,1,9.1
R00065,R01890,3,16,0,1,1,6.2
R00065,R02100,3,4,1,0,1,25.0
R00066,R00082,27,23,0,18,18,66.7
R00066,R00094,27,28,0,3,19,67.9
R00066,R00128,27,15,0,3,9,33.3
R00066,R00361,27,23,0,18,18,66.7
R00066,R00365,27,24,0,18,18,66.7
R00066,R00370,27,32,0,3,18,56.2
R00066,R00373,27,16,0,15,15,55.6
R00066,R00464,27,49,0,21,21,42.9
R00066,R00470,27,40,0,4,18,45.0
R00066,R00477,27,23,0,18,18,66.7
R00066,R00485,27,29,0,3,18,62.1
R00066,R00496,27,27,0,21,21,77.8
R00066,R00507,27,23,0,21,21,77.8
R00066,R00620,27,35,0,3,9,25.7
R00066,R00636,27,11,1,0,1,3.7
R00066,R00689,27,25,0,23,23,85.2
R00066,R00819,27,23,0,3,9,33.3
R00066,R01311,27,17,0,3,9,33.3
R00066,R01517,27,14,0,3,6,22.2
R00066,R01596,27,16,0,3,6,22.2
R00066,R01606,27,16,0,3,5,18.5
R00066,R01686,27,40,0,3,18,45.0
R00066,R01687,27,25,0,18,18,66.7
R00066,R01688,27,12,0,3,6,22.2
R00066,R01764,27,12,0,4,5,18.5
R00067,R00430,4,23,0,4,4,17.4
R00067,R00700,4,6,0,1,1,16.7
R00067,R00722,4,8,0,2,3,37.5
R00067,R00752,4,3,3,0,3,75.0
R00067,R01034,4,17,1,0,1,5.9
R00067,R01035,4,13,0,1,1,7.7
R00067,R01446,4,12,1,0,1,8.3
R00067,R01743,4,2,1,0,1,25.0
R00067,R01744,4,11,1,0,1,9.1
R00067,R01890,4,16,0,1,1,6.2
R00067,R02100,4,4,1,0,1,25.0
R00069,R00074,21,18,2,15,18,85.7
R00069,R00084,21,12,0,12,12,57.1
R00069,R00101,21,14,0,3,5,23.8
R00069,R00730,21,8,0,3,4,19.0
R00069,R01033,21,9,0,3,4,19.0
R00069,R01040,21,11,0,3,5,23.8
R00069,R01086,21,4,0,2,2,9.5
R00069,R01154,21,15,0,3,5,23.8
R00069,R01167,21,12,0,3,6,28.6
R00069,R01178,21,12,0,3,5,23.8
R00069,R01183,21,5,0,1,1,4.8
R00069,R01233,21,2,0,1,1,4.8
R00069,R01345,21,17,1,0,1,4.8
R00070,R00401,19,17,1,0,6,31.6
R00070,R01214,19,3,0,3,3,15.8
R00070,R01361,19,12,0,12,12,63.2
R00070,R01718,19,3,1,0,2,10.5
R00071,R00290,15,19,0,1,1,5.3
R00071,R00352,15,8,0,1,1,6.7
R00071,R00372,15,44,0,1,2,4.5
R00071,R00432,15,14,0,1,1,6.7
R00071,R00449,15,19,0,1,1,5.3
R00071,R00453,15,18,0,1,1,5.6
R00071,R00498,15,42,0,1,2,4.8
R00071,R00519,15,18,0,4,4,22.2
R00071,R00520,15,10,0,1,1,6.7
R00071,R00588,15,14,0,1,1,6.7
R00071,R00649,15,7,0,7,7,46.7
R00071,R00662,15,22,0,1,1,4.5
R00071,R00693,15,9,0,1,1,6.7
R00071,R00723,15,5,0,1,5,33.3
R00071,R00724,15,14,0,1,1,6.7
R00071,R00758,15,8,0,1,2,13.3
R00071,R00780,15,54,0,4,4,7.4
R00071,R00796,15,43,0,1,2,4.7
R00071,R00893,15,5,0,1,1,6.7
R00071,R00931,15,11,0,1,1,6.7
R00071,R00963,15,12,0,1,1,6.7
R00071,R01007,15,13,0,1,1,6.7
R00071,R01030,15,12,0,1,3,20.0
R00071,R01031,15,14,0,4,4,26.7
R00071,R01082,15,11,0,1,1,6.7
R00071,R01088,15,3,0,1,1,6.7
R00071,R01131,15,7,0,4,4,26.7
R00071,R01133,15,8,0,1,2,13.3
R00071,R01135,15,4,0,4,4,26.7
R00071,R01265,15,23,0,1,2,8.7
R00071,R01322,15,14,1,13,14,93.3
R00071,R01365,15,8,0,4,4,26.7
R00071,R01380,15,8,0,1,2,13.3
R00071,R01773,15,41,0,1,2,4.9
R00071,R01813,15,7,0,1,1,6.7
R00071,R01816,15,3,0,1,1,6.7
R00071,R01908,15,35,0,1,1,2.9
R00071,R02044,15,24,0,1,1,4.2
R00072,R00095,26,7,0,3,5,19.2
R00072,R00134,26,12,0,3,7,26.9
R00072,R00146,26,9,0,3,6,23.1
R00072,R00155,26,8,0,6,7,26.9
R00072,R00201,26,3,0,3,3,11.5
R00072,R00209,26,9,0,9,9,34.6
R00072,R00226,26,16,0,5,14,53.8
R00072,R00429,26,18,0,3,9,34.6
R00072,R00435,26,12,0,6,9,34.6
R00072,R00471,26,12,0,5,9,34.6
R00072,R00479,26,7,0,5,6,23.1
R00072,R00770,26,19,1,0,3,11.5
R00072,R00981,26,7,0,3,6,23.1
R00072,R00982,26,10,0,3,7,26.9
R00072,R01308,26,11,0,2,2,7.7
R00072,R01410,26,12,0,2,2,7.7
R00072,R01488,26,7,3,0,3,11.5
R00072,R01490,26,2,2,0,2,7.7
R00072,R01508,26,30,0,13,24,80.0
R00072,R01513,26,17,0,5,14,53.8
R00072,R01938,26,11,0,3,7,26.9
R00072,R01941,26,9,0,5,7,26.9
R00072,R02041,26,8,0,3,5,19.2
R00073,R00129,50,23,4,0,9,18.0
R00073,R00319,50,29,3,0,9,18.0
R00073,R00467,50,25,0,1,4,8.0
R00073,R00749,50,60,3,0,34,56.7
R00073,R00960,50,10,0,1,1,2.0
R00073,R01028,50,21,0,1,1,2.0
R00073,R01101,50,13,0,1,1,2.0
R00073,R01129,50,18,0,4,17,34.0
R00073,R01130,50,12,0,1,1,2.0
R00073,R01132,50,5,0,1,1,2.0
R00073,R01156,50,27,0,1,1,2.0
R00073,R01160,50,17,0,1,1,2.0
R00073,R01494,50,22,4,0,16,32.0
R00073,R01663,50,11,4,0,6,12.0
R00073,R01841,50,5,0,1,1,2.0
R00073,R01842,50,7,0,1,1,2.0
R00073,R01843,50,9,0,1,1,2.0
R00074,R00084,18,12,0,12,12,66.7
R00074,R00101,18,14,0,3,5,27.8
R00074,R00730,18,8,0,3,4,22.2
R00074,R01033,18,9,0,3,4,22.2
R00074,R01040,18,11,0,3,5,27.8
R00074,R01086,18,4,0,2,2,11.1
R00074,R01154,18,15,0,3,5,27.8
R00074,R01167,18,12,0,3,6,33.3
R00074,R01178,18,12,0,3,5,27.8
R00074,R01183,18,5,0,1,1,5.6
R00074,R01233,18,2,0,1,1,5.6
R00074,R01345,18,17,1,0,1,5.6
R00075,R00697,22,9,3,0,3,13.6
R00075,R00717,22,18,0,17,17,77.3
R00075,R00955,22,5,1,0,1,4.5
R00076,R00092,42,35,0,16,32,76.2
R00076,R00971,42,31,0,31,31,73.8
R00076,R00972,42,49,0,16,41,83.7
R00076,R01262,42,27,4,0,13,31.0
R00076,R01338,42,14,0,14,14,33.3
R00077,R00186,47,19,0,14,19,40.4
R00077,R00283,47,44,3,0,3,6.4
R00077,R00316,47,19,1,0,1,2.1
R00077,R00349,47,8,1,0,1,2.1
R00077,R00386,47,5,1,0,1,2.1
R00077,R00409,47,24,1,0,1,2.1
R00077,R00456,47,13,1,0,1,2.1
R00077,R00466,47,33,1,0,1,2.1
R00077,R00512,47,16,2,0,2,4.3
R00077,R00527,47,15,1,0,6,12.8
R00077,R00562,47,49,1,0,41,83.7
R00077,R00634,47,15,1,0,2,4.3
R00077,R00635,47,12,1,0,2,4.3
R00077,R00673,47,13,2,0,2,4.3
R00077,R00738,47,3,1,0,1,2.1
R00077,R00771,47,16,1,0,1,2.1
R00077,R00772,47,15,1,0,1,2.1
R00077,R00781,47,10,1,0,1,2.1
R00077,R00790,47,18,1,0,1,2.1
R00077,R00891,47,9,1,0,1,2.1
R00077,R00916,47,38,0,17,37,78.7
R00077,R00920,47,7,0,7,7,14.9
R00077,R00944,47,17,1,0,1,2.1
R00077,R00964,47,57,1,0,6,10.5
R00077,R00976,47,11,1,0,1,2.1
R00077,R00995,47,12,1,0,1,2.1
R00077,R01013,47,12,3,0,3,6.4
R00077,R01075,47,9,1,0,1,2.1
R00077,R01081,47,9,1,0,1,2.1
R00077,R01085,47,12,1,0,1,2.1
R00077,R01454,47,20,1,0,1,2.1
R00077,R01761,47,11,2,0,2,4.3
R00077,R01789,47,11,1,0,1,2.1
R00077,R01815,47,3,1,0,1,2.1
R00077,R01835,47,27,0,22,24,51.1
R00077,R01909,47,21,1,0,1,2.1
R00077,R01968,47,15,1,0,1,2.1
R00077,R02086,47,36,1,0,8,17.0
R00077,R02099,47,6,1,0,1,2.1
R00078,R00316,17,19,0,1,8,42.1
R00078,R00358,17,16,0,4,13,76.5
R00078,R00466,17,33,0,4,12,36.4
R00078,R00736,17,6,1,0,5,29.4
R00078,R01355,17,7,0,7,7,41.2
R00078,R01408,17,5,0,1,1,5.9
R00078,R01605,17,8,0,1,8,47.1
R00078,R01614,17,3,0,1,1,5.9
R00078,R01620,17,7,0,5,5,29.4
R00078,R01623,17,9,0,1,9,52.9
R00078,R01714,17,5,0,1,5,29.4
R00078,R01771,17,4,1,0,1,5.9
R00078,R01950,17,12,0,4,5,29.4
R00078,R01973,17,11,0,4,7,41.2
R00079,R00188,45,44,0,44,44,97.8
R00080,R00266,24,26,1,22,24,92.3
R00080,R00278,24,24,3,0,21,87.5
R00080,R00339,24,11,0,11,11,45.8
R00081,R00646,2,3,0,1,1,33.3
R00082,R00094,23,28,0,3,18,64.3
R00082,R00128,23,15,0,3,9,39.1
R00082,R00303,23,13,3,0,4,17.4
R00082,R00361,23,23,0,18,18,78.3
R00082,R00365,23,24,0,18,18,75.0
R00082,R00370,23,32,0,3,18,56.2
R00082,R00373,23,16,0,15,15,65.2
R00082,R00464,23,49,0,18,18,36.7
R00082,R00470,23,40,0,4,15,37.5
R00082,R00477,23,23,0,18,18,78.3
R00082,R00485,23,29,0,3,18,62.1
R00082,R00496,23,27,0,18,18,66.7
R00082,R00507,23,23,0,18,18,78.3
R00082,R00620,23,35,0,3,9,25.7
R00082,R00689,23,25,0,18,18,72.0
R00082,R00819,23,23,0,3,9,39.1
R00082,R01311,23,17,0,3,9,39.1
R00082,R01398,23,10,3,0,5,21.7
R00082,R01407,23,12,1,0,1,4.3
R00082,R01409,23,5,1,0,1,4.3
R00082,R01480,23,16,1,0,4,17.4
R00082,R01485,23,13,1,0,1,4.3
R00082,R01517,23,14,0,3,6,26.1
R00082,R01596,23,16,0,3,6,26.1
R00082,R01606,23,16,0,3,5,21.7
R00082,R01616,23,3,1,0,1,4.3
R00082,R01686,23,40,0,3,23,57.5
R00082,R01687,23,25,0,23,23,92.0
R00082,R01688,23,12,0,3,6,26.1
R00082,R01693,23,12,3,0,4,17.4
R00082,R01695,23,8,1,0,1,4.3
R00082,R01764,23,12,0,4,5,21.7
R00082,R01803,23,13,1,0,4,17.4
R00083,R00522,3,18,0,3,3,16.7
R00083,R00525,3,15,1,0,1,6.7
R00083,R00671,3,22,1,0,1,4.5
R00083,R00731,3,18,1,0,1,5.6
R00083,R01041,3,12,1,0,1,8.3
R00083,R01674,3,13,1,0,1,7.7
R00083,R01729,3,7,1,0,1,14.3
R00083,R02078,3,14,3,0,3,21.4
R00083,R02093,3,21,1,0,1,4.8
R00084,R00101,12,14,0,3,5,35.7
R00084,R00730,12,8,0,3,4,33.3
R00084,R01033,12,9,0,3,4,33.3
R00084,R01040,12,11,1,3,5,41.7
R00084,R01086,12,4,0,2,2,16.7
R00084,R01154,12,15,0,3,5,33.3
R00084,R01167,12,12,3,3,6,50.0
R00084,R01178,12,12,0,3,5,41.7
R00084,R01183,12,5,0,1,1,8.3
R00084,R01233,12,2,0,1,1,8.3
R00084,R01713,12,10,1,0,1,8.3
R00085,R00439,11,12,0,1,1,8.3
R00085,R00776,11,36,1,0,1,2.8
R00085,R00896,11,29,2,0,2,6.9
R00085,R01223,11,11,1,0,1,9.1
R00085,R01298,11,20,2,0,2,10.0
R00085,R01344,11,5,0,1,2,18.2
R00085,R01379,11,6,0,1,1,9.1
R00085,R01463,11,4,0,1,1,9.1
R00085,R01479,11,16,0,1,1,6.2
R00085,R01667,11,24,0,1,1,4.2
R00085,R01733,11,19,2,0,2,10.5
R00085,R01750,11,7,0,7,7,63.6
R00085,R01854,11,6,0,1,1,9.1
R00085,R01857,11,5,0,1,1,9.1
R00086,R00648,2,3,1,0,1,33.3
R00087,R00906,3,2,0,1,1,33.3
R00087,R01186,3,7,3,0,3,42.9
R00087,R01204,3,14,0,1,1,7.1
R00087,R01212,3,13,0,1,1,7.7
R00087,R01245,3,10,0,1,1,10.0
R00087,R01255,3,16,0,1,1,6.2
R00088,R00126,26,29,0,1,25,86.2
R00088,R00246,26,29,0,1,22,75.9
R00088,R00396,26,28,0,8,23,82.1
R00088,R00784,26,6,0,2,2,7.7
R00088,R01188,26,27,0,1,22,81.5
R00088,R01414,26,16,0,2,2,7.7
R00088,R01924,26,28,0,1,22,78.6
R00089,R00105,17,17,0,1,8,47.1
R00089,R00124,17,11,0,7,7,41.2
R00089,R00342,17,19,0,1,14,73.7
R00089,R00362,17,32,0,1,8,25.0
R00089,R00387,17,24,1,1,8,33.3
R00089,R00401,17,17,0,9,9,52.9
R00089,R00550,17,52,0,1,6,11.5
R00089,R00726,17,13,0,6,6,35.3
R00089,R00754,17,7,0,1,1,5.9
R00089,R00901,17,31,1,0,1,3.2
R00089,R00917,17,29,0,1,9,31.0
R00089,R00918,17,21,0,9,9,42.9
R00089,R00941,17,16,0,6,6,35.3
R00089,R00984,17,10,0,6,6,35.3
R00089,R01056,17,15,0,1,8,47.1
R00089,R01057,17,13,0,6,6,35.3
R00089,R01151,17,16,0,1,9,52.9
R00089,R01217,17,20,0,9,9,45.0
R00089,R01222,17,23,0,8,9,39.1
R00089,R01231,17,11,1,0,1,5.9
R00089,R01235,17,16,0,6,6,35.3
R00089,R01236,17,9,1,0,1,5.9
R00089,R01237,17,30,0,6,6,20.0
R00089,R01249,17,4,0,2,2,11.8
R00089,R01263,17,8,0,7,7,41.2
R00089,R01298,17,20,0,8,9,45.0
R00089,R01299,17,8,0,8,8,47.1
R00089,R01373,17,13,0,6,6,35.3
R00089,R01656,17,6,0,1,2,11.8
R00089,R01657,17,12,0,1,6,35.3
R00089,R01658,17,9,0,1,6,35.3
R00089,R01712,17,23,0,1,6,26.1
R00089,R01723,17,13,0,9,9,52.9
R00089,R01731,17,9,0,6,6,35.3
R00089,R01732,17,17,1,7,8,47.1
R00089,R01733,17,19,0,8,9,47.4
R00089,R01740,17,21,0,9,9,42.9
R00089,R01781,17,6,0,1,2,11.8
R00089,R01829,17,7,0,1,6,35.3
R00089,R01877,17,22,0,9,9,40.9
R00089,R01912,17,7,0,1,2,11.8
R00089,R01942,17,5,0,1,2,11.8
R00089,R01943,17,16,0,1,9,52.9
R00089,R01958,17,10,0,6,8,47.1
R00089,R02054,17,10,1,0,1,5.9
R00090,R00096,20,7,0,1,1,5.0
R00090,R00099,20,16,0,1,1,5.0
R00090,R00107,20,12,0,1,1,5.0
R00090,R00118,20,10,0,1,1,5.0
R00090,R00120,20,9,0,1,1,5.0
R00090,R00127,20,11,0,1,1,5.0
R00090,R00133,20,11,0,1,1,5.0
R00090,R00135,20,12,0,1,1,5.0
R00090,R00163,20,15,0,1,1,5.0
R00090,R00183,20,22,0,1,1,4.5
R00090,R00190,20,15,0,1,1,5.0
R00090,R00311,20,32,2,0,2,6.2
R00090,R00353,20,14,0,1,1,5.0
R00090,R00454,20,23,2,0,4,17.4
R00090,R00760,20,16,2,0,2,10.0
R00090,R00871,20,6,0,1,1,5.0
R00090,R01059,20,21,2,0,2,9.5
R00090,R01061,20,32,4,0,4,12.5
R00090,R01128,20,10,0,1,2,10.0
R00090,R01145,20,9,0,1,2,10.0
R00090,R01150,20,13,0,1,1,5.0
R00090,R01174,20,11,0,1,1,5.0
R00090,R01175,20,7,0,1,1,5.0
R00090,R01194,20,9,0,1,2,10.0
R00090,R01198,20,19,2,0,2,10.0
R00090,R01205,20,14,0,1,1,5.0
R00090,R01209,20,10,0,1,1,5.0
R00090,R01211,20,8,0,1,1,5.0
R00090,R01213,20,19,0,1,1,5.0
R00090,R01215,20,15,0,1,3,15.0
R00090,R01254,20,14,0,1,1,5.0
R00090,R01270,20,17,0,1,1,5.0
R00090,R01306,20,7,0,1,1,5.0
R00090,R01368,20,11,0,1,1,5.0
R00090,R01454,20,20,0,1,12,60.0
R00090,R01570,20,19,2,0,2,10.0
R00090,R01599,20,23,0,1,13,56.5
R00090,R01626,20,18,4,0,8,40.0
R00090,R01633,20,2,0,1,1,5.0
R00090,R01640,20,5,0,1,1,5.0
R00090,R01845,20,7,0,1,1,5.0
R00090,R01915,20,9,4,0,6,30.0
R00091,R00199,13,33,3,0,3,9.1
R00091,R00265,13,23,1,0,4,17.4
R00091,R00452,13,35,4,0,4,11.4
R00091,R01163,13,3,1,0,1,7.7
R00091,R01252,13,20,0,11,11,55.0
R00091,R01257,13,23,0,11,11,47.8
R00091,R01278,13,15,0,11,12,80.0
R00091,R01387,13,6,1,0,1,7.7
R00091,R01394,13,5,0,5,5,38.5
R00091,R01521,13,14,0,11,12,85.7
