station_id,station_name,crs,operator,route,county,latitude,longitude,major_interchange,terminus,branch_junction,nearest_landmark,nearest_landmark_km,nearest_castle,nearest_castle_km,nearest_cathedral,nearest_cathedral_km,nearest_museum,nearest_museum_km,nearest_country_house,nearest_country_house_km,nearest_nature_reserve,nearest_nature_reserve_km,route_count,service_count,service_density,route_diversity_band,time_from_london,time_band,accessibility_score,difficulty_score,route_groups,region,is_interchange,is_terminus,word_count_band,is_branch_line,is_mainline,is_coastal,route_station_id,canonical_time_to_london,time_group,is_high_speed,distance_band
SCR141,Edinburgh Gateway,EGY,,,,55.941,-3.32,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR141,,,False,regional
SCR142,Edinburgh Park,EDP,,,,55.927615,-3.307829,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR142,,,False,regional
SCR143,Edinburgh Waverley,EDB,,,,55.952442,-3.188236,,,,,,,,,,,,,,,,,,,,,,,,"['Edinburgh–Glasgow Main Line', 'Shotts Line', 'Carstairs Corridor', 'Aberdeen Line', 'Fife Circle', 'Borders Railway']",Edinburgh–Glasgow Main Line,False,False,multiple,True,False,False,SCR143,,,False,regional
SCR144,Elgin,ELG,,,,57.64299,-3.31163,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR144,,,False,regional
SCR145,Eskbank,EKB,,,,55.88956,-3.07845,,,,,,,,,,,,,,,,,,,,,,,,['Borders Railway'],Borders Railway,False,False,single,True,False,False,SCR145,,,False,regional
SCR146,Exhibition Centre,EXG,,,,55.860619,-4.283207,,,,,,,,,,,,,,,,,,,,,,,,['Argyle Line'],Argyle Line,False,False,multiple,False,True,False,SCR146,,,False,regional
SCR147,Fairlie,FRL,,,,55.752514,-4.853834,,,,,,,,,,,,,,,,,,,,,,,,['Largs Branch'],Largs Branch,False,False,single,True,False,True,SCR147,,,False,regional
SCR148,Falkirk Grahamston,FKG,,,,56.002735,-3.786359,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR148,,,False,regional
SCR149,Falkirk High,FKK,,,,55.991863,-3.792276,,,,,,,,,,,,,,,,,,,,,,,,['Edinburgh–Glasgow Main Line'],Edinburgh–Glasgow Main Line,False,False,multiple,False,True,False,SCR149,,,False,regional
SCR150,Falls of Cruachan,FOC,,,,56.386242,-5.114992,,,,,,,,,,,,,,,,,,,,,,,,['Oban Branch'],Oban Branch,False,False,multiple,True,False,False,SCR150,,,False,regional
SCR151,Fauldhouse,FLD,,,,55.822163,-3.719006,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR151,,,False,regional
SCR152,Fearn,FRN,,,,57.777828,-3.994245,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR152,,,False,regional
SCR153,Forres,FOR,,,,57.609661,-3.62847,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR153,,,False,regional
SCR154,Forsinard,FRS,,,,58.356998,-3.896903,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR154,,,False,regional
SCR155,Fort Matilda,FTM,,,,55.958809,-4.7953,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR155,,,False,regional
SCR156,Fort William,FTW,,,,56.820625,-5.106721,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,multiple,False,True,True,SCR156,,,False,regional
SCR157,Galashiels,GAL,,,,55.610426,-2.809693,,,,,,,,,,,,,,,,,,,,,,,,['Borders Railway'],Borders Railway,False,False,single,True,False,False,SCR157,,,False,regional
SCR158,Garelochhead,GCH,,,,56.079449,-4.826544,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR158,,,False,regional
SCR159,Garrowhill,GAR,,,,55.855286,-4.129497,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR159,,,False,regional
SCR160,Garscadden,GRS,,,,55.88784,-4.364757,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR160,,,False,regional
SCR161,Gartcosh,GRH,,,,55.885,-4.078,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR161,,,False,regional
SCR162,Garve,GVE,,,,57.613129,-4.688429,,,,,,,,,,,,,,,,,,,,,,,,['Kyle Line'],Kyle Line,False,False,single,True,False,True,SCR162,,,False,regional
SCR163,Georgemas Junction,GGJ,,,,58.513721,-3.45212,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,multiple,True,False,True,SCR163,,,False,regional
SCR164,Giffnock,GFN,,,,55.804688,-4.294289,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR164,,,False,regional
SCR165,Gilshochill,GSC,,,,55.897295,-4.28201,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR165,,,False,regional
SCR166,Girvan,GIR,,,,55.246517,-4.848927,,,,,,,,,,,,,,,,,,,,,,,,['Stranraer Line'],Stranraer Line,False,False,single,False,True,False,SCR166,,,False,regional
SCR167,Glasgow Central,GLC,,,,55.860157,-4.259208,,,,,,,,,,,,,,,,,,,,,,,,"['Shotts Line', 'Carstairs Corridor', 'Ayrshire Coast', 'Inverclyde Line', 'Cathcart Circle', 'Cathcart Circle', 'Neilston Line', 'East Kilbride Line', 'Argyle Line']",Shotts Line,False,False,multiple,True,False,True,SCR167,,,False,regional
SCR168,Glasgow Queen Street,GLQ,,,,55.863003,-4.251385,,,,,,,,,,,,,,,,,,,,,,,,"['Edinburgh–Glasgow Main Line', 'West Highland Line']",Edinburgh–Glasgow Main Line,False,False,multiple,False,True,True,SCR168,,,False,regional
SCR169,Gleneagles,GLE,,,,56.274902,-3.7312,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR169,,,False,regional
SCR170,Glenfinnan,GLF,,,,56.872753,-5.449219,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,single,False,True,True,SCR170,,,False,regional
SCR171,Glengarnock,GLG,,,,55.738579,-4.674364,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR171,,,False,regional
SCR172,Glenrothes with Thornton,GLT,,,,56.162224,-3.143189,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR172,,,False,regional
SCR173,Golf Street,GOF,,,,56.497852,-2.719541,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR173,,,False,regional
SCR174,Golspie,GOL,,,,57.971092,-3.98806,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR174,,,False,regional
SCR175,Gorebridge,GBG,,,,55.836732,-3.046099,,,,,,,,,,,,,,,,,,,,,,,,['Borders Railway'],Borders Railway,False,False,single,True,False,False,SCR175,,,False,regional
SCR176,Gourock,GRK,,,,55.962788,-4.818021,,,,,,,,,,,,,,,,,,,,,,,,['Inverclyde Line'],Inverclyde Line,False,False,single,False,True,True,SCR176,,,False,regional
SCR177,Greenfaulds,GRL,,,,55.932064,-3.999232,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR177,,,False,regional
SCR178,Greenock Central,GKC,,,,55.945385,-4.752692,,,,,,,,,,,,,,,,,,,,,,,,['Inverclyde Line'],Inverclyde Line,False,False,multiple,False,True,True,SCR178,,,False,regional
SCR179,Greenock West,GKW,,,,55.94772,-4.768866,,,,,,,,,,,,,,,,,,,,,,,,['Inverclyde Line'],Inverclyde Line,False,False,multiple,False,True,True,SCR179,,,False,regional
SCR180,Gretna Green,GEA,,,,55.001934,-3.064608,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR180,,,False,regional
SCR181,Hairmyres,HMY,,,,55.762012,-4.220047,,,,,,,,,,,,,,,,,,,,,,,,['East Kilbride Line'],East Kilbride Line,False,False,single,False,True,False,SCR181,,,False,regional
SCR182,Hamilton Central,HNC,,,,55.773239,-4.038928,,,,,,,,,,,,,,,,,,,,,,,,['Argyle Line'],Argyle Line,False,False,multiple,False,True,False,SCR182,,,False,regional
SCR183,Hamilton West,HNW,,,,55.779232,-4.056781,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR183,,,False,regional
SCR184,Hartwood,HTW,,,,55.810532,-3.839792,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR184,,,False,regional
SCR185,Hawkhead,HKH,,,,55.843136,-4.398792,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR185,,,False,regional
SCR186,Haymarket,HYM,,,,55.945854,-3.218458,,,,,,,,,,,,,,,,,,,,,,,,"['Edinburgh–Glasgow Main Line', 'Carstairs Corridor', 'Aberdeen Line', 'Fife Circle']",Edinburgh–Glasgow Main Line,False,False,single,False,True,False,SCR186,,,False,regional
SCR187,Helensburgh Central,HLC,,,,56.004261,-4.732803,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR187,,,False,regional
SCR188,Helensburgh Upper,HLU,,,,56.013268,-4.73184,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,multiple,False,True,True,SCR188,,,False,regional
SCR189,Helmsdale,HMS,,,,58.117737,-3.660068,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR189,,,False,regional
SCR190,High Street,HST,,,,55.858719,-4.239953,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR190,,,False,regional
SCR191,Hillfoot,HLF,,,,55.920143,-4.32032,,,,,,,,,,,,,,,,,,,,,,,,['Argyle Line'],Argyle Line,False,False,single,False,True,False,SCR191,,,False,regional
SCR192,Hillington East,HLE,,,,55.854778,-4.354768,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR192,,,False,regional
SCR193,Hillington West,HLW,,,,55.85537,-4.370778,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR193,,,False,regional
SCR194,Holytown,HLY,,,,55.812943,-3.973967,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR194,,,False,regional
SCR195,Howwood,HOZ,,,,55.811,-4.56,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR195,,,False,regional
SCR196,Huntly,HNT,,,,57.444401,-2.776354,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR196,,,False,regional
SCR197,Hyndland,HYN,,,,55.879803,-4.314715,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR197,,,False,regional
SCR198,Insch,INS,,,,57.33749,-2.616279,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR198,,,False,regional
SCR199,Invergordon,IGD,,,,57.688587,-4.175563,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR199,,,False,regional
SCR200,Invergowrie,ING,,,,56.456795,-3.057897,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR200,,,False,regional
SCR201,Inverkeithing,INK,,,,56.034725,-3.39621,,,,,,,,,,,,,,,,,,,,,,,,['Fife Circle'],Fife Circle,False,False,single,False,True,False,SCR201,,,False,regional
SCR202,Inverkip,INP,,,,55.905781,-4.873089,,,,,,,,,,,,,,,,,,,,,,,,['Wemyss Bay Branch'],Wemyss Bay Branch,False,False,single,False,True,False,SCR202,,,False,regional
SCR203,Inverness,INV,,,,57.480194,-4.223199,,,,,,,,,,,,,,,,,,,,,,,,"['Highland Main Line', 'Kyle Line', 'Far North Line']",Highland Main Line,False,False,single,True,False,True,SCR203,,,False,regional
SCR204,Inverness Airport,IVA,,,,57.5335,-4.0552,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR204,,,False,regional
SCR205,Invershin,INH,,,,57.925362,-4.399288,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR205,,,False,regional
SCR206,Inverurie,INR,,,,57.286343,-2.373224,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR206,,,False,regional
SCR207,Irvine,IRV,,,,55.610916,-4.675196,,,,,,,,,,,,,,,,,,,,,,,,['Ayrshire Coast'],Ayrshire Coast,False,False,single,False,True,True,SCR207,,,False,regional
SCR208,Johnstone,JHN,,,,55.834759,-4.50369,,,,,,,,,,,,,,,,,,,,,,,,['Ayrshire Coast'],Ayrshire Coast,False,False,single,False,True,True,SCR208,,,False,regional
SCR209,Jordanhill,JOR,,,,55.882282,-4.326053,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR209,,,False,regional
SCR210,Keith,KEH,,,,57.550976,-2.954062,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR210,,,False,regional
SCR211,Kelvindale,KVD,,,,55.8933,-4.3106,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR211,,,False,regional
SCR212,Kennishead,KNS,,,,55.813099,-4.325119,,,,,,,,,,,,,,,,,,,,,,,,['Neilston Line'],Neilston Line,False,False,single,True,False,False,SCR212,,,False,regional
SCR213,Kildonan,KIL,,,,58.171432,-3.869993,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR213,,,False,regional
SCR214,Kilmarnock,KMK,,,,55.612835,-4.499048,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR214,,,False,regional
SCR215,Kilmaurs,KLM,,,,55.636425,-4.532331,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR215,,,False,regional
SCR216,Kilpatrick,KPT,,,,55.924755,-4.453454,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR216,,,False,regional
SCR217,Kilwinning,KWN,,,,55.655994,-4.710071,,,,,,,,,,,,,,,,,,,,,,,,"['Ayrshire Coast', 'Largs Branch', 'Ardrossan Branch']",Ayrshire Coast,False,False,single,True,False,True,SCR217,,,False,regional
SCR218,Kinbrace,KBC,,,,58.258408,-3.941063,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR218,,,False,regional
SCR219,Kinghorn,KGH,,,,56.069389,-3.174161,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR219,,,False,regional
SCR220,Kings Park,KGP,,,,55.819935,-4.247294,,,,,,,,,,,,,,,,,,,,,,,,['East Kilbride Line'],East Kilbride Line,False,False,multiple,False,True,False,SCR220,,,False,regional
SCR221,Kingsknowe,KGE,,,,55.919323,-3.265634,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR221,,,False,regional
SCR222,Kingussie,KIN,,,,57.07785,-4.052227,,,,,,,,,,,,,,,,,,,,,,,,['Highland Main Line'],Highland Main Line,False,False,single,False,True,False,SCR222,,,False,regional
SCR223,Kintore,KTR,,,,57.243611,-2.350278,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR223,,,False,regional
SCR224,Kirkcaldy,KDY,,,,56.112579,-3.167445,,,,,,,,,,,,,,,,,,,,,,,,['Fife Circle'],Fife Circle,False,False,single,False,True,False,SCR224,,,False,regional
SCR225,Kirkconnel,KRK,,,,55.38834,-3.998533,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR225,,,False,regional
SCR226,Kirkhill,KKH,,,,55.814156,-4.168751,,,,,,,,,,,,,,,,,,,,,,,,['East Kilbride Line'],East Kilbride Line,False,False,single,False,True,False,SCR226,,,False,regional
SCR227,Kirknewton,KKN,,,,55.888744,-3.432526,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR227,,,False,regional
SCR228,Kirkwood,KWD,,,,55.85577,-4.048037,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR228,,,False,regional
SCR229,Kyle of Lochalsh,KYL,,,,57.280567,-5.713067,,,,,,,,,,,,,,,,,,,,,,,,['Kyle Line'],Kyle Line,False,False,multiple,True,False,True,SCR229,,,False,regional
SCR230,Ladybank,LDY,,,,56.273834,-3.122284,,,,,,,,,,,,,,,,,,,,,,,,['Fife Circle'],Fife Circle,False,False,single,False,True,False,SCR230,,,False,regional
SCR231,Lairg,LRG,,,,58.001701,-4.401,,,,,,,,,,,,,,,,,,,,,,,,['Far North Line'],Far North Line,False,False,single,True,False,True,SCR231,,,False,regional
SCR232,Lanark,LNK,,,,55.673119,-3.772901,,,,,,,,,,,,,,,,,,,,,,,,['Lanark Line'],Lanark Line,False,False,single,True,False,False,SCR232,,,False,regional
SCR233,Langbank,LGB,,,,55.924725,-4.586326,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR233,,,False,regional
SCR234,Langside,LGS,,,,55.821175,-4.277696,,,,,,,,,,,,,,,,,,,,,,,,['Cathcart Circle'],Cathcart Circle,False,False,single,False,True,False,SCR234,,,False,regional
SCR235,Larbert,LBT,,,,56.022751,-3.830604,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR235,,,False,regional
SCR236,Largs,LAR,,,,55.792637,-4.867942,,,,,,,,,,,,,,,,,,,,,,,,['Largs Branch'],Largs Branch,False,False,single,True,False,True,SCR236,,,False,regional
SCR237,Larkhall,LRH,,,,55.739258,-3.974445,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR237,,,False,regional
SCR238,Laurencekirk,LAU,,,,56.835945,-2.466345,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR238,,,False,regional
SCR239,Lenzie,LNZ,,,,55.921364,-4.153932,,,,,,,,,,,,,,,,,,,,,,,,['Edinburgh–Glasgow Main Line'],Edinburgh–Glasgow Main Line,False,False,single,False,True,False,SCR239,,,False,regional
SCR240,Leuchars,LEU,,,,56.375427,-2.893734,,,,,,,,,,,,,,,,,,,,,,,,"['Aberdeen Line', 'Fife Circle']",Aberdeen Line,False,False,single,False,True,False,SCR240,,,False,regional
SCR241,Leven,LEV,,,,56.1923,-3.002,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR241,,,False,regional
SCR242,Linlithgow,LIN,,,,55.975689,-3.596,,,,,,,,,,,,,,,,,,,,,,,,['Edinburgh–Glasgow Main Line'],Edinburgh–Glasgow Main Line,False,False,single,False,True,False,SCR242,,,False,regional
SCR243,Livingston North,LSN,,,,55.901736,-3.543357,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR243,,,False,regional
SCR244,Livingston South,LVG,,,,55.871712,-3.503823,,,,,,,,,,,,,,,,,,,,,,,,['Shotts Line'],Shotts Line,False,False,multiple,False,True,False,SCR244,,,False,regional
SCR245,Loch Awe,LHA,,,,56.402481,-5.040117,,,,,,,,,,,,,,,,,,,,,,,,['Oban Branch'],Oban Branch,False,False,multiple,True,False,False,SCR245,,,False,regional
SCR246,Loch Eil Outward Bound,LHE,,,,56.855343,-5.191638,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,multiple,False,True,True,SCR246,,,False,regional
SCR247,Lochailort,LCL,,,,56.881035,-5.663456,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,single,False,True,True,SCR247,,,False,regional
SCR248,Locheilside,LCS,,,,56.855473,-5.290086,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,single,False,True,True,SCR248,,,False,regional
SCR249,Lochgelly,LCG,,,,56.13538,-3.312958,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR249,,,False,regional
SCR250,Lochluichart,LCC,,,,57.621277,-4.809628,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR250,,,False,regional
SCR251,Lochwinnoch,LHW,,,,55.786549,-4.617038,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR251,,,False,regional
SCR252,Lockerbie,LOC,,,,55.123085,-3.353242,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR252,,,False,regional
SCR253,Longniddry,LND,,,,55.976524,-2.889308,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR253,,,False,regional
SCR254,Mallaig,MLG,,,,57.005497,-5.8306,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,single,False,True,True,SCR254,,,False,regional
SCR255,Markinch,MNC,,,,56.200069,-3.131414,,,,,,,,,,,,,,,,,,,,,,,,['Fife Circle'],Fife Circle,False,False,single,False,True,False,SCR255,,,False,regional
SCR256,Maryhill,MYH,,,,55.898026,-4.301396,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR256,,,False,regional
SCR257,Maxwell Park,MAX,,,,55.837124,-4.289813,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR257,,,False,regional
SCR258,Maybole,MAY,,,,55.354485,-4.686269,,,,,,,,,,,,,,,,,,,,,,,,['Stranraer Line'],Stranraer Line,False,False,single,False,True,False,SCR258,,,False,regional
SCR259,Merryton,MEY,,,,55.749013,-3.978667,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR259,,,False,regional
SCR260,Milliken Park,MIN,,,,55.825157,-4.533405,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR260,,,False,regional
SCR261,Milngavie,MLN,,,,55.94091,-4.315152,,,,,,,,,,,,,,,,,,,,,,,,['Argyle Line'],Argyle Line,False,False,single,False,True,False,SCR261,,,False,regional
SCR262,Monifieth,MON,,,,56.480167,-2.818249,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR262,,,False,regional
SCR263,Montrose,MTS,,,,56.71286,-2.47207,,,,,,,,,,,,,,,,,,,,,,,,['Aberdeen Line'],Aberdeen Line,False,False,single,False,True,False,SCR263,,,False,regional
SCR264,Morar,MRR,,,,56.969788,-5.821991,,,,,,,,,,,,,,,,,,,,,,,,['West Highland Line'],West Highland Line,False,False,single,False,True,True,SCR264,,,False,regional
SCR265,Mosspark,MPK,,,,55.838947,-4.336232,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR265,,,False,regional
SCR266,Motherwell,MTH,,,,55.791927,-3.995234,,,,,,,,,,,,,,,,,,,,,,,,"['Carstairs Corridor', 'Argyle Line', 'Lanark Line']",Carstairs Corridor,False,False,single,True,False,False,SCR266,,,False,regional
SCR267,Mount Florida,MFL,,,,55.826859,-4.262067,,,,,,,,,,,,,,,,,,,,,,,,"['Cathcart Circle', 'East Kilbride Line']",Cathcart Circle,False,False,multiple,False,True,False,SCR267,,,False,regional
SCR268,Mount Vernon,MTV,,,,55.839882,-4.136638,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR268,,,False,regional
SCR269,Muir of Ord,MOO,,,,57.518017,-4.460981,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR269,,,False,regional
SCR270,Muirend,MUI,,,,55.810459,-4.273888,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR270,,,False,regional
SCR271,Musselburgh,MUB,,,,55.930225,-3.062719,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR271,,,False,regional
SCR272,Nairn,NRN,,,,57.580227,-3.873024,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR272,,,False,regional
SCR273,Neilston,NEI,,,,55.782364,-4.426945,,,,,,,,,,,,,,,,,,,,,,,,['Neilston Line'],Neilston Line,False,False,single,True,False,False,SCR273,,,False,regional
SCR274,New Cumnock,NCK,,,,55.402271,-4.182457,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR274,,,False,regional
SCR275,Newcraighall,NEW,,,,55.932619,-3.091582,,,,,,,,,,,,,,,,,,,,,,,,['Borders Railway'],Borders Railway,False,False,single,True,False,False,SCR275,,,False,regional
SCR276,Newton,NTN,,,,55.819256,-4.133907,,,,,,,,,,,,,,,,,,,,,,,,"['East Kilbride Line', 'Argyle Line']",East Kilbride Line,False,False,single,False,True,False,SCR276,,,False,regional
SCR277,Newton-On-Ayr,NOA,,,,55.473541,-4.62632,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR277,,,False,regional
SCR278,Newtongrange,NEG,,,,55.865652,-3.066151,,,,,,,,,,,,,,,,,,,,,,,,['Borders Railway'],Borders Railway,False,False,single,True,False,False,SCR278,,,False,regional
SCR279,Newtonmore,NWR,,,,57.059673,-4.118831,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR279,,,False,regional
SCR280,Nitshill,NIT,,,,55.811531,-4.360126,,,,,,,,,,,,,,,,,,,,,,,,['Neilston Line'],Neilston Line,False,False,single,True,False,False,SCR280,,,False,regional
SCR281,North Berwick,NBW,,,,56.057545,-2.728989,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR281,,,False,regional
SCR282,North Queensferry,NQU,,,,56.013168,-3.395426,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR282,,,False,regional
SCR283,Oban,OBN,,,,56.411758,-5.473841,,,,,,,,,,,,,,,,,,,,,,,,['Oban Branch'],Oban Branch,False,False,single,True,False,False,SCR283,,,False,regional
SCR284,Paisley Canal,PCN,,,,55.840878,-4.422606,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR284,,,False,regional
SCR285,Paisley Gilmour Street,PYG,,,,55.848026,-4.424646,,,,,,,,,,,,,,,,,,,,,,,,"['Ayrshire Coast', 'Inverclyde Line']",Ayrshire Coast,False,False,multiple,False,True,True,SCR285,,,False,regional
SCR286,Paisley St James,PYJ,,,,55.852165,-4.442486,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,multiple,False,True,False,SCR286,,,False,regional
SCR287,Partick,PTK,,,,55.869987,-4.310921,,,,,,,,,,,,,,,,,,,,,,,,['Argyle Line'],Argyle Line,False,False,single,False,True,False,SCR287,,,False,regional
SCR288,Patterton,PTT,,,,55.790443,-4.334935,,,,,,,,,,,,,,,,,,,,,,,,[],,False,False,single,False,True,False,SCR288,,,False,regional
SCR289,Perth,PTH,,,,56.39275,-3.440068,,,,,,,,,,,,,,,,,,,,,,,,['Highland Main Line'],Highland Main Line,False,False,single,False,True,False,SCR289,,,False,regional
SCR290,Pitlochry,PIT,,,,56.70256,-3.736085,,,,,,,,,,,,,,,,,,,,,,,,['Highland Main Line'],Highland Main Line,False,False,single,False,True,False,SCR290,,,False,regional
SCR291,Plockton,PLK,,,,57.333172,-5.666848,,,,,,,,,,,,,,,,,,,,,,,,['Kyle Line'],Kyle Line,False,False,single,True,False,True,SCR291,,,False,regional
SCR292,Pollokshaws East,PWE,,,,55.824589,-4.287476,,,,,,,,,,,,,,,,,,,,,,,,['Cathcart Circle'],Cathcart Circle,False,False,multiple,False,True,False,SCR292,,,False,regional
