station_id,network,route_station_id,route_group,crs,station_name
NO_000451,Northern,NO0451,,WHG,Westhoughton
NO_000452,Northern,NO0452,,WRL,Wetheral
NO_000453,Northern,NO0453,,WBR,Whaley Bridge
NO_000454,Northern,NO0454,,WHE,Whalley (Lancs)
NO_000455,Northern,NO0455,,WHN,Whiston
NO_000456,Northern,NO0456,,WTB,Whitby
NO_000457,Northern,NO0457,,WRO,White Rose
NO_000458,Northern,NO0458,,WTH,Whitehaven
NO_000459,Northern,NO0459,,WBD,Whitley Bridge
NO_000460,Northern,NO0460,,WDD,Widdrington
NO_000461,Northern,NO0461,,WID,Widnes
NO_000462,Northern,NO0462,,WGW,Wigan Wallgate
NO_000463,Northern,NO0463,,WGT,Wigton
NO_000464,Northern,NO0464,,WML,Wilmslow
NO_000465,Northern,NO0465,,WDM,Windermere
NO_000466,Northern,NO0466,,WOM,Wombwell
NO_000467,Northern,NO0467,,WDH,Woodhouse
NO_000468,Northern,NO0468,,WDS,Woodlesford
NO_000469,Northern,NO0469,,WLY,Woodley
NO_000470,Northern,NO0470,,WSR,Woodsmoor
NO_000471,Northern,NO0471,,WKG,Workington
NO_000472,Northern,NO0472,,WRK,Worksop
NO_000473,Northern,NO0473,,WRS,Wressle
NO_000474,Northern,NO0474,,WYM,Wylam
