station_id,station_name,crs,route,terminus,interchange,paddington_minutes,latitude,longitude,country,distance_from_paddington_km,distance_band,coastal,zone,county
STN_london_paddington,London Paddington,PAD,Great Western Main Line,FALSE,FALSE,0,51.516014,-0.176049,england,0.1,local,FALSE,Thames Valley,Greater London
STN_looe,Looe,LOO,Looe Valley Line,TRUE,FALSE,235,50.359234,-4.456029,england,326.2,remote,FALSE,,Cornwall
STN_luxulyan,Luxulyan,LUX,Atlantic Coast Line,FALSE,FALSE,245,50.390244,-4.747551,england,343.7,remote,FALSE,Cornwall,Cornwall
STN_lympstone_commando,Lympstone Commando,LYC,Exmouth Branch,FALSE,FALSE,160,50.661121,-3.438876,england,246.9,long,TRUE,Devon,Devon
STN_lympstone_village,Lympstone Village,LYM,Exmouth Branch,FALSE,FALSE,162,50.648621,-3.431419,england,247,long,TRUE,Devon,Devon
STN_maidenhead,Maidenhead,MAI,Great Western Main Line,FALSE,TRUE,25,51.518601,-0.722464,england,37.8,local,FALSE,Thames Valley,Berkshire
STN_malvern_link,Malvern Link,MVL,Oxford & Hereford Line,FALSE,FALSE,150,52.12534,-2.31987,england,162.2,long,FALSE,Cotswolds,Worcestershire
STN_marlow,Marlow,MLW,Marlow Branch,TRUE,FALSE,55,51.570995,-0.766452,england,41.3,local,FALSE,Thames Valley,Buckinghamshire
STN_menheniot,Menheniot,MEN,Great Western Main Line,FALSE,FALSE,215,50.426183,-4.40938,england,320.2,remote,FALSE,Thames Valley,Cornwall
STN_montpelier,Montpelier,MTP,Severn Beach Line,FALSE,FALSE,95,51.468205,-2.588525,england,167.1,long,FALSE,Bristol,Bristol
STN_morchard_road,Morchard Road,MRD,Tarka Line,FALSE,FALSE,165,50.831841,-3.776424,england,262.2,long,FALSE,Devon,Devon
STN_moreton_in_marsh,Moreton-in-Marsh,MIM,Oxford & Hereford Line,FALSE,FALSE,95,51.992336,-1.7014,england,117.7,regional,FALSE,Cotswolds,Gloucestershire
STN_mortimer,Mortimer,MOR,Reading-Basingstoke Line,FALSE,FALSE,40,51.371941,-1.035979,england,61.7,regional,FALSE,Thames Valley,Hampshire
STN_nailsea_and_backwell,Nailsea & Backwell,NLS,Great Western Main Line,FALSE,FALSE,90,51.419357,-2.750661,england,178.7,long,FALSE,Thames Valley,Somerset
STN_neath,Neath,NTH,South Wales Main Line,FALSE,FALSE,145,51.662315,-3.807267,wales,251.4,long,FALSE,South Wales,South Wales
STN_newcourt,Newcourt,NCO,Exmouth Branch,FALSE,FALSE,150,50.705418,-3.47259,england,247.1,long,FALSE,Devon,Devon
STN_newport,Newport,NWP,South Wales Main Line,FALSE,TRUE,95,51.590145,-2.998873,wales,195.4,long,FALSE,South Wales,South Wales
STN_newquay,Newquay,NQY,Atlantic Coast Line,TRUE,FALSE,275,50.415245,-5.075769,england,364.2,remote,FALSE,Cornwall,Cornwall
STN_newton_abbot,Newton Abbot,NTA,Great Western Main Line,FALSE,FALSE,155,50.529507,-3.599957,england,263.4,long,FALSE,Thames Valley,Devon
